id,name,country,city,state,extended_address,url,display_location,score,postal_code,address,timezone,slug,event_count,lat,lon
4753,Cambridge Corn Exchange,UK,Cambridge,Cambridgeshire,"Cambridge, UK",https://seatgeek.com/venues/cambridge-corn-exchange/tickets/,"Cambridge, UK",0.45314,CB2 3QB,3 Parson's Court,Europe/London,cambridge-corn-exchange,40,52.2044,0.11945
194,Lake Tahoe Outdoor Arena at Harveys,US,Stateline,NV,"Stateline, NV 89449",https://seatgeek.com/venues/lake-tahoe-outdoor-arena-at-harveys-1/tickets/,"Stateline, NV",0.75838,89449,18 Highway 50,America/Los_Angeles,lake-tahoe-outdoor-arena-at-harveys-1,8,38.96,-119.942
45,Rose Bowl,US,Pasadena,CA,"Pasadena, CA 91103",https://seatgeek.com/venues/rose-bowl/tickets/,"Pasadena, CA",0.93961,91103,1001 Rose Bowl Drive,America/Los_Angeles,rose-bowl,9,34.159,-118.168
1087,BankPlus Amphitheater at Snowden Grove,US,Southaven,MS,"Southaven, MS 38672",https://seatgeek.com/venues/bankplus-amphitheater-at-snowden-grove/tickets/,"Southaven, MS",0.66396,38672,6285 Snowden Lane,America/Chicago,bankplus-amphitheater-at-snowden-grove,8,34.9582,-89.9334
2217,Arkansas Music Pavilion,US,Fayetteville,AR,"Fayetteville, AR 72758",https://seatgeek.com/venues/arkansas-music-pavilion/tickets/,"Fayetteville, AR",0.56866,72758,5079 West Northgate Road,America/Chicago,arkansas-music-pavilion,10,36.0626,-94.1574
1128,Arrowhead Stadium,US,Kansas City,MO,"Kansas City, MO 64129",https://seatgeek.com/venues/arrowhead-stadium/tickets/,"Kansas City, MO",0.89132,64129,1 Arrowhead Drive,America/Chicago,arrowhead-stadium,12,39.0489,-94.4839
188,EnergySolutions Arena,US,Salt Lake City,UT,"Salt Lake City, UT 84101",https://seatgeek.com/venues/energysolutions-arena/tickets/,"Salt Lake City, UT",0.70032,84101,301 West South Temple,America/Denver,energysolutions-arena,42,40.7693,-111.9
1131,Sports Authority Field at Mile High,US,Denver,CO,"Denver, CO 80204",https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets/,"Denver, CO",0.90873,80204,1701 Bryant St.,America/Denver,sports-authority-field-at-mile-high,15,39.6857,-105.018
4290,Darling's Waterfront Pavilion,US,Bangor,ME,"Bangor, ME 04401",https://seatgeek.com/venues/darling-s-waterfront-pavilion/tickets/,"Bangor, ME",0.6787,04401,1 Railroad Street,America/New_York,darling-s-waterfront-pavilion,4,44.7951,-68.7739
481,Jacobs Pavilion at Nautica,US,Cleveland,OH,"Cleveland, OH 44113",https://seatgeek.com/venues/jacobs-pavilion-at-nautica/tickets/,"Cleveland, OH",0.62795,44113,2014 Sycamore St.,America/New_York,jacobs-pavilion-at-nautica,15,41.4959,-81.7031
230,The Lawn at White River,US,Indianapolis,IN,"Indianapolis, IN 46204",https://seatgeek.com/venues/the-lawn-at-white-river/tickets/,"Indianapolis, IN",0.61689,46204,801 W. Washington St.,America/New_York,the-lawn-at-white-river,10,39.7666,-86.1708
933,Winspear Centre,Canada,Edmonton,AB,"Edmonton, Canada",https://seatgeek.com/venues/winspear-centre/tickets/,"Edmonton, Canada",0.54597,T5J 4X8,4 Sir Winston Churchill Square Northwest,America/Edmonton,winspear-centre,9,53.6156,-113.639
932,Jack Singer Concert Hall,Canada,Calgary,AB,"Calgary, Canada",https://seatgeek.com/venues/jack-singer-concert-hall/tickets/,"Calgary, Canada",0.56802,T2G 0K9,205 8th Avenue S.E.,America/Edmonton,jack-singer-concert-hall,14,51.0454,-114.06
756,Crystal Ballroom,US,Portland,OR,"Portland, OR 97209",https://seatgeek.com/venues/crystal-ballroom-1/tickets/,"Portland, OR",0.55273,97209,1332 W. Burnside,America/Los_Angeles,crystal-ballroom-1,26,45.5229,-122.685
78,Greek Theatre,US,Los Angeles,CA,"Los Angeles, CA 90027",https://seatgeek.com/venues/greek-theatre/tickets/,"Los Angeles, CA",0.72078,90027,2700 N. Vermont Ave.,America/Los_Angeles,greek-theatre,40,34.1206,-118.296
54637,MGM Resorts Village,US,Las Vegas,NV,"Las Vegas, NV 89119",https://seatgeek.com/venues/mgm-resorts-village/tickets/,"Las Vegas, NV",0.72399,89119,3901 Las Vegas Blvd,America/Los_Angeles,mgm-resorts-village,5,36.2309,-115.071
17,Rogers Centre,Canada,Toronto,ON,"Toronto, Canada",https://seatgeek.com/venues/rogers-centre/tickets/,"Toronto, Canada",0.75481,M5V 1J1,1 Blue Jays Way,America/Toronto,rogers-centre,66,43.6422,-79.3909
9024,Canyon County Fair,US,Caldwell,ID,"Caldwell, ID 83606",https://seatgeek.com/venues/canyon-county-fair/tickets/,"Caldwell, ID",0.0,83606,111 22nd Street,America/Boise,canyon-county-fair,3,43.6565,-116.672
8915,California State Fairgrounds,US,Sacramento,CA,"Sacramento, CA 95815",https://seatgeek.com/venues/california-state-fairgrounds/tickets/,"Sacramento, CA",0.38427,95815,1600 Exposition Boulevard,America/Los_Angeles,california-state-fairgrounds,2,38.5953,-121.434
49,Shoreline Amphitheatre,US,Mountain View,CA,"Mountain View, CA 94043",https://seatgeek.com/venues/shoreline-amphitheatre/tickets/,"Mountain View, CA",0.78181,94043,1 Amphitheatre Parkway,America/Los_Angeles,shoreline-amphitheatre,22,37.4234,-122.078
53,Irvine Meadows Amphitheatre,US,Irvine,CA,"Irvine, CA 92618",https://seatgeek.com/venues/irvine-meadows-amphitheatre/tickets/,"Irvine, CA",0.79212,92618,8808 Irvine Center Dr,America/Los_Angeles,irvine-meadows-amphitheatre,22,33.6439,-117.739
51,Sleep Train Amphitheatre,US,Chula Vista,CA,"Chula Vista, CA 91911",https://seatgeek.com/venues/sleep-train-amphitheatre-1/tickets/,"Chula Vista, CA",0.75165,91911,2050 Entertainment Circle,America/Los_Angeles,sleep-train-amphitheatre-1,13,32.5896,-117.007
723,Rimrock Auto Arena,US,Billings,MT,"Billings, MT 59103",https://seatgeek.com/venues/rimrock-auto-arena/tickets/,"Billings, MT",0.60606,59103,308 6th Ave N,America/Denver,rimrock-auto-arena,7,45.7997,-108.479
5770,Sands Steel Stage at PNC Plaza,US,Bethlehem,PA,"Bethlehem, PA 18015",https://seatgeek.com/venues/sands-steel-stage-at-pnc-plaza/tickets/,"Bethlehem, PA",0.6164,18015,25 W. Third Street,America/New_York,sands-steel-stage-at-pnc-plaza,7,40.6119,-75.3798
78020,The Borgata Festival Park,US,Atlantic City,NJ,"Atlantic City, NJ 08401",https://seatgeek.com/venues/the-borgata-festival-park/tickets/,"Atlantic City, NJ",0.67352,08401,1 Borgata Way,America/New_York,the-borgata-festival-park,7,39.3781,-74.4338
169,Merriweather Post Pavilion,US,Columbia,MD,"Columbia, MD 21044",https://seatgeek.com/venues/merriweather-post-pavilion/tickets/,"Columbia, MD",0.72818,21044,10475 Little Patuxent Parkway,America/New_York,merriweather-post-pavilion,18,39.2115,-76.863
9974,Sumtur Amphitheater,US,Papillion,NE,"Papillion, NE 68046",https://seatgeek.com/venues/sumtur-amphitheater/tickets/,"Papillion, NE",0.42616,68046,11691 South 108th Street,America/Chicago,sumtur-amphitheater,4,41.1388,-96.0818
654,The Crossroads,US,Kansas City,MO,"Kansas City, MO 64108",https://seatgeek.com/venues/the-crossroads/tickets/,"Kansas City, MO",0.49447,64108,417 E 18th St,America/Chicago,the-crossroads,13,39.0916,-94.5781
196,Red Rocks Amphitheatre,US,Morrison,CO,"Morrison, CO 80465",https://seatgeek.com/venues/red-rocks-amphitheatre/tickets/,"Morrison, CO",0.7375,80465,18300 W. Alameda Parkway,America/Denver,red-rocks-amphitheatre,79,39.6773,-105.194
3605,The Complex,US,Salt Lake City,UT,"Salt Lake City, UT 84101",https://seatgeek.com/venues/the-complex/tickets/,"Salt Lake City, UT",0.48018,84101,536 West 100 South,America/Denver,the-complex,21,40.7557,-111.844
283,Marymoor Park,US,Redmond,WA,"Redmond, WA 98052",https://seatgeek.com/venues/marymoor-park/tickets/,"Redmond, WA",0.60447,98052,6046 West Lake Sammamish Pkwy NE,America/Los_Angeles,marymoor-park,25,47.6617,-122.121
7962,Central Park Summerstage,US,New York,NY,"New York, NY 10022",https://seatgeek.com/venues/central-park-summerstage/tickets/,"New York, NY",0.62642,10022,830 5th Avenue,America/New_York,central-park-summerstage,14,40.7677,-73.9714
10480,Metro City,Australia,Perth,Western Australia,"Perth, Australia",https://seatgeek.com/venues/metro-city/tickets/,"Perth, Australia",0.0,6003,146 Roe St,Australia/Perth,metro-city,9,-31.9476,115.853
17266,Hordern Pavilion,Australia,Sydney,New South Wales,"Sydney, Australia",https://seatgeek.com/venues/hordern-pavilion-1/tickets/,"Sydney, Australia",0.0,2021,1 Driver Ave,Australia/Sydney,hordern-pavilion-1,5,-33.8911,151.223
9672,Robin Hill Country Park,UK,Newport,Iow,"Newport, UK",https://seatgeek.com/venues/robin-hill-country-park/tickets/,"Newport, UK",0.62117,PO30 2NU,Downend,Europe/London,robin-hill-country-park,3,51.5842,-2.99766
151,PNC Bank Arts Center,US,Holmdel,NJ,"Holmdel, NJ 07733",https://seatgeek.com/venues/pnc-bank-arts-center/tickets/,"Holmdel, NJ",0.76981,07733,116 Garden State Pkwy.,America/New_York,pnc-bank-arts-center,28,40.3936,-74.1755
7546,Barclays Center,US,Brooklyn,NY,"Brooklyn, NY 11217",https://seatgeek.com/venues/barclays-center/tickets/,"Brooklyn, NY",0.8488,11217,620 Atlantic Avenue,America/New_York,barclays-center,81,40.6837,-73.9788
138,Molson Canadian Amphitheatre,Canada,Toronto,ON,"Toronto, Canada",https://seatgeek.com/venues/molson-canadian-amphitheatre/tickets/,"Toronto, Canada",0.76469,M6K 3L3,909 Lakeshore Blvd W,America/Toronto,molson-canadian-amphitheatre,31,43.6319,-79.4299
139,Bell Centre,Canada,Montreal,QC,"Montreal, Canada",https://seatgeek.com/venues/bell-centre/tickets/,"Montreal, Canada",0.76085,H3C 5L2,1909 Avenue des Canadiens-de-Montreal,America/Toronto,bell-centre,89,45.496,-73.5695
3705,Aaron's Amphitheatre at Lakewood,US,Atlanta,GA,"Atlanta, GA 30315",https://seatgeek.com/venues/aaron-s-amphitheatre-at-lakewood/tickets/,"Atlanta, GA",0.76706,30315,2002 Lakewood Way,America/New_York,aaron-s-amphitheatre-at-lakewood,18,33.7009,-84.3954
62,PNC Music Pavilion,US,Charlotte,NC,"Charlotte, NC 28262",https://seatgeek.com/venues/pnc-music-pavilion/tickets/,"Charlotte, NC",0.75922,28262,707 Pavilion Blvd.,America/New_York,pnc-music-pavilion,14,35.3274,-80.7107
3704,First Niagara Pavilion,US,Burgettstown,PA,"Burgettstown, PA 15021",https://seatgeek.com/venues/first-niagara-pavilion/tickets/,"Burgettstown, PA",0.72471,15021,665 Route 18,America/New_York,first-niagara-pavilion,17,40.4236,-80.4268
2983,Rogers Arena,Canada,Vancouver,BC,"Vancouver, Canada",https://seatgeek.com/venues/rogers-arena/tickets/,"Vancouver, Canada",0.76409,V6B 6G1,800 Griffiths Way,America/Vancouver,rogers-arena,62,49.2782,-123.108
112,Time Warner Cable Arena,US,Charlotte,NC,"Charlotte, NC 28202",https://seatgeek.com/venues/time-warner-cable-arena/tickets/,"Charlotte, NC",0.74983,28202,333 East Trade Street,America/New_York,time-warner-cable-arena,28,35.2248,-80.8403
4353,KFC Yum! Center,US,Louisville,KY,"Louisville, KY 40202",https://seatgeek.com/venues/kfc-yum-center/tickets/,"Louisville, KY",0.76296,40202,1 Arena Plaza,America/New_York,kfc-yum-center,33,38.2572,-85.754
181,Verizon Center,US,Washington,DC,"Washington, DC 20004",https://seatgeek.com/venues/verizon-center/tickets/,"Washington, DC",0.80748,20004,601 F Street NW,America/New_York,verizon-center,80,38.8973,-77.0209
153,Times Union Center,US,Albany,NY,"Albany, NY 12207",https://seatgeek.com/venues/times-union-center/tickets/,"Albany, NY",0.72847,12207,51 South Pearl Street,America/New_York,times-union-center,17,42.6482,-73.7538
806,Verizon Wireless Arena,US,Manchester,NH,"Manchester, NH 03101",https://seatgeek.com/venues/verizon-wireless-arena/tickets/,"Manchester, NH",0.69048,03101,555 Elm Street,America/New_York,verizon-wireless-arena,24,42.9862,-71.463
150,Canadian Tire Centre,Canada,Kanata,ON,"Kanata, Canada",https://seatgeek.com/venues/canadian-tire-centre/tickets/,"Kanata, Canada",0.7267,K2V 1A5,1000 Paladium Drive,America/Toronto,canadian-tire-centre,61,45.2973,-75.9258
119,Van Andel Arena,US,Grand Rapids,MI,"Grand Rapids, MI 49503",https://seatgeek.com/venues/van-andel-arena/tickets/,"Grand Rapids, MI",0.694,49503,130 Fulton Street West,America/Detroit,van-andel-arena,30,42.9621,-85.6716
15868,Luna Park,Argentina,Buenos Aires,C,"Buenos Aires, Argentina",https://seatgeek.com/venues/luna-park/tickets/,"Buenos Aires, Argentina",0.0,C1428,Av. Madero 420,America/Argentina/Buenos_Aires,luna-park,5,-34.6026,-58.3682
13000,Espaco das Americas,Brazil,Sao Paulo,AM,"Sao Paulo, Brazil",https://seatgeek.com/venues/espaco-das-americas/tickets/,"Sao Paulo, Brazil",0.0,01156000,"Rua Tagipuru, 795",America/Sao_Paulo,espaco-das-americas,2,-23.5278,-46.6678
236,Bank of New Hampshire Pavilion at Meadowbrook,US,Gilford,NH,"Gilford, NH 03249",https://seatgeek.com/venues/bank-of-new-hampshire-pavilion-at-meadowbrook/tickets/,"Gilford, NH",0.64722,03249,72 Meadowbrook Lane,America/New_York,bank-of-new-hampshire-pavilion-at-meadowbrook,16,43.5775,-71.4101
2107,Shadow Hill Ranch,US,Twin Lakes,WI,"Twin Lakes, WI 53181",https://seatgeek.com/venues/shadow-hill-ranch-1/tickets/,"Twin Lakes, WI",0.72498,53181,2305 Lance Dr.,America/Chicago,shadow-hill-ranch-1,5,42.5095,-88.2925
80,Toyota Pavilion At Montage Mountain,US,Scranton,PA,"Scranton, PA 18505",https://seatgeek.com/venues/toyota-pavilion-at-montage-mountain/tickets/,"Scranton, PA",0.66382,18505,1000 Montage Mountain Rd,America/New_York,toyota-pavilion-at-montage-mountain,11,41.3479,-75.6637
292,Ryman Auditorium,US,Nashville,TN,"Nashville, TN 37219",https://seatgeek.com/venues/ryman-auditorium/tickets/,"Nashville, TN",0.66328,37219,116 5th Avenue North,America/Chicago,ryman-auditorium,89,36.161,-86.7787
5706,Peabody Opera House,US,St. Louis,MO,"St. Louis, MO 63103",https://seatgeek.com/venues/peabody-opera-house/tickets/,"St. Louis, MO",0.62713,63103,1400 Market Street,America/Chicago,peabody-opera-house,28,38.6274,-90.2021
1281,BJCC Concert Hall,US,Birmingham,AL,"Birmingham, AL 35203",https://seatgeek.com/venues/bjcc-concert-hall/tickets/,"Birmingham, AL",0.57829,35203,2100 Richard Arrington Blvd,America/Chicago,bjcc-concert-hall,36,33.5231,-86.8114
493,Florida Theatre,US,Jacksonville,FL,"Jacksonville, FL 32202",https://seatgeek.com/venues/florida-theatre/tickets/,"Jacksonville, FL",0.54919,32202,128 East Forsyth Street,America/New_York,florida-theatre,48,30.3263,-81.6557
830,The Fillmore Miami Beach,US,Miami Beach,FL,"Miami Beach, FL 33139",https://seatgeek.com/venues/the-fillmore-miami-beach/tickets/,"Miami Beach, FL",0.62509,33139,1700 Washington Avenue,America/New_York,the-fillmore-miami-beach,18,25.8286,-80.1261
294,Ruth Eckerd Hall,US,Clearwater,FL,"Clearwater, FL 33759",https://seatgeek.com/venues/ruth-eckerd-hall/tickets/,"Clearwater, FL",0.56566,33759,1111 McMullen Booth Rd.,America/New_York,ruth-eckerd-hall,54,27.9767,-82.7088
59984,Dr. Phillips Center - Walt Disney Theater,US,Orlando,FL,"Orlando, FL 32801",https://seatgeek.com/venues/dr-phillips-center-walt-disney-theater/tickets/,"Orlando, FL",0.57059,32801,445 S Magnolia Ave,America/New_York,dr-phillips-center-walt-disney-theater,61,28.5384,-81.3774
58148,Tobin Center for the Performing Arts,US,San Antonio,TX,"San Antonio, TX 78205",https://seatgeek.com/venues/tobin-center-for-the-performing-arts/tickets/,"San Antonio, TX",0.56871,78205,100 Auditorium Circle,America/Chicago,tobin-center-for-the-performing-arts,36,29.4305,-98.4888
490,Bayou Music Center,US,Houston,TX,"Houston, TX 77002",https://seatgeek.com/venues/bayou-music-center/tickets/,"Houston, TX",0.64166,77002,520 Texas Ave.,America/Chicago,bayou-music-center,33,29.7624,-95.3672
4844,La Comedy Club Inside Cabo Wabo Lounge (Planet Hollywood),US,Las Vegas,NV,"Las Vegas, NV 89109",https://seatgeek.com/venues/la-comedy-club-inside-cabo-wabo-lounge-planet-hollywood/tickets/,"Las Vegas, NV",0.77027,89109,3667 S Las Vegas Blvd,America/Los_Angeles,la-comedy-club-inside-cabo-wabo-lounge-planet-hollywood,74,36.1101,-115.173
591,The Colosseum At Caesars Palace,US,Las Vegas,NV,"Las Vegas, NV 89109",https://seatgeek.com/venues/the-colosseum-at-caesars-palace/tickets/,"Las Vegas, NV",0.6643,89109,3570 Las Vegas Blvd South,America/Los_Angeles,the-colosseum-at-caesars-palace,90,36.1172,-115.173
9562,Alex's Bar,US,Long Beach,CA,"Long Beach, CA 90804",https://seatgeek.com/venues/alex-s-bar/tickets/,"Long Beach, CA",0.37316,90804,2913 E. Anaheim St.,America/Los_Angeles,alex-s-bar,16,33.78,-118.16
1446,Brighton Music Hall,US,Boston,MA,"Boston, MA 02134",https://seatgeek.com/venues/brighton-music-hall/tickets/,"Boston, MA",0.46652,02134,158 Brighton Avenue,America/New_York,brighton-music-hall,66,42.3529,-71.1326
11090,The Hollow,US,Albany,NY,"Albany, NY 12207",https://seatgeek.com/venues/the-hollow-1/tickets/,"Albany, NY",0.40987,12207,79 North Pearl Street,America/New_York,the-hollow-1,12,42.6524,-73.7507
7550,U Street Music Hall,US,Washington,DC,"Washington, DC 20009",https://seatgeek.com/venues/u-street-music-hall/tickets/,"Washington, DC",0.51018,20009,1115 U Street NW,America/New_York,u-street-music-hall,52,38.917,-77.0272
760,The Basement,US,Columbus,OH,"Columbus, OH 43201",https://seatgeek.com/venues/the-basement/tickets/,"Columbus, OH",0.44011,43201,391 Neil Ave.,America/New_York,the-basement,24,39.9693,-83.0095
1435,20th Century Theater,US,Cincinnati,OH,"Cincinnati, OH 45209",https://seatgeek.com/venues/20th-century-theater/tickets/,"Cincinnati, OH",0.4333,45209,3021 Madison Road,America/New_York,20th-century-theater,6,39.1513,-84.4329
7493,The Crofoot-Pike Room,US,Pontiac,MI,"Pontiac, MI 48342",https://seatgeek.com/venues/the-crofoot-pike-room/tickets/,"Pontiac, MI",0.0,48342,1 South Saginaw,America/New_York,the-crofoot-pike-room,4,42.6366,-83.2913
7974,The Observatory North Park,US,San Diego,CA,"San Diego, CA 92104",https://seatgeek.com/venues/the-observatory-north-park/tickets/,"San Diego, CA",0.5398,92104,2891 University Avenue,America/Los_Angeles,the-observatory-north-park,40,32.75,-117.13
303,Pacific Amphitheatre,US,Costa Mesa,CA,"Costa Mesa, CA 92626",https://seatgeek.com/venues/pacific-amphitheatre/tickets/,"Costa Mesa, CA",0.70298,92626,100 Fair Drive,America/Los_Angeles,pacific-amphitheatre,21,33.6639,-117.903
454,Fox Theater,US,Oakland,CA,"Oakland, CA 94612",https://seatgeek.com/venues/fox-theater/tickets/,"Oakland, CA",0.66471,94612,1807 Telegraph Ave,America/Los_Angeles,fox-theater,30,37.8078,-122.27
625,Showbox SoDo,US,Seattle,WA,"Seattle, WA 98134",https://seatgeek.com/venues/showbox-sodo/tickets/,"Seattle, WA",0.5599,98134,1700 1st Ave. S.,America/Los_Angeles,showbox-sodo,23,47.588,-122.334
498,McMenamins Historic Edgefield Manor,US,Troutdale,OR,"Troutdale, OR 97060",https://seatgeek.com/venues/mcmenamins-historic-edgefield-manor/tickets/,"Troutdale, OR",0.62192,97060,2126 SW Halsey St.,America/Los_Angeles,mcmenamins-historic-edgefield-manor,14,45.5371,-122.407
451,Fillmore Auditorium,US,Denver,CO,"Denver, CO 80218",https://seatgeek.com/venues/fillmore-auditorium/tickets/,"Denver, CO",0.5784,80218,1510 Clarkson Street,America/Denver,fillmore-auditorium,22,39.7404,-104.977
327,Mercury Lounge,US,New York,NY,"New York, NY 10002",https://seatgeek.com/venues/mercury-lounge/tickets/,"New York, NY",0.44683,10002,217 East Houston Street,America/New_York,mercury-lounge,65,40.7223,-73.9867
1459,World Cafe Live,US,Philadelphia,PA,"Philadelphia, PA 19104",https://seatgeek.com/venues/world-cafe-live/tickets/,"Philadelphia, PA",0.43745,19104,3025 Walnut Street,America/New_York,world-cafe-live,109,39.952,-75.1852
973,The Roxy Theatre,US,West Hollywood,CA,"West Hollywood, CA 90069",https://seatgeek.com/venues/the-roxy-theatre/tickets/,"West Hollywood, CA",0.52893,90069,9009 W. Sunset Blvd.,America/Los_Angeles,the-roxy-theatre,63,34.0909,-118.388
4706,Grand Ole Opry House,US,Nashville,TN,"Nashville, TN 37214",https://seatgeek.com/venues/grand-ole-opry-house/tickets/,"Nashville, TN",0.58053,37214,2804 Opryland Drive,America/Chicago,grand-ole-opry-house,113,36.2063,-86.6936
308,Wisconsin State Fair Park,US,West Allis,WI,"West Allis, WI 53214",https://seatgeek.com/venues/wisconsin-state-fair-park/tickets/,"West Allis, WI",0.56643,53214,640 S. 84th Street,America/Chicago,wisconsin-state-fair-park,42,43.0244,-88.0158
3974,Medina Entertainment Center,US,Hamel,MN,"Hamel, MN 55340",https://seatgeek.com/venues/medina-entertainment-center/tickets/,"Hamel, MN",0.33454,55340,500 Highway 55,America/Chicago,medina-entertainment-center,9,45.0453,-93.5347
9437,Ho-Chunk Gaming-WI-Dells,US,Baraboo,WI,"Baraboo, WI 53913",https://seatgeek.com/venues/ho-chunk-gaming-wi-dells/tickets/,"Baraboo, WI",0.44926,53913,S3214 Hwy 12,America/Chicago,ho-chunk-gaming-wi-dells,4,43.5272,-89.7778
12209,The Museum Club,US,Flagstaff,AZ,"Flagstaff, AZ 86004",https://seatgeek.com/venues/the-museum-club/tickets/,"Flagstaff, AZ",0.0,86004,3404 East Route 66,America/Phoenix,the-museum-club,17,35.2142,-111.6
1857,8 Seconds Saloon,US,Indianapolis,IN,"Indianapolis, IN 46224",https://seatgeek.com/venues/8-seconds-saloon/tickets/,"Indianapolis, IN",0.49575,46224,111 N Lynhurst Dr,America/Indiana/Indianapolis,8-seconds-saloon,10,39.77,-86.25
8175,Willamette Country Music Festival Grounds,US,Brownsville,OR,"Brownsville, OR 97327",https://seatgeek.com/venues/willamette-country-music-festival-grounds/tickets/,"Brownsville, OR",0.6613,97327,36866 Hwy 228,America/Los_Angeles,willamette-country-music-festival-grounds,1,44.3742,-122.916
466,Emerald Queen Casino,US,Tacoma,WA,"Tacoma, WA 98404",https://seatgeek.com/venues/emerald-queen-casino/tickets/,"Tacoma, WA",0.55567,98404,2102 Alexander Ave,America/Los_Angeles,emerald-queen-casino,8,47.2649,-122.385
24942,Deep Water Amphitheater,US,Manson,WA,"Manson, WA 98831",https://seatgeek.com/venues/deep-water-amphitheater/tickets/,"Manson, WA",0.0,98831,455 Wapato Lake Road,America/Los_Angeles,deep-water-amphitheater,6,47.8853,-120.131
6073,Celebrate Virginia Live,US,Fredericksburg,VA,"Fredericksburg, VA 22401",https://seatgeek.com/venues/celebrate-virginia-live/tickets/,"Fredericksburg, VA",0.48632,22401,1 Gordon W. Shelton Blvd.,America/New_York,celebrate-virginia-live,4,38.3009,-77.4591
9958,Cuyahoga County Fairgrounds,US,Berea,OH,"Berea, OH 44017",https://seatgeek.com/venues/cuyahoga-county-fairgrounds/tickets/,"Berea, OH",0.42889,44017,164 Eastland Road,America/New_York,cuyahoga-county-fairgrounds,5,41.3658,-81.844
4220,Hulman Center,US,Terre Haute,IN,"Terre Haute, IN 47809",https://seatgeek.com/venues/hulman-center/tickets/,"Terre Haute, IN",0.59878,47809,200 N 8th St,America/Indiana/Indianapolis,hulman-center,2,39.4685,-87.4057
233,Starland Ballroom,US,Sayreville,NJ,"Sayreville, NJ 08872",https://seatgeek.com/venues/starland-ballroom/tickets/,"Sayreville, NJ",0.54541,08872,570 Jernee Mill Road,America/New_York,starland-ballroom,27,40.4364,-74.3495
746,The Norva,US,Norfolk,VA,"Norfolk, VA 23510",https://seatgeek.com/venues/the-norva/tickets/,"Norfolk, VA",0.48163,23510,317 Monticello Ave,America/New_York,the-norva,30,36.8501,-76.2893
1221,Sherman Theater,US,Stroudsburg,PA,"Stroudsburg, PA 18360",https://seatgeek.com/venues/sherman-theater/tickets/,"Stroudsburg, PA",0.49585,18360,524 Main Street,America/New_York,sherman-theater,26,40.9861,-75.1914
526,Abbotsford Entertainment and Sports Centre,Canada,Abbotsford,BC,"Abbotsford, Canada",https://seatgeek.com/venues/abbotsford-entertainment-and-sports-centre/tickets/,"Abbotsford, Canada",0.58191,V2S 8H8,33800 King Road,America/Vancouver,abbotsford-entertainment-and-sports-centre,6,49.0313,-122.287
1422,Stampede Corral,Canada,Calgary,AB,"Calgary, Canada",https://seatgeek.com/venues/stampede-corral/tickets/,"Calgary, Canada",0.56188,T2G 2W1,10 Corral Trail SE,America/Edmonton,stampede-corral,4,51.0453,-114.058
164,SaskTel Centre,Canada,Saskatoon,SK,"Saskatoon, Canada",https://seatgeek.com/venues/sasktel-centre/tickets/,"Saskatoon, Canada",0.66761,S7R 1C4,3515 Thatcher Avenue,America/Swift_Current,sasktel-centre,11,52.1882,-106.676
98,MTS Centre,Canada,Winnipeg,MB,"Winnipeg, Canada",https://seatgeek.com/venues/mts-centre/tickets/,"Winnipeg, Canada",0.68615,R3C 5S4,300 Portage Avenue,America/Winnipeg,mts-centre,64,49.8936,-97.1435
3508,Mile One Centre,Canada,St. John's,NL,"St. John's, Canada",https://seatgeek.com/venues/mile-one-centre/tickets/,"St. John's, Canada",0.4815,A1C 1J3,50 New Gower Street,America/St_Johns,mile-one-centre,8,47.5607,-52.7122
643,LB Day Amphitheatre,US,Salem,OR,"Salem, OR 97310",https://seatgeek.com/venues/lb-day-amphitheatre/tickets/,"Salem, OR",0.52088,97310,2330 17th Street NE,America/Los_Angeles,lb-day-amphitheatre,21,44.9575,-123.011
940,James L Knight Center,US,Miami,FL,"Miami, FL 33131",https://seatgeek.com/venues/james-l-knight-center/tickets/,"Miami, FL",0.63015,33131,400 SE 2nd Ave,America/New_York,james-l-knight-center,9,25.7709,-80.1909
238,Hard Rock Live,US,Orlando,FL,"Orlando, FL 32819",https://seatgeek.com/venues/hard-rock-live/tickets/,"Orlando, FL",0.58888,32819,6050 Universal Blvd.,America/New_York,hard-rock-live,19,28.4737,-81.4673
173,Tempe Beach Park,US,Tempe,AZ,"Tempe, AZ 85281",https://seatgeek.com/venues/tempe-beach-park/tickets/,"Tempe, AZ",0.58651,85281,31 E 5th Street,America/Phoenix,tempe-beach-park,8,33.4308,-111.941
8378,Harborside Event Center,US,Fort Myers,FL,"Fort Myers, FL 33901",https://seatgeek.com/venues/harborside-event-center/tickets/,"Fort Myers, FL",0.0,33901,1375 Monroe Street,America/New_York,harborside-event-center,1,26.6441,-81.8722
1477,Florence Civic Center,US,Florence,SC,"Florence, SC 29501",https://seatgeek.com/venues/florence-civic-center/tickets/,"Florence, SC",0.61299,29501,3300 W. Radio Drive,America/New_York,florence-civic-center,7,34.1857,-79.8379
229,Mid America Center,US,Council Bluffs,IA,"Council Bluffs, IA 51501",https://seatgeek.com/venues/mid-america-center/tickets/,"Council Bluffs, IA",0.56953,51501,1 Arena Way,America/Chicago,mid-america-center,4,41.2371,-95.8913
160,Celebrity Theatre,US,Phoenix,AZ,"Phoenix, AZ 85008",https://seatgeek.com/venues/celebrity-theatre/tickets/,"Phoenix, AZ",0.55776,85008,440 N 32nd St,America/Phoenix,celebrity-theatre,14,33.4544,-112.015
