,id,artist,artist_standardized,featured,album,track,time,explicit,year,yearly_rank,source,ch,x40,x10,pk,high,date_entered,date_peaked,latency_to_peak,yearly_rank_percentile,yearly_rank_categorical,ch_categorical,song_x,slope_list,date,song_y,before,after,percent_change,raw_change,breakthrough_10year,breakthrough_5year,artist_underscore,b4,b3,b2,b1,a0,a1,a2,a3,a4,youtube_slope,x1st_week,train
4792,16902,Grouplove,Grouplove,,Never Trust A Happy Song,Tongue Tied,218,0,2012,145,h,17,0,0,1,42,6/2/2012,8/11/2012 0:00,70,0.300207039,1,2,Tongue Tied,-1.285714286,12/18/2011,Tongue Tied,4455,16651,3.737598204,12196,0,1,grouplove,46,42,56,62,63,75,77,85,82,5.4,74,TRUE
4803,25308,LoveRance,LoveRance,Featuring IamSu & Skipper,,Up!,250,1,2012,154,h,20,0,0,1,46,3/17/2012,6/2/2012 0:00,77,0.31884058,1,2,Up!,-1.857142857,3/18/2012,Up!,11,8,0.727272727,-3,0,1,loverance,45,54,53,66,72,93,96,100,91,6.6,92,TRUE
4805,25309,LoveRance,LoveRance,Featuring 50 Cent,,Up!,231,1,2012,154,h,20,0,0,1,46,3/17/2012,6/2/2012 0:00,77,0.31884058,1,2,Up!,-1.857142857,3/18/2012,Up!,11,8,0.727272727,-3,1,1,loverance,45,54,53,66,72,93,96,100,91,6.6,92,TRUE
4819,15189,Future,Future,,Pluto,Turn On The Lights,249,1,2012,166,h,20,0,0,1,50,8/25/2012,10/27/2012 0:00,63,0.3436853,1,2,Turn On The Lights,-1.571428571,8/26/2012,Turn On The Lights,8864,10290,1.160875451,1426,0,0,future,75,81,81,83,81,85,86,81,79,1.4,89,TRUE
4822,39008,"Wanted, The","Wanted, The",,The Wanted,Chasing The Sun,198,0,2012,169,h,15,0,0,1,50,6/16/2012,8/25/2012 0:00,70,0.34989648,1,1,Chasing The Sun,-0.285714286,8/17/2014,Chasing The Sun,30833,47937,1.554730321,17104,0,1,the_wanted,78,79,74,68,72,69,61,56,58,-2.3,93,TRUE
4831,26634,Meek Mill,Meek Mill,"Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz","MMG Presents: Self Made, Vol. 1",Ima Boss,313,0,2012,177,h,2,0,0,1,51,2/25/2012,2/25/2012 0:00,0,0.366459627,1,0,Ima Boss,4,2/26/2012,Ima Boss,22326,24499,1.097330467,2173,0,0,meek_mill,26,26,26,23,24,24,23,28,29,-0.7,51,FALSE
4846,26635,Meek Mill,Meek Mill,Featuring Drake,s,Amen,287,0,2012,192,h,18,0,0,2,57,7/7/2012,8/25/2012 0:00,49,0.397515528,1,2,Amen,0.857142857,12/25/2011,Amen,1602,1479,0.923220974,-123,0,0,meek_mill,53,61,59,61,62,59,75,67,63,1.8,86,TRUE
4847,26635,Meek Mill,Meek Mill,Featuring Drake,s,Amen,287,0,2012,192,h,18,0,0,2,57,7/7/2012,8/25/2012 0:00,49,0.397515528,1,2,Amen,-1.285714286,12/25/2011,Amen,1602,1479,0.923220974,-123,1,1,meek_mill,53,61,59,61,62,59,75,67,63,1.8,86,TRUE
4849,36127,Tamar Braxton,Tamar Braxton,,s,Love And War,241,0,2012,194,h,20,0,0,1,57,12/22/2012,12/22/2012 0:00,0,0.401656315,2,2,Love And War,5.714285714,12/23/2012,Love And War,15189,21520,1.4168148,6331,1,1,tamar_braxton,5,6,66,94,52,41,36,45,63,18.2,57,FALSE
4855,2482,Avicii,Avicii,,s,Levels,199,0,2012,200,h,20,0,0,2,60,12/3/2011,2/18/2012 0:00,77,0.414078675,2,2,Levels,1.285714286,12/4/2011,Levels,46865,80531,1.71836125,33666,0,0,avicii,28,24,29,30,36,35,40,34,30,2.2,66,TRUE
4866,22675,Karmin,Karmin,,Hello,Hello,236,0,2012,209,h,8,0,0,2,62,9/15/2012,10/6/2012 0:00,21,0.432712215,2,1,Hello,0,4/24/2011,Hello,9549,10919,1.14347052,1370,0,0,karmin,54,50,51,53,56,56,61,60,61,0.7,89,TRUE
4867,22675,Karmin,Karmin,,Hello,Hello,236,0,2012,209,h,8,0,0,2,62,9/15/2012,10/6/2012 0:00,21,0.432712215,2,1,Hello,-1.714285714,4/24/2011,Hello,9549,10919,1.14347052,1370,1,1,karmin,54,50,51,53,56,56,61,60,61,0.7,89,TRUE
4870,32463,Rita Ora,Rita Ora,,s,How Do We (Party),246,1,2012,212,h,9,0,0,1,62,6/9/2012,7/7/2012 0:00,28,0.438923395,2,1,How Do We (Party),-0.857142857,6/10/2012,How Do We (Party),90471,104898,1.159465464,14427,0,1,rita_ora,12,25,21,17,18,20,24,25,26,0.4,96,FALSE
4883,16873,Greg Bates,Greg Bates,,Greg Bates - EP,Did It For The Girl,191,0,2012,224,h,16,0,0,1,66,10/6/2012,12/22/2012 0:00,77,0.463768116,2,2,Did It For The Girl,-0.571428571,10/7/2012,Did It For The Girl,824,1363,1.654126214,539,0,1,greg_bates,63,74,79,77,82,81,89,82,88,4.1,100,FALSE
4889,34658,Skrillex,Skrillex,,Scary Monsters And Nice Sprites,Scary Monsters And Nice Sprites,243,0,2012,229,h,14,0,0,1,69,1/7/2012,1/7/2012 0:00,0,0.474120083,2,1,Scary Monsters And Nice Sprites,0.142857143,1/8/2012,Scary Monsters And Nice Sprites,53899,234945,4.358986252,181046,0,1,skrillex,80,91,90,93,84,83,85,83,89,1,69,TRUE
4896,28227,Nero,Nero,,Welcome Reality/Me and You - Single,Promises,268,0,2012,234,h,10,0,0,1,70,7/14/2012,7/28/2012 0:00,14,0.48447205,2,1,Promises,-0.785714286,7/15/2012,Promises,50883,27928,0.548867009,-22955,1,1,nero,40,56,87,79,97,88,96,100,68,13.7,81,TRUE
4900,36724,Terry McDermott,Terry McDermott,,The Complete Season 3 Collection,Let It Be,234,0,2012,238,h,1,0,0,1,70,12/29/2012,12/29/2012 0:00,0,0.492753623,2,0,Let It Be,1,3/14/2010,Let It Be,31050,25808,0.831175523,-5242,0,0,terry_mcdermott,39,62,84,100,40,17,20,11,11,4,70,TRUE
4901,36724,Terry McDermott,Terry McDermott,,The Complete Season 3 Collection,Let It Be,234,0,2012,238,h,1,0,0,1,70,12/29/2012,12/29/2012 0:00,0,0.492753623,2,0,Let It Be,1,2/14/2010,Let It Be,15250,22817,1.496196721,7567,1,1,terry_mcdermott,39,62,84,100,40,17,20,11,11,4,70,TRUE
4902,36724,Terry McDermott,Terry McDermott,,The Complete Season 3 Collection,Let It Be,234,0,2012,238,h,1,0,0,1,70,12/29/2012,12/29/2012 0:00,0,0.492753623,2,0,Let It Be,1,12/30/2012,Let It Be,1879,1441,0.766897286,-438,0,0,terry_mcdermott,39,62,84,100,40,17,20,11,11,4,70,TRUE
4905,27518,Montgomery Gentry,Montgomery Gentry,,Rebels On The Run,Where I Come From,201,0,2012,241,h,15,0,0,1,71,1/21/2012,4/14/2012 0:00,84,0.498964803,2,1,Where I Come From,-0.571428571,1/22/2012,Where I Come From,3338,3382,1.013181546,44,0,1,montgomery_gentry,100,75,80,80,88,98,94,90,80,-1.9,94,TRUE
4917,11426,Driicky Graham,Driicky Graham,,s,Snap Backs & Tattoos,209,1,2012,252,h,13,0,0,1,73,6/30/2012,8/4/2012 0:00,35,0.52173913,2,1,Snap Backs & Tattoos,-0.714285714,7/1/2012,Snap Backs & Tattoos,6,14,2.333333333,8,1,1,driicky_graham,69,87,75,86,89,98,91,100,100,3.9,97,FALSE
4918,7841,Chief Keef,Chief Keef,Featuring Lil Reese,Back From The Dead,I Don't Like,295,1,2012,253,h,3,0,0,1,73,9/8/2012,10/6/2012 0:00,28,0.523809524,2,0,I Don't Like,-0.964285714,9/9/2012,I Don't Like,23436,97538,4.161887694,74102,0,1,chief_keef,27,30,32,34,38,39,37,36,35,2.6,100,TRUE
4938,21478,John Legend,John Legend,Featuring Ludacris,Think Like A Man OST,Tonight (Best You Ever Had),239,0,2012,271,h,12,0,0,1,79,5/5/2012,5/12/2012 0:00,7,0.561076605,2,1,Tonight (Best You Ever Had),-2.571428571,5/6/2012,Tonight (Best You Ever Had),15188,22363,1.472412431,7175,0,1,john_legend,11,14,15,29,28,27,23,27,25,4.9,97,TRUE
4942,10426,Diggy,Diggy,Featuring Jeremih,s,Do It Like You,233,0,2012,275,h,8,0,0,1,80,2/11/2012,4/7/2012 0:00,56,0.569358178,2,1,Do It Like You,0,2/12/2012,Do It Like You,11,12,1.090909091,1,0,1,diggy,60,55,57,54,48,45,49,42,46,-2.5,99,TRUE
4943,13496,Fat Joe,Fat Joe,Featuring Chris Brown,s,Another Round,288,1,2012,276,h,6,0,0,1,80,4/21/2012,5/5/2012 0:00,14,0.571428571,2,1,Another Round,-0.142857143,4/22/2012,Another Round,13744,14788,1.075960419,1044,0,1,fat_joe,31,26,29,27,28,30,25,23,25,-0.5,83,TRUE
4950,26677,Melanie Fiona,Melanie Fiona,,s,4:00 AM,291,1,2012,283,h,8,0,0,2,81,2/18/2012,4/7/2012 0:00,49,0.585921325,2,1,4:00 AM,-0.857142857,2/19/2012,4:00 AM,9713,19408,1.998146814,9695,1,1,melanie_fiona,76,78,82,81,79,78,85,77,87,0.9,97,FALSE
4951,26970,Michel Telo,Michel Telo,,s,Ai Se Eu Te Pego,165,0,2012,284,h,12,0,0,1,81,4/14/2012,5/12/2012 0:00,28,0.587991718,2,1,Ai Se Eu Te Pego,0.428571429,4/15/2012,Ai Se Eu Te Pego,1991,4659,2.340030136,2668,0,0,michel_telo,35,41,44,39,48,54,100,90,69,2.4,95,TRUE
4956,12146,Edens Edge,Edens Edge,,Edens Edge - EP,Amen,228,0,2012,289,h,6,0,0,1,83,12/24/2011,1/28/2012 0:00,35,0.598343685,2,1,Amen,0.857142857,12/25/2011,Amen,1602,1479,0.923220974,-123,0,1,edens_edge,61,64,73,72,80,76,77,98,100,4.6,99,TRUE
4957,12146,Edens Edge,Edens Edge,,Edens Edge - EP,Amen,228,0,2012,289,h,6,0,0,1,83,12/24/2011,1/28/2012 0:00,35,0.598343685,2,1,Amen,-1.285714286,12/25/2011,Amen,1602,1479,0.923220974,-123,0,1,edens_edge,61,64,73,72,80,76,77,98,100,4.6,99,TRUE
4970,7934,Chris Cagle,Chris Cagle,,s,Got My Country On,233,0,2012,302,h,9,0,0,1,86,4/14/2012,6/2/2012 0:00,49,0.625258799,3,1,Got My Country On,-0.428571429,4/15/2012,Got My Country On,2143,1816,0.847410173,-327,0,1,chris_cagle,79,90,70,78,93,84,77,82,77,1.6,98,TRUE
4981,16116,Glee Cast,Glee Cast,,s,I Will Always Love You,268,0,2012,313,h,1,0,0,1,87,3/3/2012,3/3/2012 0:00,0,0.648033126,3,0,I Will Always Love You,-0.571428571,2/26/2012,I Will Always Love You,29323,713904,24.34621287,684581,1,1,glee_cast,50,32,34,41,29,22,16,19,17,-3.3,87,FALSE
4982,39581,Wiz Khalifa,Wiz Khalifa,Featuring Akon,O.N.I.F.C. (Deluxe Version),Let It Go,258,0,2012,314,h,1,0,0,1,87,12/22/2012,12/22/2012 0:00,0,0.65010352,3,0,Let It Go,-0.857142857,12/15/2013,Let It Go,20220,107366,5.309891197,87146,0,1,wiz_khalifa,28,30,36,34,32,30,28,27,28,1.2,87,FALSE
4983,39581,Wiz Khalifa,Wiz Khalifa,Featuring Akon,O.N.I.F.C. (Deluxe Version),Let It Go,258,0,2012,314,h,1,0,0,1,87,12/22/2012,12/22/2012 0:00,0,0.65010352,3,0,Let It Go,-4.571428571,12/15/2013,Let It Go,20220,107366,5.309891197,87146,0,0,wiz_khalifa,28,30,36,34,32,30,28,27,28,1.2,87,FALSE
5011,16121,Glee Cast,Glee Cast,,s,Stereo Hearts,211,0,2012,340,h,1,0,0,1,92,3/3/2012,3/3/2012 0:00,0,0.703933747,3,0,Stereo Hearts,0.285714286,7/3/2011,Stereo Hearts,7871,13915,1.767882099,6044,0,1,glee_cast,50,32,34,41,29,22,16,19,17,-3.3,92,TRUE
5012,36833,Thomas Rhett,Thomas Rhett,,s,Something To Do With My Hands,200,0,2012,341,h,4,0,0,1,93,7/28/2012,7/28/2012 0:00,0,0.706004141,3,1,Something To Do With My Hands,0.142857143,7/29/2012,Something To Do With My Hands,2507,3373,1.345432788,866,0,0,thomas_rhett,22,21,22,19,22,21,21,15,14,-0.2,93,FALSE
5021,26680,Melanie Martinez,Melanie Martinez,,The Complete Season 3 Collection,Too Close,206,0,2012,347,h,1,0,0,1,94,12/15/2012,12/15/2012 0:00,0,0.718426501,3,0,Too Close,4.571428571,4/8/2012,Too Close,1379,19577,14.19651922,18198,0,0,melanie_martinez,38,61,77,84,36,40,28,19,19,1.9,94,TRUE
5029,28826,Olly Murs,Olly Murs,Featuring Chiddy Bang,s,Heart Skips A Beat,201,0,2012,355,h,2,0,0,2,96,9/29/2012,9/29/2012 0:00,0,0.734989648,3,0,Heart Skips A Beat,0,9/30/2012,Heart Skips A Beat,17877,21222,1.187111932,3345,1,1,olly_murs,55,53,53,53,48,48,42,28,39,-1.4,96,TRUE
5048,32606,Robin Thicke,Robin Thicke,Featuring T.I. & Pharrell,Blurred Lines (Deluxe Version),Blurred Lines,262,0,2013,1,h,48,40,21,12,1,5/4/2013,6/22/2013 0:00,49,0.002070393,0,3,Blurred Lines,-0.714285714,5/5/2013,Blurred Lines,63109,65807,1.04275143,2698,1,1,robin_thicke,7,4,5,5,6,8,13,17,21,-0.1,94,TRUE
5049,25057,Lorde,Lorde,,The Love Club - EP,Royals,190,0,2013,2,h,44,37,23,9,1,7/20/2013,10/12/2013 0:00,84,0.004140787,0,3,Royals,-2.285714286,12/21/2014,Royals,0,883,inf,883,1,1,lorde,4,5,6,6,7,9,10,13,19,0.7,90,TRUE
5050,25057,Lorde,Lorde,,The Love Club - EP,Royals,190,0,2013,2,h,44,37,23,9,1,7/20/2013,10/12/2013 0:00,84,0.004140787,0,3,Royals,-2.285714286,7/21/2013,Royals,22687,65882,2.903953806,43195,1,1,lorde,4,5,6,6,7,9,10,13,19,0.7,90,TRUE
5051,25593,Macklemore,Macklemore,& Ryan Lewis Featuring Wanz,The Heist (Deluxe Edition),Thrift Shop,235,1,2013,3,h,49,41,21,6,1,9/15/2012,2/2/2013 0:00,140,0.00621118,0,3,Thrift Shop,0,9/16/2012,Thrift Shop,11149,38153,3.422100637,27004,0,0,macklemore,3,3,7,8,9,9,9,14,24,1.7,96,TRUE
5053,2629,Baauer,Baauer,,Single,Harlem Shake,196,0,2013,5,h,20,13,8,5,1,3/2/2013,3/2/2013 0:00,0,0.010351967,0,2,Harlem Shake,0,3/3/2013,Harlem Shake,203,102870,506.7487685,102667,0,1,baauer,4,10,98,100,45,39,34,24,21,17.2,1,TRUE
5058,6457,Bruno Mars,Bruno Mars,,Unorthodox Jukebox,When I Was Your Man,213,1,2013,10,h,35,28,16,1,1,12/22/2012,4/20/2013 0:00,119,0.020703934,0,3,When I Was Your Man,-0.5,12/28/2014,When I Was Your Man,8,2919,364.875,2911,0,0,bruno_mars,42,38,47,54,59,56,46,45,46,5,69,TRUE
5059,9188,Daft Punk,Daft Punk,Featuring Pharrell Williams,Random Access Memories,Get Lucky,247,0,2013,11,h,29,28,15,5,2,5/4/2013,6/29/2013 0:00,56,0.022774327,0,3,Get Lucky,-0.714285714,5/5/2013,Get Lucky,101665,293822,2.890099838,192157,1,1,daft_punk,15,18,74,70,55,47,90,96,95,13.2,19,TRUE
5064,18721,Imagine Dragons,Imagine Dragons,,Continued Silence - EP,Radioactive,187,0,2013,16,h,87,63,20,4,3,8/18/2012,7/6/2013 0:00,322,0.033126294,0,3,Radioactive,0.714285714,10/3/2010,Radioactive,50467,68344,1.354231478,17877,0,0,imagine_dragons,4,5,9,9,7,8,8,14,16,1,93,TRUE
5065,18721,Imagine Dragons,Imagine Dragons,,Continued Silence - EP,Radioactive,187,0,2013,16,h,87,63,20,4,3,8/18/2012,7/6/2013 0:00,322,0.033126294,0,3,Radioactive,0.714285714,8/19/2012,Radioactive,13357,21322,1.596316538,7965,1,1,imagine_dragons,4,5,9,9,7,8,8,14,16,1,93,TRUE
5066,18721,Imagine Dragons,Imagine Dragons,,Continued Silence - EP,Radioactive,187,0,2013,16,h,87,63,20,4,3,8/18/2012,7/6/2013 0:00,322,0.033126294,0,3,Radioactive,8.285714286,10/3/2010,Radioactive,50467,68344,1.354231478,17877,1,1,imagine_dragons,4,5,9,9,7,8,8,14,16,1,93,FALSE
5067,18721,Imagine Dragons,Imagine Dragons,,Continued Silence - EP,Radioactive,187,0,2013,16,h,87,63,20,4,3,8/18/2012,7/6/2013 0:00,322,0.033126294,0,3,Radioactive,8.285714286,8/19/2012,Radioactive,13357,21322,1.596316538,7965,0,1,imagine_dragons,4,5,9,9,7,8,8,14,16,1,93,TRUE
5074,273,A Great Big World,A Great Big World,Featuring Christina Aguilera,Is There Anybody Out There?,Say Something,229,0,2013,22,h,26,25,14,6,4,11/23/2013,12/28/2013 0:00,35,0.045548654,0,3,Say Something,3.142857143,11/24/2013,Say Something,730,15443,21.15479452,14713,1,1,a_great_big_world,3,4,20,23,27,49,61,83,96,6.7,16,FALSE
5075,273,A Great Big World,A Great Big World,Featuring Christina Aguilera,Is There Anybody Out There?,Say Something,229,0,2013,22,h,26,25,14,6,4,11/23/2013,12/28/2013 0:00,35,0.045548654,0,3,Say Something,-1.714285714,11/24/2013,Say Something,730,15443,21.15479452,14713,0,0,a_great_big_world,3,4,20,23,27,49,61,83,96,6.7,16,TRUE
5079,11321,Drake,Drake,Featuring Majid Jordan,Nothing Was The Same,"Hold On, We're Going Home",227,0,2013,26,h,33,31,13,1,4,8/24/2013,10/12/2013 0:00,49,0.053830228,0,3,"Hold On, We're Going Home",0.428571429,5/18/2014,"Hold On, We're Going Home",12687,37243,2.935524553,24556,0,0,drake,25,28,31,31,31,33,30,30,51,1.5,21,FALSE
5082,31117,PSY,PSY,,Single,Gentleman,194,0,2013,29,h,15,5,1,1,5,4/27/2013,5/4/2013 0:00,7,0.060041408,0,1,Gentleman,-1,4/28/2013,Gentleman,11840,136558,11.53361486,124718,0,0,psy,7,6,29,100,56,42,31,27,29,19.2,12,TRUE
5085,35902,Swedish House Mafia,Swedish House Mafia,Featuring John Martin,Until Now,Don't You Worry Child,212,0,2013,32,h,33,22,6,3,6,10/6/2012,2/9/2013 0:00,126,0.066252588,0,3,Don't You Worry Child,3.285714286,10/7/2012,Don't You Worry Child,24617,70601,2.867977414,45984,0,1,swedish_house_mafia,51,63,78,75,67,60,59,72,55,4.4,68,TRUE
5086,39776,Ylvis,Ylvis,,Single,The Fox,213,0,2013,33,h,18,9,5,3,6,9/21/2013,10/19/2013 0:00,28,0.068322981,0,2,The Fox,-0.571428571,9/22/2013,The Fox,322,150100,466.1490683,149778,1,1,ylvis,0,0,34,99,100,86,72,77,59,29.9,29,TRUE
5093,23713,Lana Del Rey,Lana Del Rey,,Born To Die,Summertime Sadness,265,0,2013,37,h,23,18,8,1,6,7/27/2013,9/21/2013 0:00,56,0.076604555,0,3,Summertime Sadness,-3.714285714,7/28/2013,Summertime Sadness,107915,79072,0.73272483,-28843,0,0,lana_del_rey,50,54,55,56,59,67,75,79,87,2,72,TRUE
5095,18667,Icona Pop,Icona Pop,Featuring Charli XCX,Iconic - EP,I Love It,157,0,2013,39,h,29,22,8,2,7,2/16/2013,5/18/2013 0:00,91,0.080745342,0,3,I Love It,2,2/17/2013,I Love It,13937,19005,1.363636364,5068,0,0,icona_pop,4,6,21,22,22,22,31,41,49,5.2,69,TRUE
5100,6950,Capital Cities,Capital Cities,,In A Tidal Wave Of Mystery,Safe And Sound,192,0,2013,44,h,43,29,6,1,8,5/18/2013,9/7/2013 0:00,112,0.091097308,0,3,Safe And Sound,-0.285714286,5/19/2013,Safe And Sound,778,1141,1.466580977,363,0,0,capital_cities,14,16,20,23,23,22,29,38,38,2.5,99,TRUE
5101,292,A$AP Rocky,A$AP Rocky,"Featuring Drake, 2 Chainz & Kendrick Lamar",LONG.LIVE.A$AP (Deluxe Version),F**kin Problems,237,1,2013,45,h,27,19,2,1,8,11/17/2012,2/16/2013 0:00,91,0.093167702,0,3,F**kin Problems,0.857142857,11/18/2012,F**kin Problems,2944,3687,1.252377717,743,0,0,a$ap_rocky,32,26,32,37,38,27,33,47,53,2.3,73,FALSE
5104,1943,Ariana Grande,Ariana Grande,Featuring Mac Miller,s,The Way,226,0,2013,47,h,26,24,4,2,9,4/13/2013,6/22/2013 0:00,70,0.097308489,0,3,The Way,1.714285714,4/14/2013,The Way,44545,107789,2.419777753,63244,0,1,ariana_grande,4,5,34,34,27,25,27,34,36,7.5,10,TRUE
5114,27080,Mike Will Made It,Mike Will Made It,"Featuring Miley Cyrus, Wiz Khalifa & Juicy J",s,23,252,0,2013,54,h,23,18,0,1,11,9/28/2013,10/12/2013 0:00,14,0.111801242,0,3,23,-4.214285714,9/29/2013,23,13218,69630,5.267816614,56412,0,1,mike_will_made_it,7,5,25,15,100,58,47,48,35,19.6,70,FALSE
5125,30173,Pentatonix,Pentatonix,,PTXmas,Little Drummer Boy,255,0,2013,65,h,3,1,0,1,13,12/21/2013,12/21/2013 0:00,0,0.134575569,0,0,Little Drummer Boy,5.428571429,12/22/2013,Little Drummer Boy,54410,79127,1.454273112,24717,0,1,pentatonix,36,49,100,81,75,68,36,31,32,11,13,TRUE
5134,11776,Ed Sheeran,Ed Sheeran,,#NAME?,The A Team,258,0,2013,74,h,33,17,0,1,16,7/28/2012,1/12/2013 0:00,168,0.15320911,0,3,The A Team,0.428571429,7/29/2012,The A Team,102912,60279,0.585733442,-42633,0,1,ed_sheeran,16,18,18,17,18,18,19,24,23,0.3,95,TRUE
5140,2510,AWOLNATION,AWOLNATION,,Megalithic Symphony,Sail,259,0,2013,79,h,59,36,0,1,17,2/9/2013,10/12/2013 0:00,245,0.163561077,0,3,Sail,-0.714285714,9/4/2011,Sail,9684,15802,1.631763734,6118,0,0,awolnation,64,64,66,66,73,67,66,89,100,2,89,TRUE
5141,2510,AWOLNATION,AWOLNATION,,Megalithic Symphony,Sail,259,0,2013,79,h,59,36,0,1,17,2/9/2013,10/12/2013 0:00,245,0.163561077,0,3,Sail,-0.714285714,9/4/2011,Sail,9684,15802,1.631763734,6118,0,0,awolnation,64,64,66,66,73,67,66,89,100,2,63,TRUE
5151,25667,Maejor Ali,Maejor Ali,Featuring Juicy J & Justin Bieber,s,Lolly,225,1,2013,89,h,4,1,0,1,19,10/5/2013,10/5/2013 0:00,0,0.18426501,0,1,Lolly,7.714285714,10/6/2013,Lolly,1617,8618,5.329622758,7001,0,0,maejor_ali,0,0,100,37,23,28,18,23,24,8.3,19,TRUE
5152,28721,Of Monsters And Men,Of Monsters And Men,,My Head Is An Animal,Little Talks,266,0,2013,90,h,48,17,0,1,20,4/21/2012,2/16/2013 0:00,301,0.186335404,0,3,Little Talks,-1.714285714,4/22/2012,Little Talks,13780,28551,2.07191582,14771,0,0,of_monsters_and_men,28,31,41,42,37,40,42,40,42,2.9,92,TRUE
5155,32636,Rocko,Rocko,Featuring Future & Rick Ross,Gift Of Gab 2 (Deluxe Edition),U.O.E.N.O.,260,1,2013,93,h,20,10,0,1,20,4/27/2013,8/3/2013 0:00,98,0.192546584,0,2,U.O.E.N.O.,-1.857142857,4/28/2013,U.O.E.N.O.,9337,11883,1.272678591,2546,0,1,rocko,47,59,89,100,95,90,83,85,85,13.7,99,TRUE
5172,31442,Randy Houser,Randy Houser,,How Country Feels,Runnin' Outta Moonlight,193,0,2013,108,h,20,8,0,1,24,5/25/2013,8/17/2013 0:00,84,0.223602484,1,2,Runnin' Outta Moonlight,-2.285714286,5/26/2013,Runnin' Outta Moonlight,1931,2875,1.488865873,944,0,1,randy_houser,56,64,60,66,84,74,83,77,78,5.8,91,FALSE
5177,12672,Emeli Sande,Emeli Sande,,Our Version Of Events,Next To Me,196,0,2013,113,h,20,8,0,1,25,3/9/2013,6/8/2013 0:00,91,0.233954451,1,2,Next To Me,-2.285714286,3/10/2013,Next To Me,1147,1671,1.456843941,524,1,1,emeli_sande,24,25,29,36,39,43,41,43,44,4.1,89,TRUE
5189,15292,Gary Allan,Gary Allan,,s,Every Storm (Runs Out Of Rain),225,0,2013,121,h,20,4,0,1,26,10/20/2012,2/9/2013 0:00,112,0.250517598,1,2,Every Storm (Runs Out Of Rain),0.857142857,10/21/2012,Every Storm (Runs Out Of Rain),3942,5770,1.463723998,1828,0,0,gary_allan,23,23,34,40,41,50,51,67,67,5.3,78,TRUE
5191,39894,Zach Sobiech,Zach Sobiech,,s,Clouds,179,0,2013,123,h,2,1,0,1,26,6/8/2013,6/8/2013 0:00,0,0.254658385,1,0,Clouds,9.428571429,6/9/2013,Clouds,4,20469,5117.25,20465,0,0,zach_sobiech,11,4,100,25,11,7,5,4,3,2.1,26,TRUE
5202,33511,Sage The Gemini,Sage The Gemini,Featuring IamSu,Gas Pedal - EP,Gas Pedal,207,0,2013,133,h,25,11,0,1,29,8/10/2013,9/7/2013 0:00,28,0.275362319,1,3,Gas Pedal,-1.714285714,8/11/2013,Gas Pedal,17,443,26.05882353,426,0,0,sage_the_gemini,25,21,23,22,23,25,29,28,29,-0.3,58,FALSE
5205,38128,Tyler Farr,Tyler Farr,,s,Redneck Crazy,216,0,2013,136,h,20,5,0,1,29,6/15/2013,9/28/2013 0:00,105,0.281573499,1,2,Redneck Crazy,-1.142857143,6/16/2013,Redneck Crazy,1027,1870,1.82083739,843,1,1,tyler_farr,44,47,54,65,64,69,81,99,91,5.8,95,TRUE
5209,6177,Brett Eldredge,Brett Eldredge,,s,Don't Ya,182,0,2013,140,h,20,7,0,1,30,6/8/2013,8/24/2013 0:00,77,0.289855072,1,2,Don't Ya,-1.714285714,6/9/2013,Don't Ya,1463,2339,1.598769651,876,0,0,brett_eldredge,10,11,11,11,11,15,14,18,16,0.2,95,FALSE
5210,34168,Sevyn Streeter,Sevyn Streeter,Featuring Chris Brown,s,It Won't Stop,281,0,2013,141,h,20,4,0,1,30,10/19/2013,12/21/2013 0:00,63,0.291925466,1,2,It Won't Stop,-1.714285714,10/20/2013,It Won't Stop,4153,9412,2.266313508,5259,0,0,sevyn_streeter,29,37,39,58,66,72,75,80,88,9.5,90,TRUE
5213,23568,Krewella,Krewella,,Play Hard - EP,Alive,290,0,2013,144,h,20,4,0,1,32,3/2/2013,5/18/2013 0:00,77,0.298136646,1,2,Alive,-2.857142857,3/3/2013,Alive,13178,19614,1.48838974,6436,0,0,krewella,36,34,39,44,56,63,75,80,93,5,99,TRUE
5224,23646,Labrinth,Labrinth,Featuring Emeli Sande,s,Beneath Your Beautiful,271,0,2013,153,h,14,1,0,1,34,6/8/2013,8/10/2013 0:00,63,0.316770186,1,1,Beneath Your Beautiful,0.571428571,6/9/2013,Beneath Your Beautiful,23463,8529,0.363508503,-14934,0,1,labrinth,19,24,39,30,37,43,45,43,48,4.2,88,TRUE
5228,38007,Trinidad James,Trinidad James,,Don't Be S.A.F.E.,All Gold Everything,187,1,2013,157,h,20,4,0,1,36,12/29/2012,2/16/2013 0:00,49,0.32505176,1,2,All Gold Everything,-2.142857143,12/30/2012,All Gold Everything,798,39647,49.68295739,38849,0,1,trinidad_james,37,54,73,93,90,88,100,87,79,14.5,96,TRUE
5230,29193,Parmalee,Parmalee,,s,Carolina,203,0,2013,159,h,19,1,0,1,36,10/5/2013,12/28/2013 0:00,84,0.329192547,1,2,Carolina,-1.285714286,10/6/2013,Carolina,1083,1536,1.418282548,453,1,1,parmalee,52,54,69,64,70,77,79,89,100,4.6,93,FALSE
