date,PageViews,Artist,search_term,Language
2015-05-26,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-28,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-23,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-22,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-18,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-19,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-14,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-15,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-16,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-31,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-10,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-11,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-17,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-13,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-12,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-30,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-29,0,George Winston (Holiday),George_Winston_(Holiday),en
2015-05-03,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-02,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-01,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-07,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-06,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-05,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-04,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-21,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-20,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-09,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-08,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-25,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-24,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-27,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-26,1,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-28,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-23,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-22,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-18,1,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-19,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-14,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-15,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-16,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-31,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-10,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-11,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-17,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-13,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-12,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-30,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-29,0,Los Diferentes De La Sierra,Los_Diferentes_De_La_Sierra,en
2015-05-03,275,Kat Deluna,Kat_Deluna,en
2015-05-02,327,Kat Deluna,Kat_Deluna,en
2015-05-01,298,Kat Deluna,Kat_Deluna,en
2015-05-07,295,Kat Deluna,Kat_Deluna,en
2015-05-06,300,Kat Deluna,Kat_Deluna,en
2015-05-05,236,Kat Deluna,Kat_Deluna,en
2015-05-04,324,Kat Deluna,Kat_Deluna,en
2015-05-21,238,Kat Deluna,Kat_Deluna,en
2015-05-20,293,Kat Deluna,Kat_Deluna,en
2015-05-09,256,Kat Deluna,Kat_Deluna,en
2015-05-08,275,Kat Deluna,Kat_Deluna,en
2015-05-25,243,Kat Deluna,Kat_Deluna,en
2015-05-24,416,Kat Deluna,Kat_Deluna,en
2015-05-27,282,Kat Deluna,Kat_Deluna,en
2015-05-26,255,Kat Deluna,Kat_Deluna,en
2015-05-28,267,Kat Deluna,Kat_Deluna,en
2015-05-23,222,Kat Deluna,Kat_Deluna,en
2015-05-22,255,Kat Deluna,Kat_Deluna,en
2015-05-18,276,Kat Deluna,Kat_Deluna,en
2015-05-19,307,Kat Deluna,Kat_Deluna,en
2015-05-14,271,Kat Deluna,Kat_Deluna,en
2015-05-15,242,Kat Deluna,Kat_Deluna,en
2015-05-16,225,Kat Deluna,Kat_Deluna,en
2015-05-31,265,Kat Deluna,Kat_Deluna,en
2015-05-10,300,Kat Deluna,Kat_Deluna,en
2015-05-11,301,Kat Deluna,Kat_Deluna,en
2015-05-17,213,Kat Deluna,Kat_Deluna,en
2015-05-13,325,Kat Deluna,Kat_Deluna,en
2015-05-12,231,Kat Deluna,Kat_Deluna,en
2015-05-30,247,Kat Deluna,Kat_Deluna,en
2015-05-29,315,Kat Deluna,Kat_Deluna,en
2015-05-03,557,Rascal Flatts,Rascal_Flatts,en
2015-05-02,477,Rascal Flatts,Rascal_Flatts,en
2015-05-01,725,Rascal Flatts,Rascal_Flatts,en
2015-05-07,537,Rascal Flatts,Rascal_Flatts,en
2015-05-06,529,Rascal Flatts,Rascal_Flatts,en
2015-05-05,562,Rascal Flatts,Rascal_Flatts,en
2015-05-04,550,Rascal Flatts,Rascal_Flatts,en
2015-05-21,532,Rascal Flatts,Rascal_Flatts,en
2015-05-20,591,Rascal Flatts,Rascal_Flatts,en
2015-05-09,431,Rascal Flatts,Rascal_Flatts,en
2015-05-08,527,Rascal Flatts,Rascal_Flatts,en
2015-05-25,459,Rascal Flatts,Rascal_Flatts,en
2015-05-24,770,Rascal Flatts,Rascal_Flatts,en
2015-05-27,569,Rascal Flatts,Rascal_Flatts,en
2015-05-26,466,Rascal Flatts,Rascal_Flatts,en
2015-05-28,1462,Rascal Flatts,Rascal_Flatts,en
2015-05-23,388,Rascal Flatts,Rascal_Flatts,en
2015-05-22,636,Rascal Flatts,Rascal_Flatts,en
2015-05-18,521,Rascal Flatts,Rascal_Flatts,en
2015-05-19,581,Rascal Flatts,Rascal_Flatts,en
2015-05-14,580,Rascal Flatts,Rascal_Flatts,en
2015-05-15,536,Rascal Flatts,Rascal_Flatts,en
2015-05-16,375,Rascal Flatts,Rascal_Flatts,en
2015-05-31,475,Rascal Flatts,Rascal_Flatts,en
2015-05-10,428,Rascal Flatts,Rascal_Flatts,en
2015-05-11,492,Rascal Flatts,Rascal_Flatts,en
2015-05-17,357,Rascal Flatts,Rascal_Flatts,en
2015-05-13,554,Rascal Flatts,Rascal_Flatts,en
2015-05-12,581,Rascal Flatts,Rascal_Flatts,en
2015-05-30,480,Rascal Flatts,Rascal_Flatts,en
2015-05-29,563,Rascal Flatts,Rascal_Flatts,en
2015-05-03,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-02,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-01,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-07,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-06,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-05,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-04,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-21,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-20,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-09,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-08,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-25,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-24,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-27,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-26,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-28,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-23,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-22,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-18,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-19,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-14,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-15,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-16,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-31,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-10,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-11,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-17,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-13,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-12,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-30,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-29,0,Les Miserables (2010 Cast),Les_Miserables_(2010_Cast),en
2015-05-03,0,The Irish Experience,The_Irish_Experience,en
2015-05-02,0,The Irish Experience,The_Irish_Experience,en
2015-05-01,0,The Irish Experience,The_Irish_Experience,en
2015-05-07,0,The Irish Experience,The_Irish_Experience,en
2015-05-06,0,The Irish Experience,The_Irish_Experience,en
2015-05-05,0,The Irish Experience,The_Irish_Experience,en
2015-05-04,0,The Irish Experience,The_Irish_Experience,en
2015-05-21,0,The Irish Experience,The_Irish_Experience,en
2015-05-20,0,The Irish Experience,The_Irish_Experience,en
2015-05-09,0,The Irish Experience,The_Irish_Experience,en
2015-05-08,0,The Irish Experience,The_Irish_Experience,en
2015-05-25,0,The Irish Experience,The_Irish_Experience,en
2015-05-24,0,The Irish Experience,The_Irish_Experience,en
2015-05-27,0,The Irish Experience,The_Irish_Experience,en
2015-05-26,0,The Irish Experience,The_Irish_Experience,en
2015-05-28,0,The Irish Experience,The_Irish_Experience,en
2015-05-23,0,The Irish Experience,The_Irish_Experience,en
2015-05-22,0,The Irish Experience,The_Irish_Experience,en
2015-05-18,0,The Irish Experience,The_Irish_Experience,en
2015-05-19,0,The Irish Experience,The_Irish_Experience,en
2015-05-14,0,The Irish Experience,The_Irish_Experience,en
2015-05-15,0,The Irish Experience,The_Irish_Experience,en
2015-05-16,0,The Irish Experience,The_Irish_Experience,en
2015-05-31,0,The Irish Experience,The_Irish_Experience,en
2015-05-10,0,The Irish Experience,The_Irish_Experience,en
2015-05-11,0,The Irish Experience,The_Irish_Experience,en
2015-05-17,0,The Irish Experience,The_Irish_Experience,en
2015-05-13,0,The Irish Experience,The_Irish_Experience,en
2015-05-12,0,The Irish Experience,The_Irish_Experience,en
2015-05-30,0,The Irish Experience,The_Irish_Experience,en
2015-05-29,0,The Irish Experience,The_Irish_Experience,en
2015-05-03,511,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-02,627,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-01,575,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-07,505,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-06,589,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-05,528,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-04,553,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-21,404,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-20,406,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-09,363,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-08,465,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-25,442,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-24,978,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-27,428,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-26,455,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-28,422,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-23,477,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-22,425,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-18,503,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-19,462,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-14,461,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-15,458,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-16,574,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-31,478,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-10,417,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-11,440,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-17,451,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-13,459,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-12,503,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-30,419,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-29,451,The Righteous Brothers,The_Righteous_Brothers,en
2015-05-03,386,Sevyn Streeter,Sevyn_Streeter,en
2015-05-02,376,Sevyn Streeter,Sevyn_Streeter,en
2015-05-01,499,Sevyn Streeter,Sevyn_Streeter,en
2015-05-07,429,Sevyn Streeter,Sevyn_Streeter,en
2015-05-06,480,Sevyn Streeter,Sevyn_Streeter,en
2015-05-05,461,Sevyn Streeter,Sevyn_Streeter,en
2015-05-04,473,Sevyn Streeter,Sevyn_Streeter,en
2015-05-21,322,Sevyn Streeter,Sevyn_Streeter,en
2015-05-20,313,Sevyn Streeter,Sevyn_Streeter,en
2015-05-09,323,Sevyn Streeter,Sevyn_Streeter,en
2015-05-08,432,Sevyn Streeter,Sevyn_Streeter,en
2015-05-25,310,Sevyn Streeter,Sevyn_Streeter,en
2015-05-24,636,Sevyn Streeter,Sevyn_Streeter,en
2015-05-27,311,Sevyn Streeter,Sevyn_Streeter,en
2015-05-26,345,Sevyn Streeter,Sevyn_Streeter,en
2015-05-28,354,Sevyn Streeter,Sevyn_Streeter,en
2015-05-23,286,Sevyn Streeter,Sevyn_Streeter,en
2015-05-22,327,Sevyn Streeter,Sevyn_Streeter,en
2015-05-18,359,Sevyn Streeter,Sevyn_Streeter,en
2015-05-19,346,Sevyn Streeter,Sevyn_Streeter,en
2015-05-14,360,Sevyn Streeter,Sevyn_Streeter,en
2015-05-15,367,Sevyn Streeter,Sevyn_Streeter,en
2015-05-16,290,Sevyn Streeter,Sevyn_Streeter,en
2015-05-31,232,Sevyn Streeter,Sevyn_Streeter,en
2015-05-10,297,Sevyn Streeter,Sevyn_Streeter,en
2015-05-11,364,Sevyn Streeter,Sevyn_Streeter,en
2015-05-17,310,Sevyn Streeter,Sevyn_Streeter,en
2015-05-13,375,Sevyn Streeter,Sevyn_Streeter,en
2015-05-12,353,Sevyn Streeter,Sevyn_Streeter,en
2015-05-30,252,Sevyn Streeter,Sevyn_Streeter,en
2015-05-29,267,Sevyn Streeter,Sevyn_Streeter,en
2015-05-03,80,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-02,47,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-01,56,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-07,60,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-06,87,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-05,77,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-04,72,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-21,71,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-20,90,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-09,55,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-08,69,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-25,73,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-24,100,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-27,52,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-26,72,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-28,60,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-23,49,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-22,72,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-18,71,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-19,67,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-14,52,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-15,125,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-16,59,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-31,61,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-10,46,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-11,92,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-17,56,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-13,78,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-12,98,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-30,68,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-29,66,Patrick O'Hearn,Patrick_O'Hearn,en
2015-05-03,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-02,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-01,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-07,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-06,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-05,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-04,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-21,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-20,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-09,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-08,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-25,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-24,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-27,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-26,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-28,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-23,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-22,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-18,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-19,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-14,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-15,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-16,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-31,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-10,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-11,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-17,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-13,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-12,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-30,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-29,0,Avenue Q: Original Broadway Cast,Avenue_Q:_Original_Broadway_Cast,en
2015-05-03,0,La Dinastia,La_Dinastia,en
2015-05-02,0,La Dinastia,La_Dinastia,en
2015-05-01,0,La Dinastia,La_Dinastia,en
2015-05-07,0,La Dinastia,La_Dinastia,en
2015-05-06,0,La Dinastia,La_Dinastia,en
2015-05-05,0,La Dinastia,La_Dinastia,en
2015-05-04,0,La Dinastia,La_Dinastia,en
2015-05-21,0,La Dinastia,La_Dinastia,en
2015-05-20,0,La Dinastia,La_Dinastia,en
2015-05-09,0,La Dinastia,La_Dinastia,en
2015-05-08,0,La Dinastia,La_Dinastia,en
2015-05-25,0,La Dinastia,La_Dinastia,en
2015-05-24,0,La Dinastia,La_Dinastia,en
2015-05-27,0,La Dinastia,La_Dinastia,en
2015-05-26,0,La Dinastia,La_Dinastia,en
2015-05-28,0,La Dinastia,La_Dinastia,en
2015-05-23,0,La Dinastia,La_Dinastia,en
2015-05-22,0,La Dinastia,La_Dinastia,en
2015-05-18,0,La Dinastia,La_Dinastia,en
2015-05-19,0,La Dinastia,La_Dinastia,en
2015-05-14,0,La Dinastia,La_Dinastia,en
2015-05-15,0,La Dinastia,La_Dinastia,en
2015-05-16,0,La Dinastia,La_Dinastia,en
2015-05-31,0,La Dinastia,La_Dinastia,en
2015-05-10,0,La Dinastia,La_Dinastia,en
2015-05-11,0,La Dinastia,La_Dinastia,en
2015-05-17,0,La Dinastia,La_Dinastia,en
2015-05-13,0,La Dinastia,La_Dinastia,en
2015-05-12,0,La Dinastia,La_Dinastia,en
2015-05-30,0,La Dinastia,La_Dinastia,en
2015-05-29,0,La Dinastia,La_Dinastia,en
2015-05-03,21,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-02,22,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-01,16,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-07,17,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-06,21,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-05,21,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-04,23,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-21,25,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-20,27,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-09,19,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-08,14,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-25,18,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-24,30,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-27,17,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-26,20,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-28,25,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-23,20,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-22,31,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-18,21,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-19,24,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-14,18,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-15,23,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-16,20,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-31,22,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-10,20,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-11,18,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-17,30,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-13,30,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-12,25,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-30,15,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-29,17,Dexy's Midnight Runners,Dexy's_Midnight_Runners,en
2015-05-03,2,Yasmine,Yasmine,en
2015-05-02,5,Yasmine,Yasmine,en
2015-05-01,6,Yasmine,Yasmine,en
2015-05-07,6,Yasmine,Yasmine,en
2015-05-06,5,Yasmine,Yasmine,en
2015-05-05,2,Yasmine,Yasmine,en
2015-05-04,7,Yasmine,Yasmine,en
2015-05-21,9,Yasmine,Yasmine,en
2015-05-20,4,Yasmine,Yasmine,en
2015-05-09,3,Yasmine,Yasmine,en
2015-05-08,8,Yasmine,Yasmine,en
2015-05-25,7,Yasmine,Yasmine,en
2015-05-24,6,Yasmine,Yasmine,en
2015-05-27,3,Yasmine,Yasmine,en
2015-05-26,2,Yasmine,Yasmine,en
2015-05-28,5,Yasmine,Yasmine,en
2015-05-23,3,Yasmine,Yasmine,en
2015-05-22,6,Yasmine,Yasmine,en
2015-05-18,6,Yasmine,Yasmine,en
2015-05-19,2,Yasmine,Yasmine,en
2015-05-14,9,Yasmine,Yasmine,en
2015-05-15,2,Yasmine,Yasmine,en
2015-05-16,4,Yasmine,Yasmine,en
2015-05-31,4,Yasmine,Yasmine,en
2015-05-10,3,Yasmine,Yasmine,en
2015-05-11,3,Yasmine,Yasmine,en
2015-05-17,3,Yasmine,Yasmine,en
2015-05-13,4,Yasmine,Yasmine,en
2015-05-12,4,Yasmine,Yasmine,en
2015-05-30,3,Yasmine,Yasmine,en
2015-05-29,3,Yasmine,Yasmine,en
2015-05-03,292,Sevendust,Sevendust,en
2015-05-02,278,Sevendust,Sevendust,en
2015-05-01,361,Sevendust,Sevendust,en
2015-05-07,313,Sevendust,Sevendust,en
2015-05-06,349,Sevendust,Sevendust,en
2015-05-05,316,Sevendust,Sevendust,en
2015-05-04,328,Sevendust,Sevendust,en
2015-05-21,357,Sevendust,Sevendust,en
2015-05-20,351,Sevendust,Sevendust,en
2015-05-09,287,Sevendust,Sevendust,en
2015-05-08,398,Sevendust,Sevendust,en
2015-05-25,328,Sevendust,Sevendust,en
2015-05-24,544,Sevendust,Sevendust,en
2015-05-27,381,Sevendust,Sevendust,en
2015-05-26,378,Sevendust,Sevendust,en
2015-05-28,405,Sevendust,Sevendust,en
2015-05-23,310,Sevendust,Sevendust,en
2015-05-22,344,Sevendust,Sevendust,en
2015-05-18,371,Sevendust,Sevendust,en
2015-05-19,383,Sevendust,Sevendust,en
2015-05-14,345,Sevendust,Sevendust,en
2015-05-15,334,Sevendust,Sevendust,en
2015-05-16,279,Sevendust,Sevendust,en
2015-05-31,265,Sevendust,Sevendust,en
2015-05-10,318,Sevendust,Sevendust,en
2015-05-11,327,Sevendust,Sevendust,en
2015-05-17,263,Sevendust,Sevendust,en
2015-05-13,375,Sevendust,Sevendust,en
2015-05-12,384,Sevendust,Sevendust,en
2015-05-30,313,Sevendust,Sevendust,en
2015-05-29,378,Sevendust,Sevendust,en
2015-05-03,0,Eastern Sun And John Kelley,Eastern_Sun_And_John_Kelley,en
2015-05-02,0,Eastern Sun And John Kelley,Eastern_Sun_And_John_Kelley,en
