artist_name	id
Afel Bocoum	16220125
Bodeans	88661826
Bodycode	105405770
Jim Boggia	94076175
Suzy Bogguss	93511226
Arrigo Boito	103856038
Bokoor Band	15812292
William Bolcom	15287558
Buddy Bolden	17260404
Bole 2 Harlem	15396732
Stefano Bollani	15326677
Bomba Estereo	121272357
Bombino	135540293
Bon Iver	18073513
Bon Jovi	92549232
Bon Savants	15396861
Joe Bonamassa	111755712
Adrian Bond	91246426
Carrie Jacobs Bond	112348434
Lou Bond	102799655
A.A. Bondy	87854816
Richard Bone	17084016
Boney James	15406067
Luiz Bonfa	16147047
Bonnie "Prince" Billy	15287649
Bono	15289501
Bonzo Dog Band	17078594
Boogaloo Combo	95487383
Boogie	400146998
Booker T. & the MG's	15127458
Booker T.	104820371
Benjamin Booker	333562077
James Booker	15181298
Azeda Booth	93303813
Lô Borges	95667896
Sarah Borges	94564424
Boris	129602248
Boris Garcia	14999272
Born Ruffians	17078543
Alexander Borodin	91661604
Olga Borodina	91709043
Borromeo String Quartet	104406286
Bostich & Fussible	129426419
Boston Cecilia	98133303
Boston Early Music Festival Orchestra	91163104
Boston Pops Orchestra	128264787
Boston Symphony Orchestra	15937109
Ian Bostridge	16002395
Botanist	140123659
The Bothy Band	101940768
The Bots	239718803
The Botticellis	90543077
The Bottle Rockets	126372422
Boubacar Traore	15586223
Pierre Boulez	15289724
John Boutte	17445665
Bowerbirds	15809544
David Bowie	15289962
Lester Bowie	15190586
The Boxer Rebellion	101184489
BOY (duo)	420710193
Douglas Boyd	15329400
Joe Boyd	16526273
Ronnie Boykins	126559380
Boyz II Men	16256057
Carla Bozulich	17088358
Br549	15405009
Michiel Braam	15291120
Joanne Brackeen	96915295
Brad Mehldau	14999787
Bobby Braddock	129551030
Charles Bradley	175953068
Dale Ann Bradley	106420665
Ruby Braff/Dick Hyman	92268609
Billy Bragg	15291178
Anouar Brahem	15291659
Johannes Brahms	15033230
Braid	310706653
Brainstorm	171819239
The Brakes	92432997
Randall Bramblett	96038531
Doyle Bramhall	15974561
Cristina Branco	15400186
The Brand New Heavies	15399261
Brand Nubian	152442969
Brandi Carlile	14994052
Brass Bed	171818679
Anthony Braxton	15292667
Toni Braxton	15292781
Brazilian Girls	15398109
Brazzaville	15235848
Breakestra	114084132
Les Breastfeeders	15189429
Lenny Breau	16122777
Bertolt Brecht	15294092
Brecker Bros.	15395218
Michael Brecker	15291907
Randy Brecker	15291397
The Breeders	89481044
Johnny Bregar	15397030
Kevin Breit	15863242
David Breitman	88783762
Alfred Brendel	16040254
Jackie Brenston	17085204
Brett Dennen	14963321
Willem Breuker	128819603
Christine Brewer	129037440
The Pimps of Joytime	16171599
Brian Wilson	14999155
Edie Brickell	17088048
Jeff Bridges	138949410
Dee Dee Bridgewater	15296069
Anne Briggs	16334580
Bright Eyes	15189641
Brightblack Morning Light	94229171
Brighton Port Authority	100056714
British Sea Power	89444880
Federico Britos	126285656
Benjamin Britten	91351892
Broadcast	392092926
Heather Woods Broderick	401217372
Tod Brody	106850590
Broken Bells	122220877
Broken Social Scene	15220123
Brokenkites	90113047
David Bromberg	15044757
Broncho	329872271
Yefim Bronfman	92640666
Michael Brook	15399006
Jonatha Brooke	14958200
Brooklyn Qawwali Party	99737156
Brooklyn Rider	99359417
Bob Brookmeyer	90468331
Lonnie Brooks	105526638
Patricia Brooks	18417585
Bobby Broom	89921841
Tom Brosseau	15129253
Brother Ali	15161966
Brothers and Sisters	95338377
Peter Brotzmann	102509975
Marc Broussard	14964645
Jason Brouwer	17081968
Brown Bird	300235216
Anthony Brown	95438063
Chuck Brown	15297469
Clarence "Gatemouth" Brown	15305711
Clifford Brown	15321785
Danny Brown	228095350
Dennis Brown	126219822
Greg Brown	15297750
James Brown	15316566
Maurice Brown	132633253
Michael Jerome Brown	17086176
Norman Brown	15406003
Oscar Brown, Jr.	15316774
Paul Brown	15403672
Phil Brown	15293036
Rachel Taylor Brown	90485511
Ray Brown	101028758
Sleepy Brown	15317077
V.V. Brown	126222465
Jackson Browne	16525213
Lawrence Brownlee	15000189
Carrie Brownstein	16702179
The Bob Brozman Orchestra	17076500
Brubeck Brothers	112341525
Anton Bruckner	91476244
Measha Brueggergosman	18667678
Philip Brunelle	17181887
The Brunettes	15730913
Carla Bruni	87801457
Stephen Bruton	104194663
Ray Bryant	139027337
Shelby Bryant	88664493
Gavin Bryars	89127093
Soren Bryce	419251597
Clarence Bucaro	105348733
Paul Buchanan	422872557
Rudolf Buchbinder	99963736
Lindsey Buckingham	15397689
Jeff Buckley	15316443
Tim Buckley	113126404
Richard Buckner	95559368
Buckwheat Zydeco	103674400
Harold Budd	16147050
Buddy Guy	15117655
Buena Vista Social Club	15638696
Descemer Bueno	15394964
Buffalo Tom	112508561
Peter Buffett	126977610
Jake Bugg	250227182
Concha Buika	96870602
The Builders and the Butchers	105820763
Built to Spill	15187453
Joost Buis	130154319
Buke and Gase	131761815
Basia Bulat	19341677
Bun B	90625515
John Bunch	113829994
Vashti Bunyan	16116917
Paul Burch And The WPA Ballclub	106975248
Paata Burchuladze	87777589
Eric Burdon	15400298
Burial	17317759
Solomon Burke	15318347
Geoffrey Burleson	94560186
T-Bone Burnett	15171857
Burning Spear	15402838
R.L. Burnside	15319523
Dave Burrell	15319791
Kenny Burrell	15320513
Gary Burton	16320551
Bus People Express	95487377
Birdie Busch	15006321
Kate Bush	15402621
Sam Bush	128824701
Joe Bussard	17087934
John Bustine	15394462
Henry Butler	90187253
John Butler	14963695
Richard Butler	15399672
Buttercup	15187059
The Paul Butterfield Blues Band	104003951
Buzzcocks	15786705
Chris Byars	89809592
Carlos "Don" Byas	15295547
William Byrd	91682940
The Byrds	15786738
David Byrne	15320822
Don Byron	15322181
Cachao	88959352
Café Tacuba	173425397
John Cage	91576532
Sera Cahoone	15328215
Uri Caine	15889395
Cake	15322847
Tego Calderón	185811969
Bobby Caldwell	15403895
Charles Caldwell	16161325
J.J. Cale	15323598
John Cale	17090462
Calexico	15319324
Califone	17089164
California Guitar Trio	14984304
Calla	15190051
Bill Callahan	17166030
Maria Callas	14861300
Ann Hampton Callaway	15050760
Calle 13	129175495
Joseph Calleja	129156156
Callmekat	138156866
Cab Calloway	17408368
Anna Calvi	134297844
Calypso Rose	101056404
Juldeh Camara	106106941
Camera Obscura	15292161
Camerata Nordica	15906029
Michel Camilo	15032394
The Campbell Brothers	14967076
Glen Campbell	93589677
Isobel Campbell	15396904
Camper Van Beethoven	15397901
Los Campesinos	89998719
Canadian Brass	153701310
Candy Band	16888448
Candy Bars	17080937
Candy Claws	130400531
Brendan Canning	92996213
Cantinero	15404519
Cantus	17022262
Capercaillie	17087481
Capitol Steps	16167606
Vinicio Capossela	18422623
Rufus Cappadocia	89816720
Brian Capps	16117214
Captain Black Big Band	142895515
Caravan Palace	129474510
The Caravans	15397927
Angelina Carberry	92996219
Carbon/Silicon	18510389
Alexis Cardenas	15906032
Mariah Carey	15324690
S. Carey	135111458
Caribou	15735606
Hayes Carll	89481047
Hoagy Carmichael	15325330
Giuliano Carmignola	91425862
Harry Carney	135351053
Carolina Chocolate Drops	99046725
Caroline	17080377
Brian Carpenter	135173014
Cameron Carpenter	96095190
Mary Chapin Carpenter	14960193
Leroy Carr	17090796
Tony Carreira	16527411
Terri Lyne Carrington	101472592
Barbara Carroll	15326355
Bud Carroll	126421482
Bill Carrothers	140589341
Cartel de Santa	15401665
Benny Carter	16016433
Betty Carter	93579473
Deana Carter	15325315
Elliott Carter	91330499
Regina Carter	15237513
Ron Carter	15032659
Eliza Carthy	91839897
Martin Carthy & Dave Swarbrick	16522186
Enrico Caruso	17085987
Caitlin Cary	14961438
Neko Case	14950679
Peter Case	15730350
Karan Casey	128188212
Paddy Casey	88081365
Johnny Cash	15165794
June Carter Cash	15301050
Rosanne Cash	15009017
Cindy Cashdollar	16162591
Eva Cassidy	15358017
Edmar Castaneda	101203004
Nick Castro and the Young Elders	17079942
Charles Castronovo	15591967
Cat Power	15329979
Daniel Catan	91315658
Felix Cavaliere	94110799
The Cave Singers	16285382
Nick Cave	15358839
Cavedoll	90285784
Caveman	149991699
Cayetana	357821543
Cayucas	176040901
Paul Cebar	15359447
Andrew Cedermark	133111547
Cee-Lo	15359915
Celestial Shore	239239570
Celtic Fiddle Festival	15459573
Celtic Frost	325810489
Central Services	94551679
Centro-Matic	15122348
Cephas & Wiggins	101484435
CeU	15362794
Emmanuel Chabrier	126386037
Eugene Chadbourne	15363206
Riccardo Chailly	121071221
Chairlift	96822281
Chaise Lounge	112997740
Claude Chalhoub	15363303
Feodor Chaliapin	100587019
Chambao	96951407
The Chamber Strings	15167441
Don Chambers & GOAT	94522890
Gordon Chambers	15402633
Kasey Chambers	15366598
Paul Chambers	16074315
Chamillionaire	15291412
Cecile Chaminade	91196410
Chance the Rapper	250215344
Chancha Via Circuito	137526543
Sheila Chandra	15367164
Sarah Chang	17022253
The Changes	15397003
Chanticleer	15361528
Manu Chao	16112744
Enrico Chapela	111419311
Chapi y Lorenta, Ruperto	18791279
Charlie Chaplin	106480566
Beth Nielsen Chapman	15404769
Topsy Chapman	17445668
Tracy Chapman	95782521
Chappo	412306044
Marie-Claude Chappuis	128696419
Character	16148138
Charanga Cakewalk	15183221
Bill Charlap	15343365
The Charlatans UK	15399373
Charlemagne	16215162
Charles Tolliver	19237774
Bobby Charles	150962003
Ray Charles	14951033
Charli XCX	370400904
Charlie Louvin	15342972
Boozoo Chavis	111793741
Cheap Trick	15396889
Doc Cheatham	94930761
Cheer-Accident	138960484
The Chemical Brothers	127478284
Ray Chen	165499735
Eric Chenaux	91478997
Angela Cheng	16013920
Gloria Cheng	100462889
Neneh Cherry	154570682
Cherryholmes	15402085
Luigi Cherubini	106547758
Kenny Chesney	130105729
Cody Chesnutt	90386077
Vic Chesnutt	15379433
Leonard Chess	15378516
Phil Chess	15378519
Cyrus Chestnut	15039966
Giovanni De Chiaro	17083306
Chicago Symphony Orchestra	91330502
Chicha Libre	91497556
The Chieftains	15401727
Childbirth	420910289
Billy Childs	93829043
Alex Chilton	97268222
Chin's Calypso Sextet	16353120
The Chipmunks	15397481
Stella Chiweshe	15606823
Chiwoniso	95610520
Choc Quib Town	125350394
Choir of Young Believers	111659438
Chopteeth	99011032
Choro Ensemble	88102553
Chris & Thomas	15128754
Christian Mistress	127369752
Charlie Christian	15380848
Evan Christopher	98829555
Chromeo	129584407
Chulo	134429586
Chumped	396789618
Eric Church	15397601
Chvrches	223376867
Cibelle	17080738
Gabriella Cilmi	103408257
Cincinnati Pops Orchestra	16772724
Peter Cincotti	15404816
The Cinematic Orchestra	15394153
Patrizia Ciofi	17468411
Circle Takes the Square	139781256
Circuit Des Yeux	376956244
Circulatory System	16213403
Ba Cissoko	15713570
Citay	23255288
Citizen Cope	16152995
The Civil Wars	137227339
Charmaine Clamor	16160310
Clap Your Hands Say Yeah	15189626
Eric Clapton	15381813
Clare & the Reasons	92743897
Brandy Clark	245946317
Gary Clark Jr.	163234873
Guy Clark	15398050
Sonny Clark	99797828
Karen Clark-Sheard	15623110
Stanley Clarke	15879182
William Clarke	104003954
Kelly Clarkson	91208383
The Clash	15394716
Claudia Acuña	104820135
Claudia Quintet	126612283
Pedro Soler and Gaspar Claus	152287378
William Claxton	95827789
Les Claypool	15398290
Jeff Clayton	90720415
Clearlake	15189769
Eddy Clearwater	91428597
Jon Cleary & the Absolute Monster Gentlemen	96812627
Slaid Cleaves	112067537
Clem Snide	15356344
Benjamin Clementine	425410815
Cleveland Orchestra	88478440
Van Cliburn	87774853
Jimmy Cliff	15382889
Alex Cline	100725187
Nels Cline	96514349
Patsy Cline	15396529
George Clinton	15163941
Clipse	15440645
Rosemary Clooney	97743054
Clothesline Revival	15399191
Cloud Cult	88413125
The Cloud Room	16129372
The Clutters	15395255
Coalesce	141574756
Stephen Coates	16526396
Arnett Cobb	91587164
Bruce Cockburn	15334972
Thad Cockrell	14961435
Coconut Records	121411079
CocoRosie	16161834
Code Orange Kids	161583979
Codetalkers	15399033
David Allan Coe	15197132
Dennis Coffey	15737263
Anat Cohen	15384147
Avishai Cohen	15392676
Avishai Cohen	137246879
Erran Baron Cohen	98444838
Leonard Cohen	15392685
Marc Cohn	14948971
Kelan Philip Cohran	166018441
Cold Specks	154526032
Cold War Kids	14963689
Coldplay	15052810
Henry Cole	154034677
Holly Cole	88477740
J. Cole	397293070
Nat King Cole	15392890
Natalie Cole	15396919
Ornette Coleman	15393592
Steve Coleman	129299340
Javier Colina	95186355
Collective Soul	420586349
Jason Collett	17082311
Buddy Collette	15343789
Scott Colley	127601413
Bootsy Collins	15293039
Edwyn Collins	135346115
Judy Collins	111484985
City and Colour	92551793
Jessi Colter	15401773
Alice Coltrane	15394451
John Coltrane	15394783
Ravi Coltrane	15397233
Shawn Colvin	15397977
Carolina Comacho	392887722
Comets on Fire	15332416
Commander Cody and His Lost Planet Airmen	125233126
Common Market	15331134
Common	15403758
Compay Segundo	95431374
Comus	96233117
Vienna State Opera	102398259
The Concretes	15788386
Jose Conde	16440165
Eddie Condon	17092364
John Congleton	354302402
Harry Connick Jr.	15399047
Chris Connor	104782222
Carmen Consoli	15397887
The Constantines	17093568
Natalia Contesse	140097786
Convergence	17791744
Connie Converse	103455825
Frederick Shepherd Converse	15629304
Elizabeth Cook	16525818
Will Marion Cook	16299090
Sam Cooke	15402012
The Cookies	16118782
The Cool Kids	97910442
Rita Coolidge	15403506
Alice Cooper	15403639
Imogen Cooper	89534991
Shemekia Copeland	15402907
Aaron Copland	15404219
The Cops	18412436
Chick Corea	15159427
Arcangelo Corelli	89116892
John Corigliano	91349748
Cormorant	140505294
Corneille	102301658
Cornershop	16247489
Amy Correia	16160420
The Corrs	15773345
Lula Cortes	93395442
Frankie Cosmos	342428919
Nikka Costa	97197832
Elvis Costello	15045892
The Cotton Jones Basket Ride	100146644
Danielia Cotton	90727872
James Cotton	15368959
Jonathan Coulton	16288229
Counting Crows	18777263
The Coup	15168672
François Couperin	91703670
The Court & Spark	15788609
Christina Courtin	104799546
Rose Cousins	98687497
Don Covay	15662669
Ralph Covert	15411025
The Cowboy Junkies	15395342
Cowboy Troy	15403743
Deborah Cox	16882523
Graham Coxon	15396799
Coyote Bones	15395280
Cracker	15001205
Sarah Cracknell	412329851
The Cramps	17079019
The Cranberries	147196091
Richard Crandell	98953834
Hank Crawford	99567527
Randy Crawford	15396345
Robert Cray	15394417
Crazy Frog	422872639
Cream	16158911
Create!	16779949
Creedence Clearwater Revisited	94630542
Creole Choir of Cuba	146281191
Marilyn Crispell	15453239
Crooked Fingers	96259206
Crooked Still	17080091
Steve Cropper	94110796
Bing Crosby	15182601
David Crosby	15396847
Crosby, Stills & Nash	104401754
Crosby, Stills, Nash & Young	16528067
Andrae Crouch	15399414
Crowded House	14952170
George Crumb	92042517
Robert Crumb	16216729
The Crusaders	15788751
Celia Cruz	114177031
Crying	360076941
Crystal Stilts	99950761
Css	16524399
Joe Cuba	101140901
The Cuban Cowboys	15283257
Jamie Cullum	14864362
Cults	137318778
Culture	15412818
Culver City Dub Collective	15459244
John Cunningham	17086557
Cupid	105843221
The Cure	15790060
Current 93	16779955
Paul Curreri	125518354
Cut Chemist	15713423
Cut Hands	147739579
Cynic	114237723
Cypress Hill	15348136
Anthony D'Amato	339885071
D'Angelo	370926966
Chuck D	15439439
Da Brat	15413447
Daara J	15403885
Daft Punk	15414420
Albert Dailey	142523505
Daimh	17087553
Dakah Hip Hop Orchestra	15404758
Dala	111394862
Dale Earnhardt Jr. Jr.	137318477
Dale Warland Singers	17456642
Dick Dale	15395314
Dalek	16524801
Karen Dalton	15202952
Dame Shirley Bassey	88186965
Tadd Dameron	133900281
The Damnwells	95293972
Damon & Naomi	16147044
Damone	15398150
Michael Dean Damron & Thee Loyal Bastards	88745705
Dan Deacon	14856501
Dana Dane	103217485
Dana Falconberry	203315202
Evan Dando	14987647
The Dandy Warhols	17088032
Andrew D'Angelo	113277818
Danger Mouse	15359912
Fyfe Dangerfield	125855691
Daniel Barski	16263625
Drew Daniel	130247306
Daniela Schaechter	90096080
David Daniels	15418284
Dappled Cities	16109056
Olu Dara	15367902
Darcy James Argue	103816068
Daredevil Christopher Wright	162787219
Corey Dargel	96284317
Bobby Darin	114178030
Dark Meat	112118592
Darkstar	130041806
David Darling	15806107
Darondo	15120180
Das Racist	136617651
Bhagavan Das	16247077
Krishna Das	16330745
Dashboard Confessional	16363123
Michael Daugherty	204850535
Daughter	183661969
Dave Brubeck	15156676
Michael Daves	137228177
David Bazan	15166062
Hal David	126386486
Dave Davies	17081373
Peter Maxwell Davies	111622015
Ray Davies	15396817
Davila 666	144875823
Andy Davis	93030333
Betty Davis	15166353
Colin Davis	104016017
Reverend Gary Davis	15421498
Guy Davis	15399407
Miles Davis	15368370
Sammy Davis, Jr.	15191560
Dawes	113932444
Kimya Dawson	16161322
Doris Day	149392765
Spencer Day	103931382
The dB's	15397454
Ddt	18752515
De La Soul	15393368
Caithlin De Marrais	144630373
De-Phazz	89939623
Dead Combo	17077076
Dead Confederate	25309288
Dead Kennedys	97268225
Dead Man's Bones	112882305
Dead Prez	15393751
Dead Trees	97303284
The Dead Weather	103294315
Deadboy & the Elephantmen	15401794
The Deadly Syndrome	17361235
Deadman	17085448
Deafheaven	142890332
Dean & Britta	15306377
Brett Dean	97551068
Dear Leader	15701124
Matthew Dear	15731281
Blossom Dearie	15438724
The Dears	14987650
Death Cab for Cutie	15163859
Death Grips	163347773
Death [Metal]	143549388
Death	100333731
Deathspell Omega	132371864
John Debney	15404501
Debo Band	152746104
Claude Debussy	15051604
Deceased	137063007
The Decemberists	15189635
Deep Blue Organ Trio	140139064
Deep Purple	91919509
Deer Tick	15773271
Deerhoof	16131382
Deerhunter	96823037
Defeater	142213368
Joey DeFrancesco	18958749
Stephane Degout	15559832
Jack DeJohnette	15124740
Desmond Dekker	15444788
Lana Del Rey	145913023
Los del Rio	105843215
Lea DeLaria	15404477
Isaac Delgado	129636456
The Delgados	15790896
Delicate Steve	151517407
Grey DeLisle	16129361
Frederick Delius	91655277
Carlos del Junco Band	104003961
Alfred Deller	15454480
Kris Delmhorst	15397532
Delta 5	17080622
Delta Rae	162217488
Delta Spirit	91839891
Deltron 3030	225718112
Rocco Deluca and the Burden	17081209
Demdike Stare	137108120
Iris DeMent	162632338
Demitasse	392891593
Dena DeRose	16739824
Jesse Denatale	15399154
Dengue Fever	15402790
Moe Denham	15459355
Jeremy Denk	148914270
Donnacha Dennehy	137108783
Sandy Denny	17078367
John Denver	15461169
Department of Eagles	94640959
Dept. of Good and Evil	17177148
Depeche Mode	15401876
Will Derryberry	423825817
Dervish	98525714
Sugar Pie DeSanto	128845623
Desaparecidos	401216768
Tony DeSare	15396586
Zooey Deschanel	89148214
Jackie DeShannon	127541820
Paul Desmond	16004330
Alexandre Desplat	15396489
Dessa	124494244
Natalie Dessay	15506239
Destroyer	137318875
Krista Detor	93183889
The Detroit Cobras	15193197
Devastations	89680616
Raheem DeVaughn	18496042
Devics	17092760
The Devil Makes Three	137221759
Devo	15510458
Devon Sproule	15147633
DeVotchKa	15395310
Brian Dewan	96382113
Al di Meola	137245715
Toumani Diabate	15182389
Cucu Diamantes	104726142
Diamond Rugs	154135722
David Diamond	16023969
Neil Diamond	15402499
Diane Coffee	305636098
Alela Diane	101629546
Dianne Reeves	15297431
Madi diaz	17101001
Miguel "Anga" Diaz	15182714
Manu Dibango	97554512
Tina Dico	15399982
Bo Diddley	15162138
Diddy	15397673
Joyce DiDonato	16004057
Die Knodel	17084136
Digable Planets	15659839
Marie Digby	90136154
J. DiMenna	17078951
Chris Dingman	147354067
Simone Dinnerstein	17022250
Dinosaur Jr.	14963581
Dion	15402133
Wasis Diop	15586712
Dios	16214523
Diplo	15586761
The Dirtbombs	90133195
The Dirty Dozen Brass Band	15398237
Dirty Projectors	15735067
Dirty Three	17086542
Dirty Vegas	120188441
Disclosure	187497419
Disco Biscuits	14963623
The Dismemberment Plan	158697873
Dispirit	132313439
La Dispute	139856298
The Ditty Bops	14952223
Dixie Chicks	15399450
The Dixie Cups	15791204
Floyd Dixon	15587450
Gabe Dixon Band	15399526
Dizzee Rascal	17089006
DJ Babu	15713415
DJ Rekha	19098001
DJ Shadow	15587632
Django Django	157241499
Dntel	16521748
Do Make Say Think	16522583
Sasha Dobson	15397504
Dr. Dre	15594870
Doctor Dread	15604871
Dr. Octagon	15398060
Does It Offend You, Yeah?	90479487
Julie Doiron	103317723
Thomas Dolby	15588544
The Dollyrots	101668076
Dolorean	15396277
Eric Dolphy	15404201
Placido Domingo	15442924
The Domino Kings	16117211
Fats Domino	15588686
Lou Donaldson	169149390
Helen Donath	15559840
David Dondero	15589540
Gaetano Donizetti	17479222
The Donkeys	93257371
The Donnas	15404647
Donovan	15396560
Melinda Doolittle	100139694
The Doors	15446942
Avner Dorman	101893911
Joel Dorn	17778102
Coates, Dorothy Love & the Original Gospel Harmonettes	246753391
Lee Dorsey	112557114
Thomas Dorsey	15590494
Luke Doucet	94762211
Mike Doughty	15403943
Dave Douglas	17972185
Jerry Douglas	15192942
K.C. Douglas	92529009
Doveman	16109579
Connie Dover	102179297
Doves	15403921
John Dowland	15594762
Edward Downes	106600168
Will Downing	16117710
Lila Downs	15397611
Elizabeth Doyle	91234420
John Doyle	101940764
Lamont Dozier	15405944
Dr. Dog	15291938
Dr. John	14987602
Dragged Into Sunlight	179269497
Drake	250250872
Nick Drake	15242185
The Dream Jam Band	16888460
Dreamend	93941363
The Dresden Dolls	15342809
Dressy Bessy	15392782
Kevin Drew	15183337
Jorge Drexler	15199041
Drink Me	16118162
DRINKS	407934738
Driphouse	132313216
Drive-By Truckers	15399002
Minnie Driver	14952306
Paquito D'Rivera	15698252
Dromedary	16247486
Dropdead	137029195
Dropkick Murphys	127219709
Stanley Drucker	104798997
Drudkh	145457422
Drugs of Faith	133660190
The Dry Spells	105115974
Dry the River	149238298
Dub Colossus	95515655
Gustavo Dudamel	15329418
Duffy	90400561
The Duhks	14896326
The Duke & the King	113242548
Duke Spirit	15369153
Doris Duke	16523831
George Duke	15597402
Matt Duke	15000111
Judy Dunaway	17079580
Duncan Sheik	15662930
Todd Duncan	15597626
Dungeon Family	15791719
Nicolai Dunger	15400106
Shayna Dunkelman	130247309
David Dunn	88101009
Kyle Bobby Dunn	135418610
Duran Duran	16256054
Liz Durrett	17092545
Maurice Duruflé	129106305
Ian Dury	97554515
Charles Dutoit	15459653
Antje Duvekot	15334966
Thomas Dybdahl	15363570
Omar Kent Dykes	15373142
Bob Dylan	15193203
Jakob Dylan	16523435
Dymaxion Quartet	134369281
Dyme Def	17530048
Dynah	15292540
E-40	137109578
Sheila E.	346366623
Eagles of Death Metal	15404735
Fred Eaglesmith	128511841
Snooks Eaglin	100877591
Eagulls	239208986
Charles Earland	16372635
Justin Townes Earle	89955985
Steve Earle	18146884
The Earlies	17082441
Earlimart	93502373
Earth	86467288
Earth, Wind & Fire	15402896
East of the Wall	143549378
East of Underground	95487380
The East Village Opera Company	15399640
Tim Easton	15005176
Easy Star All-Stars	15397855
Fred Ebb	15836777
Ebene Quartet	129377200
Andrea Echeverri	15401702
Harry "Sweets" Edison	92812897
Kat Edmonson	150833377
Dave Edmunds	17089763
David Honeyboy Edwards	92453603
Kathleen Edwards	15402903
Eels	14958203
Efterklang	16148135
Richard Egarr	89116679
Ana Egge	17127358
James Ehnes	92404903
Manfred Eicher	15291904
Mathias Eick	99231160
The Eighteenth Day of May	17081251
eighth blackbird	103305220
The 88	16224214
Taylor Eigsti	95911536
Hanns Eisler	99815138
Eisley	15373044
Elbow	17083182
Eldar	17974186
Hamza el Din	15445359
Roy Eldridge	15404208
Electrelane	16128487
Electric Six	93878456
Electric Wizard	92754116
Electric Youth	342182561
Jay Electronica	127319618
Elephant Stone	318248930
Elf Power	17081223
Danny Elfman	16019691
Edward Elgar	15608044
Eliane Elias	16114986
Eliyahu & the Qadim Ensemble	105103260
Eliza Gilkyson	15055548
Elizabeth and the Catapult	15328800
Duke Ellington	15396582
Elliott Smith	16521017
Missy Elliott	15622987
Ramblin' Jack Elliott	17080350
Ellis Paul	96326355
John Ellis	91161786
William Lee Ellis	93943136
Lorraine Ellison	15200973
Amir Elsaffar	17897504
Perera Elsewhere	230207114
Karen Elson	128977144
Eluvium	15396330
Elvis Perkins	15359428
Joe Ely	15120789
Kahil El'Zabar	15297811
Ruby Elzy	15673220
Emerson String Quartet	15597340
Emerson, Lake & Palmer	16521011
Emery Byrd	89760511
Eminem	15404635
Tommy Emmanuel	15398023
Buddy Emmons	15624464
Emmy the Great	101031575
Empirical	90468334
George Enescu	126036981
The English Beat	162106099
Jeremy Enigk	15396923
Brian Eno	15979487
Roger Eno	16250135
Enrico Rava	15326673
Ensemble Modern	15825197
Enslaved	158220646
The Entrance Band	127481597
Entrance	16159772
Enya	99139719
Ephel Duath	244586379
Equals	120188464
Eric B. & Rakim	16617596
Roky Erickson	15404071
Tim Eriksen	111484097
Ahmet Ertegun	15663216
Booker Ervin	15625333
Christoph Eschenbach	125860935
Escher String Quartet	92754731
Wayne Escoffery	127538782
Alejandro Escovedo	15004161
Pete Escovedo	15626127
E.S.G.	15381880
Espers	15182401
Esquivel	15402797
The Essex Green	15398998
E.S.T.	88608964
Eternal Summers	304081964
Ethel	90112352
Melissa Etheridge	366766354
Kevin Eubanks	173259555
Europa Galante	91155202
Jackie Evancho	136591896
Evangelicals	15793778
Evangelista	92518440
Bill Evans	15401855
Bill Evans	98881794
Faith Evans	15627224
Gil Evans	16074478
Orrin Evans	134733993
Peter Evans	129526690
The Evens	15403957
Everest	99455890
The Everly Brothers	15181907
The Everybodyfields	87796760
Cesaria Evora	15394862
Exhumed	137326859
Exitmusic	151519211
Explosions in the Sky	15396244
Extra Golden	15147334
Extra Life	92518432
F----- Up	98800181
Los Fabulosos Cadillacs	15401694
Fabulous Originals	95487374
Faces	15406007
Faded Paper Figures	97481190
Donald Fagen	15120953
John Fahey	16332430
The Faintest Ideas	16000977
Fairground Saints	414979688
Fairport Convention	16526276
Marianne Faithfull	15404078
Faiz Ali Faiz	15403724
Chet Faker	245487824
Falcon	93021801
Jason Falkner	16114328
The Fall	15394687
Fall Out Boy	16699158
Manuel de Falla	91728893
JoAnn Falletta	15629261
FALSE	138984556
Fanfarlo	106055979
Fantasia	15403881
Fantastic Negrito	392777431
Ricky Fante	15630127
Farao	403624063
Geoff Farina	15630299
Mark Farina	16217076
Richard & Mimi Farina	15199192
Dominick Farinacci	105578572
Art Farmer	99865539
Jay Farrar	15633495
Perry Farrell	15633993
Irene Farrera	15192636
The Fast Computers	15366998
Fastball	103894366
Fatboy Slim	15382521
Father Goose	16888463
Father John Misty	168478921
Newton Faulkner	90945663
Gabriel Faure	91210857
Favourite Sons	15398189
Bill Fay	390466178
Lorraine Feather	90525177
Janet Feder	156997830
Danny Federici	99369792
The Feelies	127212200
Michael Feinstein	15441319
Nir Felder	129601880
Mark Feldman	15396775
Morton Feldman	90295693
The Felice Brothers	87857250
José Feliciano	99735921
Fell Voices	133846614
Christine Fellows	17078965
Fences	342495891
Frederick Fennell	16007568
Maynard Ferguson	15630064
Danay Suarez Fernandez	145843245
Vicente Fernandez	114241925
Fernando	17084905
Benjy Ferree	17078817
Bibi Ferreira	245015209
Ibrahim Ferrer	15638693
Ferron	91959414
Bryan Ferry	15394808
Feufollet	97110281
Fever Ray	106987812
FFS	398036981
Fiamma Fumana	15397443
Lupe Fiasco	15332413
Fiction Family	101429199
Amp Fiddler	15686485
Arthur Fiedler and the Boston Pops	128244823
Field Music	15399990
Field Report	172503947
The Field	16271936
Fields	15166250
Dorothy Fields	15403656
Lee Fields	106842853
Fieldwork	15403569
The Fiery Furnaces	15193194
