show_id,artist,artist_id,title,show,storyDate,pubDate,lastModifiedDate,link
15961793,Arctic Monkeys,15129371,"Belle and Sebastian, Frank Emilio Flynn, Arctic Monkeys",All Songs Considered,2006-02-15 17:00:00,2012-12-12 16:23:00,2012-12-12 16:23:47,http://www.npr.org/templates/story/story.php?storyId=15961793&ft=nprml&f=15129371
340393562,Aloe Blacc,15333117,Aloe Blacc On World Cafe ,World Cafe,2014-08-15 20:22:00,2014-08-15 20:22:00,2014-08-15 20:22:23,http://www.npr.org/sections/world-cafe/2014/08/15/340393562/aloe-blacc-on-world-cafe?ft=nprml&f=15333117
286897935,Aloe Blacc,15333117,Putting A Name And Face To A Famous Voice,Music Interviews,2014-03-08 23:02:00,2014-04-30 16:12:00,2014-04-30 16:12:17,http://www.npr.org/2014/03/09/286897935/putting-a-name-and-face-to-a-famous-voice?ft=nprml&f=15333117
136581833,Aloe Blacc,15333117,"Sasquatch 2011: Aloe Blacc, Live In Concert",Sasquatch Music Festival,2011-05-29 17:20:00,2014-07-02 14:48:00,2014-07-02 14:48:19,http://www.npr.org/event/music/136581833/sasquatch-2011-aloe-blacc-live-in-concert?ft=nprml&f=15333117
133494886,Aloe Blacc,15333117,Aloe Blacc On World Cafe,World Cafe,2011-02-04 19:00:00,2011-02-04 19:05:00,2011-02-04 19:05:55,http://www.npr.org/2011/02/04/133494886/aloe-blacc-on-world-cafe?ft=nprml&f=15333117
131675893,Aloe Blacc,15333117,50 Favorites: From Thomas Ades To Buke And Gass,NPR Music's 50 Favorite Albums Of 2010,2010-12-01 15:00:00,2010-12-03 03:25:00,2011-11-30 16:04:39,http://www.npr.org/2010/12/02/131675893/50-favorites-from-thomas-ades-to-buke-and-gass?ft=nprml&f=15333117
131678272,Aloe Blacc,15333117,The Albums We Missed In 2010,All Songs Considered,2010-11-30 20:17:00,2011-04-17 16:42:00,2014-11-12 15:37:14,http://www.npr.org/2010/11/30/131678272/the-albums-we-missed-in-2010?ft=nprml&f=15333117
130895555,Aloe Blacc,15333117,The Evolution Of Aloe Blacc,Music Articles,2010-10-29 19:12:00,2010-10-30 22:26:00,2010-10-30 22:26:39,http://www.npr.org/templates/story/story.php?storyId=130895555&ft=nprml&f=15333117
130110802,Aloe Blacc,15333117,Aloe Blacc On 'World Cafe: Next',World Cafe,2010-09-27 19:00:00,2010-09-28 11:55:00,2010-09-28 11:55:01,http://www.npr.org/templates/story/story.php?storyId=130110802&ft=nprml&f=15333117
129889026,Aloe Blacc,15333117,"First Listen: Aloe Blacc, 'Good Things'",First Listen,2010-09-19 23:57:00,2010-09-29 12:57:00,2010-09-29 12:57:12,http://www.npr.org/templates/story/story.php?storyId=129889026&ft=nprml&f=15333117
