date,Zach Sobiech,Austin Mahone,Britney Spears,Diggy,Fitz And The Tantrums,Childish Gambino,Glen Campbell,Natalie La Rose,Mary Mary,Lucy Hale,MKTO,Tinashe,Sean Kingston,Keith Urban,Juliet Simms,Ed Sheeran,Akon,WALK THE MOON,Missy Elliott,Prince Royce,Owl City,Kiesza,The Band Perry,Christina Aguilera,Bastille,Little Big Town,Usher,Jake Owen,Taio Cruz,Danielle Bradbery,The Fray,Busta Rhymes,Evanescence,Clay Walker,Pharrell,Green Day,Rich Homie Quan,Maxwell,Florence + The Machine,Future,Hoodie Allen,YC,DeJ Loaf,Jamie Foxx,Nicole Scherzinger,Brenda Lee,Ricky Martin,Big Sean,Anne Hathaway,Major Lazer,Cage The Elephant,Juicy J,Monica,Capital Cities,Idina Menzel,Wiz Khalifa,Joe Jonas,Steven Tyler,Chase Rice,Linkin Park,Dan + Shay,New Boyz,Adam Levine,Chris Brown,Katy Perry,Cali Swag District,Toby Keith,Demi Lovato,Gotye,Lee DeWyze,Big Time Rush,Dr. Dre,Bella Thorne,Icona Pop,Lea Michele,Keyshia Cole,A Rocket To The Moon,Soundgarden,Avicii,30 Seconds to Mars,Zedd,Far East Movement,Jay-Z,Mindless Behavior,Kaskade,Hillsong United,Lorde,Jhene Aiko,Becky G,Montgomery Gentry,Jennifer Hudson,Cash Cash,The Neighbourhood,Travie McCoy,Afrojack,Lil Wayne,Marsha Ambrosius,Lil Jon,Mariah Carey,David Guetta,Pitbull,Jerrod Niemann,Melanie Martinez,Rich Gang,Aloe Blacc,Hugh Laurie,Kirk Franklin,Cher Lloyd,Havana Brown,R. Kelly,Rico Love,Billy Currington,Eminem,Mike Posner,Nick Jonas,Eli Young Band,Lloyd,Chris Young,Craig Morgan,Michael Jackson,Clean Bandit,Marc Anthony,Sam Smith,Thomas Rhett,Sara Evans,Joe Nichols,Pentatonix,Rodney Atkins,Fantasia,T-Pain,Neon Trees,Kendrick Lamar,K'Naan,Disclosure,Sevyn Streeter,The Black Eyed Peas,Breaking Benjamin,Candice Glover,Hunter Hayes,Ray J,Grace Potter,Snow Patrol,Crystal Bowersox,Estelle,Daughtry,Kris Allen,TeeFLii,Martin Garrix,Pearl Jam,Ylvis,Grouplove,Pusha T,SoMo,Diddy,PSY,The Dirty Heads,Chris Cagle,Ne-Yo,Chiddy Bang,Jeremih,Shawn Mendes,Tyga,Sade,The Killers,Bridgit Mendler,No Doubt,Sage The Gemini,Michel Telo,Slaughterhouse,Faith Hill,Daft Punk,Justin Moore,OK Go,Dev,Anna Kendrick,Avenged Sevenfold,Andy Grammer,Miley Cyrus,Easton Corbin,Tori Kelly,Fun.,Cassadee Pope,Sheppard,Sugarland,Iggy Azalea,Christina Grimmie,Train,Beyonce,Tinie Tempah,Alexandra Stan,Steve Aoki,Rick Ross,Tiesto,T.I.,Alicia Keys,Kenny Chesney,Foster The People,Panic At The Disco,KONGOS,George Ezra,AWOLNATION,Nickelback,Keri Hilson,Michael Buble,Taylor Swift,Sean Paul,Emeli Sande,Rihanna,Auburn,Kip Moore,The Black Keys,Matchbox 20,Bobby Brackins,Kelly Rowland,deadmau5,Shakira,Hannah Montana,Tony Bennett,Jason Mraz,Bon Jovi,Muse,2 Chainz,Trey Songz,Red Hot Chili Peppers,Fetty Wap,Bruno Mars,3 Doors Down,Gloriana,Shontelle,Alesso,Skrillex,Kacey Musgraves,John Newman,Ross Lynch,Zendaya,Jay Sean,Fergie,Labrinth,Mark Ronson,Romeo Santos,Sick Puppies,Naughty Boy,Luke Bryan,John Legend,J. Cole,Orianthi,Arctic Monkeys,Baauer,Christina Perri,Enrique Iglesias,Sheryl Crow,John Mayer,Young Jeezy,Spose,Shinedown,Lloyd Banks,Rascal Flatts,One Direction,Jimmy Fallon,B.o.B,Flo Rida,Sam Hunt,Fabolous,Travis Porter,ScHoolboy Q,Fat Joe,Avril Lavigne,Eddie Vedder,DJ Drama,Calvin Harris,Hot Chelle Rae,Ellie Goulding,Rae Sremmurd,Antoine Dodson,Dia Frampton,Justin Timberlake,Bow Wow,Gavin DeGraw,Rixton,Selena Gomez,Charli XCX,Mika,Echosmith,Bad Meets Evil,Gwyneth Paltrow,Danny Gokey,Of Monsters And Men,Gucci Mane,Jazmine Sullivan,Tim McGraw,My Darkest Days,Yellowcard,Adam Lambert,Uncle Kracker,George Strait,Martin Solveig,Pistol Annies,Pink,WE the Kings,Hilary Duff,Kid Cudi,Blake Shelton,Rebecca Black,China Anne McClain,Brandy,The Script,A Great Big World,A$AP Rocky,Troye Sivan,Milky Chance,Chris Medina,Nelly,OneRepublic,Aaron Lewis,Armin van Buuren,Mat Kearney,Miranda Cosgrove,Five Finger Death Punch,Arianna,Kellie Pickler,Iyaz,Don Omar,A-Trak + Milo & Otis,Little Mix,Tegan And Sara,Kevin Rudolf,Van Halen,Kings Of Leon,Yolanda Be Cool,Lana Del Rey,Seether,Paramore,Emblem3,Jessie J,Arcade Fire,Lady Antebellum,Swedish House Mafia,Gyptian,Jason DeRulo,Passenger,Willow,Cobra Starship,Snoop Dogg,Reba McEntire,The 1975,Vance Joy,Disturbed,Three 6 Mafia,Meek Mill,Bobby Shmurda,Boys Like Girls,Gym Class Heroes,Kelly Clarkson,Waka Flocka Flame,Jill Scott,La Roux,Nicki Minaj,Fifth Harmony,Outasight,Sophia Grace,Yo Gotti,Godsmack,Migos,Jason Aldean,JoJo,Nero,Olly Murs,MGK,Sammy Adams,Damien,Rita Ora,Matisyahu,Lupe Fiasco,Natasha Bedingfield,Kristen Bell,U2,Kirko Bangz,David Nail,Krewella,Chief Keef,Erykah Badu,Jack Johnson,Drake,Sara Bareilles,Hozier,Annie Lennox,Duck Sauce,Justin Bieber,Jennifer Lopez,Thompson Square,Lifehouse,Macklemore,Rob Thomas,B.o.B ,Wisin,The Game,will.i.am,Karmin,Phoenix,Jonas Brothers,Colbie Caillat,Enya,Roscoe Dash,Lee Brice,The Weeknd,Jana Kramer,Timbaland,The Ready Set,Maroon 5,Brantley Gilbert,Glee Cast,Kanye West,Whitney Houston,Coldplay,Mana,Breathe Carolina,Carrie Underwood,Imagine Dragons,Javier Colon,Robin Thicke,August Alsina,Young the Giant,James Blunt,Mike Will Made It,Mario,G-Eazy,Lady Gaga,Miranda Lambert,Rocko,Tamar Braxton,Josh Turner,Phillip Phillips,Weird Al Yankovic,V V Brown,Alex Clare,Mary J. Blige,Florida Georgia Line,DJ Snake,Frank Ocean,Jaheim,Ella Henderson,Nat King Cole,Ke$ha,Lauren Alaina,Darius Rucker,Ace Hood,LoveRance,Mac Miller,DJ Khaled,Scotty McCreery,Trinidad James,Birdman,Miguel,Three Days Grace,Britt Nicole,Charice,Ciara,The Lumineers,Ingrid Michaelson,Matt Nathanson,Meghan Trainor,Melanie Fiona,My Chemical Romance,Gorilla Zoe,Joe Budden,Jordin Sparks,Gwen Stefani,The Lonely Island,Passion Pit,Young Money,Ariana Grande,Martina McBride,Jesse McCartney,Will Young,French Montana,Shiny Toy Guns,Madonna,Twista,Kid Ink,LMFAO,Fall Out Boy,Ludacris,Sia,Shania Twain,Dierks Bentley,Theory Of A Deadman,Wale,American Authors,Omarion,Foo Fighters,Kid Rock,Eric Church,Rise Against,YG,Asher Roth,Alabama Shakes,Common,50 Cent,Dave Matthews Band,Adele,Randy Houser,3OH!3,5 Seconds Of Summer,Carly Rae Jepsen,The Wanted,Brad Paisley,Young Thug,Gary Allan,Tove Lo,Zac Brown Band,Kreayshawn,The Chainsmokers,Mann,Trace Adkins,Love And Theft
2010-01-03,0,0,27,2,0,0,7,0,72,0,0,0,55,51,0,0,52,2,4,2,62,0,0,10,0,5,34,17,2,0,32,23,56,35,4,49,0,35,32,11,0,0,0,27,9,14,19,1,2,6,33,2,46,0,2,3,21,2,0,47,24,82,1,28,8,0,24,36,0,0,8,15,0,0,12,49,25,39,0,46,0,1,28,0,20,42,0,0,0,37,7,52,0,0,1,46,0,70,80,39,34,0,0,0,0,25,42,0,0,44,9,24,29,5,55,8,23,24,47,11,0,25,0,0,9,28,0,14,37,25,0,0,11,2,0,31,73,0,0,25,4,30,0,24,70,7,0,0,61,0,0,0,1,26,1,10,40,27,3,13,0,4,38,43,0,18,0,0,14,48,11,40,13,3,3,38,0,9,16,0,0,0,8,20,0,0,66,44,0,0,7,13,77,16,72,27,0,25,0,0,0,60,43,39,19,71,0,44,3,0,10,46,0,3,14,37,34,7,44,55,59,0,57,36,0,0,53,24,3,0,0,0,0,0,0,79,35,0,6,0,46,2,14,8,6,100,15,0,0,15,35,47,51,0,56,34,39,0,1,4,14,0,48,31,0,16,23,28,5,2,1,1,0,0,0,18,24,9,0,36,0,41,0,0,3,4,0,76,18,35,0,59,9,87,34,0,0,38,49,38,33,11,0,0,24,24,0,0,0,0,0,21,2,6,54,19,13,30,12,35,85,55,13,1,43,14,30,49,0,0,57,49,0,0,7,40,0,7,38,3,1,18,73,56,4,0,37,49,1,0,58,5,37,36,25,32,21,0,0,0,33,49,0,21,29,8,2,0,0,47,0,49,12,29,2,33,0,45,0,0,3,58,31,19,0,5,4,26,17,0,66,0,62,4,71,51,3,0,12,12,69,40,8,6,0,0,76,3,5,3,46,6,2,24,66,16,50,0,0,8,0,0,61,0,81,0,60,29,7,0,24,0,7,9,0,47,0,0,0,53,0,22,84,0,22,12,0,0,21,0,0,80,18,77,15,15,24,0,55,27,0,74,30,35,26,42,57,15,72,89,0,49,45,15,6,25,12,36,0,12,17,38,2,29,34,49,9,0,54,30,23,12,62,6,10,0,16,67,46,1,16,13,0,0,5,22,2,19,0,29,0,0,23,37,15
2010-01-10,0,0,25,1,0,0,10,0,76,0,0,0,49,53,0,0,54,2,4,2,60,0,0,10,0,4,34,15,2,0,33,26,57,41,4,48,0,37,29,11,0,0,0,27,7,8,18,1,3,7,40,1,56,0,2,3,15,1,0,46,21,78,1,27,8,0,24,29,0,0,8,19,0,0,8,46,23,34,0,46,0,2,28,0,12,43,0,0,0,33,6,56,0,0,2,46,0,81,59,39,33,0,0,0,0,28,46,0,0,41,9,22,27,6,46,12,25,23,35,10,0,20,0,0,9,37,0,15,55,24,1,0,13,1,0,34,76,0,0,23,5,60,0,16,68,8,0,0,60,0,0,0,2,26,1,10,38,21,3,12,0,4,57,39,0,17,0,0,14,49,13,38,31,3,2,32,0,9,30,0,0,0,4,20,0,0,64,39,0,0,9,13,87,14,81,24,0,23,0,0,0,59,40,46,17,77,0,45,2,0,11,42,0,3,16,35,31,6,44,58,60,0,57,38,0,0,56,30,4,0,0,0,0,0,0,78,33,0,6,0,54,2,14,8,8,95,13,0,0,14,38,50,48,0,55,32,42,0,3,5,15,0,49,30,0,19,23,27,6,3,1,0,0,0,0,19,23,10,0,34,0,48,0,0,1,7,0,73,21,39,0,65,10,89,37,0,0,37,51,36,34,12,0,0,26,29,0,0,0,0,0,21,2,7,53,19,12,33,13,34,84,59,9,1,44,29,29,47,0,0,51,48,0,0,8,40,0,7,41,3,1,17,72,60,4,0,38,49,1,0,56,7,34,38,25,41,20,0,4,0,37,52,0,23,28,7,2,0,0,46,0,60,13,30,5,30,0,38,0,0,4,54,31,22,0,6,3,24,13,0,76,0,56,5,72,50,3,0,12,10,63,45,8,4,0,0,76,4,6,4,32,5,2,26,57,14,53,0,0,7,0,0,57,0,75,0,57,27,8,0,24,0,7,12,0,43,0,0,0,46,0,20,88,0,22,11,0,0,21,0,0,81,18,76,20,11,24,0,59,34,0,84,31,40,23,39,58,14,67,91,0,46,42,20,6,28,12,41,0,13,16,40,3,30,32,45,9,0,81,27,22,13,59,4,9,0,15,61,42,1,14,19,0,0,6,24,1,20,0,28,0,0,25,38,18
2010-01-17,0,0,24,2,0,0,13,0,72,0,0,0,45,66,0,0,52,2,4,2,55,0,0,12,0,4,35,19,2,0,32,25,58,32,3,47,0,41,30,11,0,0,0,27,8,11,20,2,3,6,33,1,54,0,2,3,17,2,0,44,22,82,1,26,9,0,24,29,0,0,12,19,0,0,12,46,24,37,0,44,0,1,29,0,14,49,0,0,0,39,11,53,0,0,3,46,0,83,50,34,35,0,0,0,0,27,46,0,0,39,10,20,26,6,44,11,22,22,35,10,0,27,0,0,8,31,0,14,47,25,1,0,12,2,0,35,75,0,0,25,4,98,0,23,69,7,0,0,60,0,0,0,1,26,1,11,32,23,7,12,0,3,54,38,0,17,0,0,16,49,12,40,23,3,2,30,0,9,29,0,3,1,7,20,0,0,69,39,0,0,13,14,90,14,72,25,0,28,0,0,0,61,42,44,18,71,0,41,2,0,9,45,0,3,18,36,32,9,47,56,61,0,56,40,0,0,55,34,4,0,0,0,0,0,0,71,31,0,6,0,61,1,12,8,6,92,17,0,0,15,40,52,45,0,56,32,37,0,6,6,14,0,48,29,0,19,22,25,6,3,1,1,0,0,0,21,21,9,0,32,0,44,0,0,3,5,0,73,18,36,0,69,11,90,40,0,0,36,46,36,35,10,0,0,28,28,0,0,0,0,0,21,2,5,55,23,14,32,15,36,74,55,9,1,41,24,29,45,0,0,53,49,0,0,6,42,0,12,43,3,1,15,68,57,4,0,37,59,1,0,55,6,32,50,22,49,19,0,6,0,41,49,0,22,28,9,3,0,0,51,0,63,14,32,4,35,0,32,0,0,3,59,28,21,0,6,3,27,12,0,76,0,58,6,66,49,2,0,15,9,60,44,10,4,0,0,84,3,5,3,21,5,2,26,58,14,52,0,0,6,0,0,54,0,76,0,57,29,7,0,25,0,8,8,0,39,0,0,0,55,0,25,83,0,20,10,0,0,19,0,0,74,17,71,19,9,24,0,69,35,0,69,30,40,25,41,61,15,62,89,0,48,44,16,5,35,13,38,0,15,15,48,3,41,31,48,9,0,65,26,26,15,54,4,11,0,16,60,43,1,12,19,0,0,5,24,2,20,0,26,0,0,22,40,13
2010-01-24,0,0,23,1,0,0,7,0,70,0,0,0,38,65,0,0,57,2,5,3,52,0,1,12,0,7,37,20,3,0,35,25,62,50,4,43,0,33,31,11,0,0,0,28,7,8,22,2,4,7,30,1,54,0,1,3,21,2,0,46,21,79,1,25,12,0,24,31,0,0,14,22,0,0,7,45,27,34,0,46,0,1,29,0,16,47,0,0,0,38,11,52,0,0,3,46,0,89,54,37,35,0,0,0,0,15,55,0,0,30,14,25,26,6,40,16,23,21,53,10,0,20,0,0,9,33,0,12,41,23,1,0,13,1,0,36,80,0,0,27,4,99,0,19,70,8,0,0,61,0,0,0,2,24,1,11,33,24,6,12,0,4,54,40,0,16,0,0,14,47,13,40,16,2,1,29,0,8,35,0,3,0,5,22,0,0,68,39,0,0,9,14,88,14,71,27,0,26,0,0,0,61,43,44,17,72,0,40,3,0,9,42,0,3,19,33,30,9,44,60,59,0,56,42,0,0,53,45,5,0,0,0,0,0,0,72,29,0,5,0,69,2,13,10,7,92,19,0,0,17,49,60,46,2,59,30,41,0,2,9,14,0,51,30,0,20,28,26,7,3,1,1,0,0,0,28,23,13,0,33,0,45,0,0,2,6,0,72,18,38,0,60,12,87,42,0,0,35,52,45,39,12,0,0,26,33,0,0,0,0,0,21,2,4,56,26,11,32,13,34,68,57,12,2,38,30,33,45,0,0,52,49,0,0,6,62,0,11,50,3,1,14,66,62,3,0,38,53,1,0,52,6,32,55,25,41,23,0,10,0,42,51,0,23,26,8,0,0,0,50,0,66,13,28,5,34,0,34,0,0,4,60,30,24,0,6,3,28,11,0,77,0,63,9,67,47,2,0,14,9,59,43,10,5,0,0,93,4,7,4,33,5,2,27,64,14,50,0,0,7,0,0,60,0,73,0,56,28,8,0,24,0,7,8,0,42,0,0,0,58,0,22,70,0,23,10,0,0,23,0,0,82,19,72,19,12,22,0,62,27,0,70,34,44,21,40,61,16,59,88,0,51,39,15,7,41,13,39,0,16,16,58,3,37,36,47,9,0,69,26,28,14,61,3,9,0,16,61,46,1,18,24,0,0,6,22,2,21,0,29,0,0,26,43,13
2010-01-31,0,0,22,2,0,0,11,0,76,0,0,0,34,62,2,0,56,2,4,3,46,0,1,11,0,4,42,16,4,0,33,27,54,56,4,66,0,65,33,11,0,0,0,41,7,8,23,2,4,7,28,1,51,0,2,4,19,2,0,46,22,77,1,24,10,0,26,29,0,0,16,21,0,0,10,44,24,34,0,46,0,1,28,0,15,42,0,0,0,36,15,49,0,0,3,52,0,83,59,35,33,0,0,0,0,18,54,0,0,34,8,23,36,6,48,14,23,22,36,13,0,21,0,0,8,37,0,14,56,28,1,0,13,2,0,45,81,0,0,30,3,100,0,20,73,8,0,0,60,0,0,0,1,29,1,12,43,25,6,12,0,3,51,37,0,17,0,0,12,44,12,40,12,3,1,29,0,8,41,1,3,0,5,24,0,0,69,56,0,0,8,16,91,15,66,27,0,24,0,0,0,59,41,54,25,71,0,38,3,0,9,45,5,3,17,30,28,8,49,88,58,0,55,43,0,0,58,27,5,0,0,0,0,0,0,66,38,0,5,0,60,2,12,10,8,92,15,0,0,16,43,61,46,2,51,39,40,0,2,13,15,0,50,31,0,20,28,26,6,4,1,1,0,0,0,24,22,11,0,33,0,44,0,0,2,8,0,70,24,38,0,69,10,86,41,0,0,97,44,34,41,11,0,0,25,41,0,0,0,0,0,21,2,5,47,28,12,30,12,33,69,61,8,1,41,38,32,64,0,0,54,47,0,0,7,93,2,9,49,3,1,12,63,58,3,0,39,52,1,0,46,6,32,50,29,36,24,0,6,0,49,54,0,23,30,9,0,0,0,54,0,61,14,29,5,32,0,25,0,0,4,58,33,19,0,7,3,31,10,0,80,0,58,13,68,48,2,0,13,9,64,39,10,5,0,0,86,4,6,3,23,6,3,28,62,18,61,0,0,7,0,0,57,0,69,0,73,32,7,0,28,0,9,15,0,40,0,0,0,73,0,28,81,0,22,10,0,0,27,0,0,76,17,77,18,10,23,0,63,25,0,60,32,41,22,38,68,14,53,79,0,57,37,16,6,100,13,39,0,14,16,57,3,32,37,46,9,0,80,27,26,14,53,4,10,0,17,60,81,1,18,17,0,0,5,23,2,22,0,55,0,0,24,38,9
2010-02-07,0,0,22,2,0,0,9,0,70,0,0,0,34,60,0,0,56,1,5,4,45,0,0,11,0,5,41,14,5,0,34,26,60,41,4,49,0,40,29,12,0,0,0,33,8,11,21,2,8,6,29,1,53,0,1,4,16,2,0,46,23,79,1,24,9,0,22,28,0,0,21,16,0,0,7,43,29,29,0,42,0,2,27,0,14,35,0,0,0,39,11,46,0,0,3,50,0,82,57,37,33,0,0,0,0,18,54,0,0,31,8,20,28,5,31,16,25,20,49,11,0,24,0,0,9,40,0,13,46,34,2,0,20,2,0,40,79,0,0,41,3,70,3,21,76,7,0,0,63,0,0,0,1,31,1,16,41,23,6,13,0,3,100,40,0,16,0,0,12,47,13,40,15,4,1,25,0,8,36,3,3,0,5,20,0,0,73,43,1,0,8,16,82,15,69,27,0,26,0,0,0,60,39,57,18,73,0,43,3,0,12,53,6,3,16,28,29,9,43,64,54,0,57,42,0,1,58,22,5,0,0,0,0,0,0,65,33,0,9,0,63,3,12,11,7,90,15,0,0,16,41,72,45,2,56,58,44,0,2,18,15,0,48,32,0,23,27,23,7,3,1,1,0,0,0,21,21,13,0,35,0,45,0,0,3,8,0,66,21,37,0,74,11,88,44,0,0,51,50,38,39,11,0,0,26,46,0,0,0,0,0,22,1,6,50,26,11,31,9,35,77,56,8,1,37,41,29,41,0,0,49,47,0,0,12,83,3,12,54,3,1,13,61,51,4,0,34,58,1,0,46,6,30,43,26,38,24,0,7,0,47,55,0,21,30,9,0,0,0,52,0,66,13,27,3,31,0,32,0,0,4,58,28,23,0,7,3,33,10,0,89,0,45,18,69,48,3,0,12,8,57,41,13,6,0,0,84,4,6,3,19,5,3,27,61,18,73,0,0,6,0,0,60,0,73,0,51,28,10,0,31,0,8,15,0,35,0,0,0,90,0,27,68,0,21,10,0,0,28,0,0,73,18,77,21,11,22,0,64,26,0,53,29,44,23,37,76,14,51,79,0,65,37,15,7,63,12,40,0,12,17,64,3,30,30,45,12,0,80,30,24,16,60,3,9,0,16,57,60,1,19,15,0,0,5,23,3,19,0,33,0,0,23,33,15
2010-02-14,0,0,20,1,0,0,10,0,67,0,0,0,35,56,0,0,53,1,4,5,41,0,1,10,0,6,45,13,8,0,34,25,56,46,3,42,0,33,30,11,0,0,0,29,9,12,18,2,4,7,28,1,52,0,1,5,17,2,0,47,22,77,2,24,9,0,22,34,0,1,18,18,0,0,5,42,27,34,0,39,0,2,24,0,13,46,0,0,0,41,12,45,0,0,3,49,0,83,61,36,31,0,0,0,0,16,56,0,0,32,8,19,26,5,30,14,24,22,45,11,0,17,0,0,9,36,0,11,43,28,2,0,15,1,0,44,79,0,0,26,4,51,7,23,67,6,0,0,58,0,0,0,2,31,1,20,45,20,8,13,0,3,85,38,0,15,0,0,11,40,12,36,12,3,1,26,0,9,46,3,4,0,4,21,0,0,74,38,1,0,10,15,81,14,67,27,0,25,0,0,0,57,38,44,18,71,0,46,4,0,9,53,7,3,18,33,29,7,42,62,57,0,60,38,0,1,57,18,6,0,0,0,0,0,0,59,31,0,8,0,63,2,12,11,6,90,15,0,0,16,47,60,42,3,52,54,46,0,1,22,14,0,42,36,0,24,31,26,5,3,1,1,0,0,0,20,23,10,0,36,0,37,0,0,2,6,0,65,18,39,0,60,12,84,40,0,0,42,43,45,40,12,0,0,27,50,0,0,0,0,0,22,2,5,55,27,11,31,14,41,77,60,10,1,51,41,29,38,0,0,52,54,0,0,8,79,2,17,63,3,1,11,62,53,5,0,35,57,1,0,41,5,29,52,25,37,26,0,6,0,43,58,0,20,27,7,0,0,0,46,0,80,14,28,2,29,0,25,0,0,5,55,28,23,0,6,3,40,10,0,82,0,58,22,68,50,3,0,11,10,57,40,18,7,0,0,82,3,7,2,25,5,2,28,59,13,53,0,0,6,0,0,55,0,74,0,51,27,7,0,33,0,8,14,0,40,0,0,0,81,0,26,59,0,18,11,0,0,27,0,0,73,18,78,18,10,22,0,60,25,0,52,34,43,23,36,67,13,50,77,0,63,32,17,7,49,12,41,0,12,16,72,4,31,31,48,10,0,79,24,28,15,59,3,10,0,16,58,50,1,15,17,0,0,6,21,2,21,0,30,0,0,24,38,13
2010-02-21,0,0,20,2,0,0,8,0,65,0,0,0,34,54,0,0,52,2,4,5,40,0,1,11,0,6,41,13,10,0,35,26,57,53,4,44,0,37,33,11,0,0,0,24,7,7,20,2,5,7,27,1,70,0,1,5,15,2,0,47,23,73,2,23,9,0,22,28,0,5,23,19,0,0,4,41,25,34,0,40,0,4,24,0,14,48,0,0,0,34,9,51,0,0,4,47,3,85,59,42,32,0,0,0,1,11,52,0,0,28,8,24,27,6,26,16,25,19,40,10,0,25,0,0,7,45,0,15,46,28,2,0,13,1,0,43,77,0,0,22,4,47,11,35,68,9,0,0,64,0,0,0,1,32,1,24,40,23,15,10,0,5,69,38,0,18,0,0,10,40,11,36,11,4,1,27,0,9,48,2,3,0,6,20,0,0,73,34,1,0,10,18,85,14,67,27,0,25,0,0,0,56,36,46,16,73,0,49,3,0,9,52,8,3,16,34,33,9,47,62,55,0,65,39,0,1,60,24,8,0,0,0,0,0,0,56,30,0,7,0,62,3,14,10,7,89,16,0,0,16,53,64,43,5,49,60,47,0,1,28,14,0,52,40,0,24,38,25,5,4,1,1,0,0,0,21,22,10,0,33,0,40,0,0,2,8,0,62,18,38,0,72,12,100,40,0,0,41,43,43,44,12,0,0,27,56,0,0,0,0,0,22,3,7,54,27,10,30,14,32,75,63,12,1,55,52,29,37,0,0,50,51,0,0,8,90,3,22,64,3,1,12,60,48,4,0,36,64,1,0,40,5,28,53,31,49,27,0,10,0,51,62,0,20,27,8,0,0,0,46,0,91,13,27,3,30,0,22,0,0,4,64,28,25,0,8,4,54,10,0,84,0,51,28,72,47,3,0,13,9,56,40,26,7,0,0,96,3,7,5,19,5,3,30,60,15,52,0,0,6,0,0,56,0,71,0,45,25,7,0,32,0,7,16,0,36,0,0,0,74,0,26,80,0,21,11,0,0,31,0,0,77,19,74,18,10,21,0,86,27,0,46,33,48,20,32,62,12,52,76,0,61,34,16,6,42,11,41,0,12,18,89,3,30,33,45,11,0,94,26,25,17,57,4,9,0,15,58,54,1,17,27,0,0,5,19,2,23,0,28,0,0,24,38,24
2010-02-28,0,0,19,1,0,0,10,0,62,0,0,0,42,57,0,0,51,2,3,9,38,0,1,10,0,6,40,12,19,0,35,26,63,61,4,42,0,34,31,11,0,0,0,27,8,8,20,2,5,6,26,2,76,0,1,5,14,2,0,46,23,76,1,22,9,0,24,29,0,10,22,19,0,0,6,44,28,36,0,42,0,3,24,0,16,41,0,0,0,37,8,50,0,0,4,48,0,90,55,40,31,0,0,0,3,12,51,0,0,29,8,23,27,7,25,18,26,21,40,10,0,23,0,0,7,48,0,12,51,28,2,0,22,2,0,40,73,0,0,23,4,40,38,33,69,9,0,0,66,0,0,0,5,28,1,31,37,20,14,8,0,6,55,37,0,19,0,0,14,46,12,40,100,4,2,26,0,9,58,2,4,0,6,18,0,0,74,34,2,0,11,17,87,15,64,28,0,23,0,0,0,62,35,53,15,74,0,55,3,0,8,57,13,3,18,36,34,7,45,64,66,0,73,40,0,1,61,21,9,0,0,0,0,0,0,52,30,0,7,0,57,2,15,13,6,85,14,0,0,16,41,60,49,11,48,58,46,0,3,31,14,0,58,39,0,20,46,23,7,4,1,1,0,0,0,21,22,14,0,30,0,41,0,0,3,22,0,66,19,41,0,74,12,93,40,0,0,38,37,37,43,15,0,0,29,63,0,0,0,0,0,22,3,5,56,28,10,30,13,33,72,61,12,1,49,61,29,39,0,0,57,50,0,0,9,99,2,27,68,3,1,10,58,47,3,0,39,66,1,0,38,6,29,65,26,44,27,0,8,0,53,64,0,18,26,7,0,0,0,49,0,87,14,39,3,31,0,18,0,0,4,61,29,22,0,7,3,55,14,0,100,0,49,30,71,45,3,0,12,8,55,40,26,6,0,0,99,3,7,5,18,5,3,36,61,15,53,0,0,6,0,0,55,0,67,0,45,26,13,0,29,0,8,23,0,27,0,0,0,72,0,22,69,0,16,11,0,0,42,0,0,75,19,77,23,15,23,0,82,43,0,41,30,46,21,35,72,12,53,95,0,60,33,16,7,45,12,38,0,13,15,90,4,31,33,42,11,0,100,25,26,19,59,3,10,0,16,58,52,1,16,22,0,0,6,23,3,19,0,30,0,0,23,37,17
