artist,AB,ACT,AK,AL,AR,AZ,Australia,BC,CA,CO,CT,Canada,Concert,DC,DE,FL,Festival,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MB,MD,ME,MI,MN,MO,MS,MT,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NSW,NT,NV,NY,OH,OK,ON,OR,PA,QC,QLD,RI,SA,SC,SD,SK,TAS,TN,TX,US,UT,VA,VIC,VT,WA,WI,WV,WY,headline,total
Colbie Caillat,3.0,0.0,1.0,7.0,3.0,4.0,0.0,3.0,52.0,7.0,6.0,12.0,245.0,3.0,2.0,8.0,20.0,5.0,0.0,2.0,1.0,9.0,3.0,1.0,2.0,3.0,4.0,0.0,3.0,0.0,4.0,3.0,9.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,12.0,10.0,1.0,6.0,8.0,11.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,7.0,9.0,248.0,5.0,6.0,0.0,0.0,8.0,2.0,2.0,0.0,175.0,265
Enya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Roscoe Dash,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,44.0,0.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,49
Lee Brice,5.0,0.0,0.0,6.0,1.0,2.0,0.0,4.0,21.0,3.0,5.0,18.0,245.0,2.0,1.0,12.0,31.0,8.0,2.0,5.0,0.0,13.0,8.0,1.0,6.0,4.0,6.0,2.0,2.0,1.0,7.0,7.0,9.0,0.0,0.0,0.0,13.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,15.0,1.0,6.0,2.0,10.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,14.0,13.0,258.0,1.0,7.0,0.0,1.0,2.0,10.0,1.0,0.0,95.0,276
The Weeknd,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,27.0,1.0,0.0,30.0,167.0,3.0,0.0,10.0,16.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,17.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,113.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,127.0,183
Jana Kramer,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,9.0,4.0,1.0,0.0,152.0,2.0,0.0,8.0,21.0,7.0,0.0,1.0,0.0,11.0,1.0,1.0,3.0,1.0,5.0,0.0,5.0,1.0,9.0,5.0,5.0,0.0,1.0,0.0,12.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,3.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,13.0,5.0,173.0,3.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,62.0,173
Tessanne Chin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3
Timbaland,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,3.0,39.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46
The Ready Set,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,40.0,6.0,10.0,10.0,321.0,2.0,5.0,29.0,125.0,10.0,0.0,6.0,1.0,16.0,10.0,6.0,4.0,6.0,13.0,0.0,14.0,1.0,17.0,11.0,10.0,0.0,0.0,0.0,12.0,0.0,3.0,1.0,13.0,0.0,1.0,0.0,2.0,0.0,3.0,29.0,25.0,4.0,8.0,6.0,23.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,38.0,433.0,6.0,7.0,1.0,1.0,6.0,12.0,2.0,0.0,126.0,446
Maroon 5,3.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,34.0,2.0,2.0,18.0,309.0,6.0,1.0,13.0,19.0,5.0,0.0,1.0,0.0,8.0,4.0,0.0,3.0,1.0,6.0,1.0,3.0,0.0,7.0,5.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,12.0,14.0,5.0,3.0,6.0,0.0,14.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,6.0,13.0,207.0,0.0,2.0,2.0,0.0,6.0,2.0,1.0,0.0,304.0,328
Brantley Gilbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kanye West,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,17.0,0.0,0.0,14.0,157.0,3.0,0.0,5.0,41.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,7.0,0.0,14.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,104.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,134.0,198
Whitney Houston,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,52
Coldplay,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,0.0,0.0,8.0,131.0,2.0,0.0,2.0,26.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,152.0,157
Breathe Carolina,1.0,0.0,0.0,3.0,3.0,11.0,7.0,0.0,54.0,16.0,5.0,14.0,399.0,3.0,5.0,31.0,152.0,10.0,0.0,5.0,6.0,16.0,7.0,6.0,3.0,4.0,15.0,0.0,11.0,0.0,15.0,9.0,9.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,12.0,0.0,3.0,0.0,2.0,0.0,13.0,28.0,27.0,6.0,6.0,9.0,26.0,7.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,9.0,53.0,491.0,5.0,10.0,2.0,0.0,10.0,7.0,1.0,2.0,252.0,551
Carrie Underwood,5.0,0.0,0.0,3.0,1.0,3.0,5.0,6.0,21.0,6.0,4.0,33.0,279.0,1.0,2.0,8.0,23.0,4.0,0.0,2.0,2.0,12.0,4.0,2.0,4.0,5.0,7.0,5.0,3.0,2.0,9.0,4.0,6.0,0.0,2.0,1.0,8.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,8.0,9.0,9.0,4.0,13.0,3.0,9.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,35.0,13.0,259.0,3.0,2.0,1.0,0.0,7.0,9.0,4.0,2.0,266.0,302
Imagine Dragons,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,45
Javier Colon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,51.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,55
Robin Thicke,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,4.0,9.0,146.0,5.0,0.0,9.0,19.0,7.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,131.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,105.0,165
August Alsina,1.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,13.0,3.0,0.0,8.0,142.0,5.0,3.0,10.0,6.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,2.0,4.0,2.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,8.0,128.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,69.0,148
James Blunt,0.0,2.0,0.0,1.0,0.0,0.0,18.0,2.0,7.0,3.0,1.0,15.0,290.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,3.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,295.0,312
Mike Will Made It,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mario,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
Xenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Lady Gaga,4.0,1.0,0.0,0.0,0.0,4.0,35.0,8.0,30.0,2.0,2.0,28.0,450.0,7.0,0.0,9.0,11.0,3.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,12.0,34.0,4.0,2.0,10.0,2.0,13.0,5.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,198.0,2.0,1.0,11.0,0.0,10.0,2.0,0.0,0.0,431.0,461
Lady Gaga,4.0,1.0,0.0,0.0,0.0,4.0,35.0,8.0,30.0,2.0,2.0,28.0,450.0,7.0,0.0,9.0,11.0,3.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,12.0,34.0,4.0,2.0,10.0,2.0,13.0,5.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,198.0,2.0,1.0,11.0,0.0,10.0,2.0,0.0,0.0,431.0,461
Miranda Lambert,7.0,0.0,1.0,16.0,4.0,6.0,0.0,1.0,25.0,7.0,0.0,20.0,399.0,3.0,3.0,14.0,59.0,13.0,1.0,6.0,1.0,16.0,6.0,9.0,8.0,10.0,12.0,3.0,7.0,2.0,9.0,11.0,16.0,2.0,2.0,0.0,14.0,5.0,6.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,12.0,20.0,14.0,5.0,5.0,8.0,0.0,0.0,4.0,0.0,7.0,7.0,4.0,0.0,22.0,40.0,438.0,3.0,7.0,0.0,0.0,11.0,14.0,8.0,3.0,299.0,458
Rocko,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9
Tamar Braxton,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,2.0,2.0,59.0,4.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,62.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,64
Mumford & Sons,2.0,1.0,0.0,1.0,1.0,3.0,28.0,4.0,29.0,14.0,0.0,20.0,320.0,3.0,0.0,1.0,84.0,3.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,5.0,3.0,0.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,2.0,15.0,5.0,3.0,10.0,4.0,5.0,4.0,7.0,2.0,2.0,1.0,0.0,0.0,1.0,12.0,13.0,169.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,1.0,357.0,404
Mumford & Sons,2.0,1.0,0.0,1.0,1.0,3.0,28.0,4.0,29.0,14.0,0.0,20.0,320.0,3.0,0.0,1.0,84.0,3.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,5.0,3.0,0.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,2.0,15.0,5.0,3.0,10.0,4.0,5.0,4.0,7.0,2.0,2.0,1.0,0.0,0.0,1.0,12.0,13.0,169.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,1.0,357.0,404
Josh Turner,1.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,20.0,5.0,1.0,12.0,346.0,3.0,4.0,18.0,29.0,9.0,0.0,1.0,1.0,18.0,12.0,2.0,8.0,3.0,6.0,0.0,2.0,1.0,10.0,9.0,7.0,3.0,1.0,0.0,15.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,6.0,13.0,12.0,7.0,11.0,7.0,16.0,0.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0,35.0,26.0,361.0,4.0,5.0,0.0,1.0,4.0,18.0,5.0,4.0,0.0,375
Phillip Phillips,2.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,18.0,6.0,4.0,21.0,253.0,5.0,1.0,13.0,7.0,7.0,0.0,0.0,1.0,9.0,5.0,2.0,4.0,3.0,7.0,1.0,6.0,1.0,4.0,5.0,6.0,1.0,1.0,0.0,7.0,0.0,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,4.0,15.0,17.0,2.0,10.0,2.0,13.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,5.0,10.0,235.0,2.0,4.0,0.0,0.0,7.0,12.0,2.0,0.0,116.0,260
Alex Clare,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,3.0,0.0,7.0,124.0,2.0,0.0,0.0,24.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,111.0,148
Mary J. Blige,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0,3.0,98.0,3.0,0.0,6.0,27.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,11.0,98.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,104.0,125
Florida Georgia Line,5.0,0.0,0.0,16.0,2.0,6.0,0.0,6.0,20.0,7.0,1.0,22.0,398.0,4.0,2.0,25.0,45.0,17.0,1.0,6.0,0.0,26.0,12.0,4.0,9.0,5.0,7.0,1.0,8.0,2.0,10.0,5.0,20.0,2.0,0.0,0.0,19.0,4.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,16.0,25.0,2.0,7.0,4.0,15.0,0.0,0.0,4.0,0.0,5.0,7.0,3.0,0.0,25.0,14.0,414.0,3.0,13.0,0.0,0.0,6.0,13.0,5.0,1.0,202.0,443
DJ Snake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Frank Ocean,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,0.0,0.0,6.0,37.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,28.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,36.0,56
Jaheim,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,56.0,3.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,62.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,62
Ella Henderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
Nat King Cole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ke$ha,3.0,0.0,0.0,0.0,0.0,3.0,15.0,2.0,25.0,4.0,1.0,18.0,247.0,5.0,3.0,8.0,32.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,13.0,12.0,6.0,2.0,8.0,2.0,13.0,4.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,178.0,4.0,3.0,3.0,1.0,6.0,3.0,0.0,0.0,188.0,279
Lauren Alaina,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,7.0,1.0,4.0,2.0,138.0,2.0,1.0,12.0,10.0,7.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,4.0,0.0,5.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,25.0,3.0,146.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,30.0,148
Darius Rucker,6.0,0.0,0.0,15.0,4.0,6.0,0.0,2.0,24.0,9.0,3.0,31.0,456.0,5.0,3.0,21.0,67.0,19.0,1.0,4.0,1.0,22.0,11.0,4.0,6.0,8.0,12.0,2.0,8.0,2.0,10.0,6.0,13.0,1.0,2.0,1.0,25.0,4.0,3.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,7.0,25.0,27.0,7.0,17.0,4.0,22.0,2.0,0.0,10.0,0.0,9.0,2.0,1.0,0.0,37.0,20.0,481.0,3.0,14.0,0.0,1.0,6.0,18.0,3.0,1.0,295.0,523
Ace Hood,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,3.0,81.0,0.0,1.0,13.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,75.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,87
