artist,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York_x,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington_x,West Virginia,Wisconsin,Wyoming,Abilene-Sweetwater TX,Albany GA,Albany-Schenectady-Troy NY,Albuquerque-Santa Fe NM,Alexandria LA,Alpena MI,Amarillo TX,Anchorage AK,Atlanta GA,Augusta GA,Austin TX,Bakersfield CA,Baltimore MD,Bangor ME,Baton Rouge LA,Beaumont-Port Arthur TX,Bend OR,Billings MT,Biloxi-Gulfport MS,Binghamton NY,Birmingham AL,Bluefield-Beckley-Oak Hill WV,Boise ID,Boston MA-Manchester NH,Bowling Green KY,Buffalo NY,Burlington VT-Plattsburgh NY,Butte-Bozeman MT,Casper-Riverton WY,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Champaign & Springfield-Decatur IL,Charleston SC,Charleston-Huntington WV,Charlotte NC,Charlottesville VA,Chattanooga TN,Cheyenne WY-Scottsbluff NE,Chicago IL,Chico-Redding CA,Cincinnati OH,Clarksburg-Weston WV,Cleveland-Akron (Canton) OH,Colorado Springs-Pueblo CO,Columbia SC,Columbia-Jefferson City MO,Columbus GA,Columbus OH,Columbus-Tupelo-West Point MS,Corpus Christi TX,Dallas-Ft. Worth TX,Davenport IA-Rock Island-Moline IL,Dayton OH,Denver CO,Des Moines-Ames IA,Detroit MI,Dothan AL,Duluth MN-Superior WI,El Paso TX,Elmira NY,Erie PA,Eugene OR,Eureka CA,Evansville IN,Fairbanks AK,Fargo-Valley City ND,Flint-Saginaw-Bay City MI,Florence-Myrtle Beach SC,Fresno-Visalia CA,Ft. Myers-Naples FL,Ft. Smith-Fayetteville-Springdale-Rogers AR,Ft. Wayne IN,Gainesville FL,Glendive MT,Grand Junction-Montrose CO,Grand Rapids-Kalamazoo-Battle Creek MI,Great Falls MT,Green Bay-Appleton WI,Greensboro-High Point-Winston Salem NC,Greenville-New Bern-Washington NC,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Greenwood-Greenville MS,Harlingen-Weslaco-Brownsville-McAllen TX,Harrisburg-Lancaster-Lebanon-York PA,Harrisonburg VA,Hartford & New Haven CT,Hattiesburg-Laurel MS,Helena MT,Honolulu HI,Houston TX,Huntsville-Decatur (Florence) AL,Idaho Falls-Pocatello ID,Indianapolis IN,Jackson MS,Jackson TN,Jacksonville FL,Johnstown-Altoona PA,Jonesboro AR,Joplin MO-Pittsburg KS,Juneau AK,Kansas City MO,Knoxville TN,La Crosse-Eau Claire WI,Lafayette IN,Lafayette LA,Lake Charles LA,Lansing MI,Laredo TX,Las Vegas NV,Lexington KY,Lima OH,Lincoln & Hastings-Kearney NE,Little Rock-Pine Bluff AR,Los Angeles CA,Louisville KY,Lubbock TX,Macon GA,Madison WI,Mankato MN,Marquette MI,Medford-Klamath Falls OR,Memphis TN,Meridian MS,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Minot-Bismarck-Dickinson(Williston) ND,Missoula MT,Mobile AL-Pensacola (Ft. Walton Beach) FL,Monroe LA-El Dorado AR,Monterey-Salinas CA,Montgomery (Selma) AL,Nashville TN,New Orleans LA,New York NY,Norfolk-Portsmouth-Newport News VA,North Platte NE,Odessa-Midland TX,Oklahoma City OK,Omaha NE,Orlando-Daytona Beach-Melbourne FL,Ottumwa IA-Kirksville MO,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,Palm Springs CA,Panama City FL,Parkersburg WV,Peoria-Bloomington IL,Philadelphia PA,Phoenix AZ,Pittsburgh PA,Portland OR,Portland-Auburn ME,Presque Isle ME,Providence RI-New Bedford MA,Quincy IL-Hannibal MO-Keokuk IA,Raleigh-Durham (Fayetteville) NC,Rapid City SD,Reno NV,Richmond-Petersburg VA,Roanoke-Lynchburg VA,Rochester MN-Mason City IA-Austin MN,Rochester NY,Rockford IL,Sacramento-Stockton-Modesto CA,Salisbury MD,Salt Lake City UT,San Angelo TX,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Santa Barbara-Santa Maria-San Luis Obispo CA,Savannah GA,Seattle-Tacoma WA,Sherman TX-Ada OK,Shreveport LA,Sioux City IA,Sioux Falls(Mitchell) SD,South Bend-Elkhart IN,Spokane WA,Springfield MO,Springfield-Holyoke MA,St. Joseph MO,St. Louis MO,Syracuse NY,Tallahassee FL-Thomasville GA,Tampa-St. Petersburg (Sarasota) FL,Terre Haute IN,Toledo OH,Topeka KS,Traverse City-Cadillac MI,Tri-Cities TN-VA,Tucson (Sierra Vista) AZ,Tulsa OK,Twin Falls ID,Tyler-Longview(Lufkin & Nacogdoches) TX,Utica NY,Victoria TX,Waco-Temple-Bryan TX,Washington DC (Hagerstown MD),Watertown NY,Wausau-Rhinelander WI,West Palm Beach-Ft. Pierce FL,Wheeling WV-Steubenville OH,Wichita Falls TX & Lawton OK,Wichita-Hutchinson KS,Wilkes Barre-Scranton PA,Wilmington NC,Yakima-Pasco-Richland-Kennewick WA,Youngstown OH,Yuma AZ-El Centro CA,Zanesville OH,Akron,Albany,Albuquerque,Ashburn,Atlanta,Auburn,Augusta,Austin,Bakersfield,Baltimore,Baton Rouge,Birmingham,Boise,Boston,Bridgeport,Brockton,Buffalo,Burlington,Cambridge,Charlotte,Chattanooga,Chicago,Chula Vista,Cincinnati,Cleveland,College Station,Colorado Springs,Columbia,Columbus,Compton,Concord,Conway,Corpus Christi,Dallas,Dalton,Dearing,Delray Beach,Denver,Detroit,Durham,El Paso,Elizabeth,Elmhurst,Fayetteville,Fort Worth,Fresno,Greensboro,Hartford,Herndon,Hialeah,Hicksville,Homestead,Honolulu,Houston,Huntsville,Indianapolis,Irvine,Jackson,Jackson,Jacksonville,Jersey City,Kansas City,Knoxville,Lancaster,Las Vegas,Leeds,Lexington,Lincoln,Little Rock,Littleton,London,Long Beach,Los Angeles,Louisville,Lubbock,Macon,Madison,McAllen,Memphis,Miami,Milpitas,Milwaukee,Minneapolis,Mobile,Modesto,Montgomery,Moreno Valley,Nashville,New Orleans,New York_y,Newark,Norfolk,Oakland,Oklahoma City,Omaha,Orlando,Paterson,Peachtree City,Pembroke Pines,Philadelphia,Phoenix,Pittsburgh,Pleasanton,Plymouth Meeting,Portland,Providence,Raleigh,Reston,Richardson,Richmond,Riverside,Rochester,Rocky Mount,Sacramento,Saint Paul,Salt Lake City,San Antonio,San Bernardino,San Diego,San Francisco,San Jose,Santa Ana,Santa Clara,Savannah,Seattle,Sheridan,Spokane,St. Louis,State College,Sterling,Stockbridge,Stockton,Syracuse,Tallahassee,Tampa,Tempe,Toledo,Tucson,Tulsa,Victorville,Virginia Beach,Washington_y,Yonkers
Lea Michele,56,0,70,51,77,63,85,0,72,70,55,95,0,77,68,64,69,61,56,76,70,99,66,74,0,66,0,66,55,77,92,62,100,59,0,74,54,60,89,80,66,0,59,64,76,0,54,65,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,70.0,,,,,,83.0,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,66.0,,,,,,,100.0,,,,,,,,,,72.0,,,,,61.0,,,,,,,,,,,,65.0,,73.0,82.0,67.0,,,,66.0,,,,,,,,,,,,,,,,,69.0,
Keyshia Cole,66,12,22,43,27,19,34,52,49,48,66,18,8,33,32,16,20,30,85,9,46,24,41,20,100,34,8,19,23,10,37,19,41,55,11,38,25,9,38,31,66,14,40,36,9,10,30,16,18,24,0,0,100,22,13,0,0,0,0,41,60,15,31,36,0,65,0,0,0,0,0,44,0,0,16,0,21,0,0,0,0,0,48,0,33,0,0,0,26,0,24,0,28,0,64,0,50,26,0,0,28,0,26,14,0,35,0,0,0,0,0,0,0,0,0,0,22,59,23,0,0,0,0,0,0,22,0,0,34,39,30,0,0,22,0,23,0,0,13,29,27,0,26,77,0,41,0,0,0,0,24,0,0,0,55,0,0,0,20,16,0,0,39,21,29,0,58,0,0,0,0,53,0,33,27,14,0,0,37,0,0,72,26,56,32,44,0,0,19,19,28,0,0,0,0,0,0,37,19,18,7,0,0,23,0,50,0,0,38,0,0,25,0,27,0,7,0,17,16,16,0,48,13,0,56,0,0,0,0,0,0,0,30,26,65,32,0,28,0,0,0,0,0,0,0,0,0,31,22,0,0,36,0,0,0,14,0,0,0,0,0,,,,,64.0,,,,,72.0,85.0,72.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,100.0,100.0,55.0,,,,,,,,,,,,,,,,,,,76.0,,,53.0,,,,,,,80.0,,50.0,,,,,,,,,66.0,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,
A Rocket To The Moon,54,0,70,51,46,56,79,0,44,53,48,42,86,64,79,73,71,75,39,71,46,67,96,60,37,89,0,69,69,76,72,55,50,52,0,94,71,46,87,50,53,72,56,61,100,0,48,69,65,93,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,65,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,62,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,55.0,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,68.0,,,,,,,,,63.0,,,,,,,,,57.0,,,,,,,,,,,,,66.0,,,,,78.0,,,,,,,85.0,93.0,,,,,,,96.0,78.0,,,,,,,,69.0,,,100.0,,,,,,,56.0,,,,,,,,
Soundgarden,62,65,58,72,47,58,57,60,47,51,54,24,53,54,69,68,65,85,69,85,49,63,67,57,56,73,79,55,53,74,53,64,52,64,72,77,71,65,72,61,60,57,70,57,43,54,51,97,100,69,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,74,0,0,0,0,0,0,0,54,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,48,0,0,0,0,0,62,0,0,0,0,0,0,66,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,42,0,0,100,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,,,,,58.0,,,78.0,,,,,,58.0,,,,,,,,,,,,,,,81.0,,,,,,,,,61.0,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,57.0,,,,,,,,52.0,,,,,,,,,,57.0,,,,,,,,,,,68.0,,,,,,,58.0,,,,83.0,,,,,,,,,,,,62.0,,,,,,,,100.0,,,73.0,,,,,,,,,,,,,,,
Avicii,36,41,66,37,71,80,97,84,49,74,39,61,61,79,62,72,50,37,34,76,74,100,63,67,26,46,84,52,66,96,93,58,96,50,70,55,40,57,85,97,48,58,42,51,60,84,40,55,52,76,71,0,0,54,42,0,0,0,0,23,0,39,0,52,0,0,0,0,0,0,0,25,0,0,64,0,45,67,0,0,0,65,0,0,32,0,0,0,51,0,40,0,29,44,0,0,0,40,0,0,23,0,0,57,41,38,0,0,59,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,37,0,40,31,0,31,0,50,43,0,57,0,0,42,29,0,0,41,0,0,0,100,0,0,0,26,0,0,0,0,0,0,0,44,0,0,0,0,54,22,0,0,65,0,0,0,0,0,60,45,39,0,0,0,0,0,0,30,0,64,32,0,0,21,36,36,0,0,0,0,0,0,50,39,44,37,45,0,51,0,29,0,0,42,0,0,48,0,31,0,35,0,29,52,29,77,0,34,0,0,0,0,0,41,0,64,0,26,65,0,35,0,0,0,0,0,44,0,0,0,0,0,40,28,0,0,44,0,0,0,45,0,0,0,0,0,,,,,,,,,,,,,,87.0,,,,,,,,54.0,,,,,,,,,,,,,,,,60.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,62.0,,,,,,,60.0,,,45.0,,,,,,,88.0,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,74.0,55.0,75.0,,,,45.0,,,,,,,,,,,,,,,,,52.0,
30 Seconds to Mars,73,77,84,72,82,92,72,67,62,80,74,56,86,81,85,83,73,86,72,75,66,67,90,70,67,91,80,86,78,78,73,80,69,73,87,91,88,59,91,73,71,87,73,89,100,65,91,68,80,88,79,0,0,70,77,0,0,0,0,59,0,59,0,59,0,0,0,0,0,0,0,0,0,0,64,0,73,0,0,0,0,0,0,0,71,0,0,0,70,0,67,0,82,0,0,0,0,69,0,0,83,0,100,87,0,74,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,83,0,0,0,0,0,0,0,75,0,68,0,0,0,72,0,0,75,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,73,0,0,0,0,76,80,0,0,0,0,0,0,0,0,60,80,64,0,0,0,0,0,0,75,0,53,71,0,0,77,0,71,0,0,0,0,0,0,76,72,79,55,0,0,68,0,59,0,0,0,0,0,0,0,67,0,95,0,82,66,69,0,0,57,0,0,0,0,0,0,0,0,0,81,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,74,0,0,0,84,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,73.0,,,,,,,,,,,,,,,,74.0,,,66.0,,,,,,,,70.0,,,,,,,,75.0,67.0,,,,,,,100.0,,,,,,,,,,,,,,,73.0,,,,,69.0,,,,,,,,77.0,,,,,,,,79.0,,,,,,,,,,,82.0,,100.0,,,,,71.0,,,,,,,,
Zedd,35,38,66,35,78,67,72,63,28,71,41,100,61,68,51,55,47,32,37,54,63,71,59,54,28,43,53,45,71,56,81,57,77,44,57,49,43,53,65,69,41,44,35,55,65,60,35,60,45,65,49,0,0,0,0,0,0,0,0,37,0,49,0,55,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,40,0,0,0,57,0,51,0,36,0,0,0,0,43,0,0,40,0,0,59,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,84,0,0,0,0,0,0,0,0,0,75,63,49,0,0,0,0,0,0,0,0,75,57,0,0,0,0,56,0,0,0,0,0,0,57,52,50,46,0,0,58,0,38,0,0,0,0,0,0,0,57,0,54,0,0,83,45,0,0,60,0,0,0,0,0,0,0,0,0,44,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,49.0,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,80.0,48.0,,,,,,,,,,,50.0,,,,,,,,63.0,,,,,,,48.0,,,,,,,,,,75.0,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,49.0,,91.0,47.0,100.0,,,,44.0,,,,,,,,,,,,,,,,,,
Far East Movement,44,51,71,45,98,62,65,52,43,57,52,100,58,63,54,62,58,45,44,53,56,72,59,68,40,53,57,54,76,66,64,67,64,51,59,53,47,55,60,62,45,54,45,63,62,49,42,71,41,65,55,0,0,0,0,0,0,0,0,49,0,50,0,51,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,47,0,0,0,58,0,0,0,46,0,0,0,0,45,0,0,54,0,0,55,0,47,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,78,58,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,71,0,0,0,0,95,0,0,0,0,0,0,0,0,0,47,62,64,0,0,0,0,0,0,0,0,57,0,0,0,0,0,51,0,0,0,0,0,0,55,68,45,46,0,0,63,0,45,0,0,0,0,0,0,0,94,0,55,0,63,79,57,0,0,57,0,0,0,0,0,0,0,0,0,47,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,95.0,,,,,,,90.0,59.0,,,84.0,,,,,,,,79.0,,,,,,,,100.0,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,64.0,,82.0,,,,,,,,,,,89.0,,,,,81.0,91.0,82.0,,,,68.0,,,,,,,,,,,,,,,,,,
Jay-Z,37,28,31,28,39,29,68,78,100,50,59,27,18,45,36,26,29,29,52,33,72,64,48,30,41,39,18,27,32,35,75,22,98,65,23,45,28,23,67,76,47,25,31,41,17,51,58,31,28,34,0,0,0,54,0,0,0,0,0,64,0,0,0,72,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,49,0,0,0,52,0,0,0,51,0,0,0,0,46,0,0,40,0,0,27,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,62,0,0,0,44,0,0,33,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,33,0,0,0,0,42,0,0,0,0,0,0,0,0,0,56,42,30,0,0,0,0,0,0,38,63,100,83,0,0,0,0,42,0,0,0,0,0,0,87,27,47,20,0,0,78,0,69,0,0,77,0,0,0,0,26,0,0,0,0,30,34,0,0,30,0,0,0,0,0,0,0,0,0,42,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,50,0,0,0,0,0,0,0,0,0,,,,,68.0,,,,,73.0,,,,63.0,,,,,,54.0,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,70.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,100.0,83.0,99.0,,,,,,,,93.0,,,,,,,66.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,
Mindless Behavior,77,10,18,47,15,17,27,50,31,43,73,22,8,39,37,19,24,35,91,8,69,20,41,20,100,36,10,18,23,8,27,22,32,52,12,43,26,8,31,23,69,16,52,37,10,0,22,12,17,24,12,0,92,0,0,0,0,0,0,61,100,17,0,58,0,86,0,0,0,0,0,71,0,0,16,0,29,0,0,0,0,0,67,0,45,0,0,0,40,0,40,0,44,0,78,0,84,34,0,0,33,0,34,15,0,46,0,0,0,0,0,0,0,0,0,0,0,83,21,0,0,0,0,0,0,29,0,0,43,0,32,0,0,23,0,25,0,0,18,40,51,0,35,80,0,51,0,0,0,0,31,0,0,0,78,0,0,0,24,0,0,0,54,16,46,0,79,0,0,0,0,96,0,42,41,20,0,0,56,0,0,100,40,69,30,58,0,0,25,0,34,0,0,0,0,0,0,34,19,19,0,0,0,17,0,57,0,0,51,0,0,30,0,20,0,0,0,26,14,8,0,56,12,0,87,0,0,0,0,0,0,0,40,0,56,31,0,38,0,0,0,0,27,0,0,0,0,37,23,0,0,43,0,0,0,0,0,0,0,0,0,,,,,,,,,,74.0,75.0,70.0,,,,,,,,47.0,,,,,58.0,,,61.0,42.0,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,46.0,,51.0,51.0,50.0,,,,,,,,,,,,,,,,,,,100.0,,,56.0,,,,,,,60.0,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaskade,14,0,48,17,100,57,43,38,34,61,21,60,28,42,22,17,19,11,17,19,36,40,27,22,13,19,0,16,68,29,45,58,49,22,0,18,18,30,30,39,18,0,16,43,44,32,24,51,21,24,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,23,0,0,34,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,81,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,29,0,0,0,0,0,0,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,65,39,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,100.0,,,,,,,,,62.0,,,33.0,,,,55.0,,,,,,,,43.0,,,,,,,63.0,66.0,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,63.0,55.0,59.0,,,,30.0,,,,,,,,,,,,,,,,,,
Hillsong United,75,0,62,74,64,53,26,0,36,74,70,55,46,41,57,52,61,48,51,23,42,34,48,57,53,62,54,49,31,32,37,62,33,65,47,47,100,49,40,35,70,52,65,81,15,0,52,66,47,44,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,77,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,88,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,100,0,67,0,0,0,0,0,0,0,0,44,0,0,0,0,0,89,0,0,0,0,0,0,42,66,0,59,0,0,0,0,62,0,0,0,0,0,0,0,73,0,0,0,0,60,55,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,56.0,,,46.0,,,,,,,,,,,,,,,,51.0,,,,,,,56.0,42.0,,,,,,,,,,,,,57.0,,49.0,,,,,46.0,,,,,,,,43.0,,,,,,,,54.0,,42.0,,,,,,,,,,,,,,,,44.0,,,,100.0,,,,
Lorde,64,68,82,72,72,84,67,76,37,68,64,86,94,72,88,99,83,74,62,81,71,74,80,85,56,77,98,86,72,81,62,79,67,74,94,81,79,78,78,80,73,82,70,67,100,85,43,75,79,91,72,0,0,73,78,0,0,0,0,50,0,70,0,62,0,0,0,0,0,0,0,58,0,82,59,0,67,78,0,0,97,72,0,0,66,0,0,0,59,0,69,0,60,0,71,0,0,69,0,0,53,0,68,79,74,61,0,0,65,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,81,0,69,53,0,60,0,67,67,0,59,0,0,73,54,0,0,76,0,0,65,0,0,0,0,68,0,0,0,0,0,100,0,58,67,0,0,59,68,63,0,0,80,0,0,0,47,0,48,74,72,0,0,64,0,0,0,65,57,60,70,0,0,59,79,59,0,0,0,0,0,0,64,72,68,69,64,0,72,0,56,0,0,73,65,0,53,0,65,0,93,0,50,64,38,81,0,66,0,0,0,0,0,70,73,76,0,64,68,0,56,0,79,0,0,0,66,76,0,0,0,0,73,32,0,0,59,0,0,74,66,0,0,0,0,0,,,,,,,,93.0,,,,,,78.0,,,,,,,,62.0,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,78.0,78.0,,,,97.0,,,,,,,,,,,,84.0,,90.0,58.0,93.0,,,,69.0,,,,,,,,,,,,,,,,,,
Jhene Aiko,69,0,56,51,69,39,65,99,64,69,100,69,23,73,54,35,43,40,93,18,97,58,69,39,67,47,0,33,71,27,77,40,96,88,0,53,45,30,68,80,77,0,58,59,23,0,45,40,30,40,0,0,0,0,0,0,0,0,0,79,0,0,0,70,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,71,0,0,0,60,0,0,0,52,0,0,0,0,0,0,0,46,0,0,41,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,51,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,68,0,0,0,0,0,0,0,0,0,54,0,34,0,0,0,0,0,0,0,0,80,100,0,0,0,0,56,0,0,0,0,0,0,72,53,0,0,0,0,0,0,74,0,0,0,0,0,0,0,66,0,0,0,0,56,32,0,0,29,0,0,0,0,0,0,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,40.0,,,,,62.0,,,,42.0,,,,,,65.0,,55.0,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,48.0,,49.0,,,,51.0,,,,,,,,,,,,100.0,46.0,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,46.0,
