track_id,artist,artist_id,track,track_id,peak,span,span_peak,span10,span40,week_entered,week_peaked
28850,One Direction,8241.0,Best Song Ever,28850,2,21,1,1,9,2013-08-11 00:00:00,2013-08-11 00:00:00
201,50 Cent,7692.0,Outlaw,201,87,1,1,0,0,2011-08-07 00:00:00,2011-08-07 00:00:00
25917,Mariah Carey,1899.0,You're Mine (Eternal),25917,88,1,1,0,0,2014-03-02 00:00:00,2014-03-02 00:00:00
26679,Melanie Martinez,8262.0,Seven Nation Army,26679,86,1,1,0,0,2012-12-09 00:00:00,2012-12-09 00:00:00
36105,Taio Cruz,8085.0,Dynamite,36105,2,41,3,18,38,2010-06-20 00:00:00,2010-08-22 00:00:00
18720,Imagine Dragons,8221.0,On Top Of The World,18720,79,18,2,0,0,2014-02-16 00:00:00,2014-03-16 00:00:00
619,Afrojack,8182.0,As Your Friend,619,88,3,1,0,0,2013-03-10 00:00:00,2013-03-10 00:00:00
22748,Katy Perry,7961.0,Wide Awake,22748,2,19,1,13,19,2012-06-10 00:00:00,2012-08-12 00:00:00
28428,Nicki Minaj,8134.0,Roman In Moscow,28428,64,2,1,0,0,2011-12-18 00:00:00,2011-12-18 00:00:00
36257,Taylor Swift,7850.0,Enchanted,36257,75,1,1,0,0,2010-11-14 00:00:00,2010-11-14 00:00:00
6899,Calvin Harris,8219.0,I Need Your Love,6899,16,25,1,0,17,2013-05-05 00:00:00,2013-08-18 00:00:00
6234,Britney Spears,7072.0,Criminal,6234,55,6,1,0,0,2011-10-30 00:00:00,2011-11-20 00:00:00
39739,YC,8161.0,Racks,39739,42,17,1,0,0,2011-04-17 00:00:00,2011-06-05 00:00:00
24507,Lil Wayne,7575.0,My Homies Still,24507,38,13,1,0,1,2012-06-24 00:00:00,2012-06-24 00:00:00
22489,Justin Bieber,8047.0,All Bad,22489,50,1,1,0,0,2013-12-01 00:00:00,2013-12-01 00:00:00
11342,Drake,8036.0,We'll Be Fine,11342,89,1,1,0,0,2011-12-04 00:00:00,2011-12-04 00:00:00
6508,Buck 22,8366.0,Achy Breaky 2,6508,80,1,1,0,0,2014-03-02 00:00:00,2014-03-02 00:00:00
36252,Taylor Swift,7850.0,Dear John,36252,54,1,1,0,0,2010-11-14 00:00:00,2010-11-14 00:00:00
3945,Big Time Rush,8097.0,Big Night,3945,79,1,1,0,0,2011-01-16 00:00:00,2011-01-16 00:00:00
25832,Marc Anthony,6679.0,Vivir Mi Vida,25832,92,5,1,0,0,2013-08-11 00:00:00,2013-08-11 00:00:00
25421,Luke Bryan,7913.0,That's My Kind Of Night,25421,15,21,1,0,17,2013-09-01 00:00:00,2013-09-29 00:00:00
29169,Paramore,7907.0,Monster,29169,36,2,1,0,1,2011-06-26 00:00:00,2011-06-26 00:00:00
34211,Shakira,7609.0,Gypsy,34211,65,3,1,0,0,2010-05-16 00:00:00,2010-05-16 00:00:00
8002,Christina Aguilera,6676.0,Not Myself Tonight,8002,23,8,1,0,1,2010-05-02 00:00:00,2010-05-02 00:00:00
8000,Christina Aguilera,6676.0,The Prayer,8000,85,1,1,0,0,2012-05-27 00:00:00,2012-05-27 00:00:00
9308,Danielle Bradbery,8292.0,Please Remember Me,9308,91,1,1,0,0,2013-06-30 00:00:00,2013-06-30 00:00:00
19733,Jamie Foxx,7220.0,Fall For Your Type,19733,50,18,1,0,0,2010-12-26 00:00:00,2011-02-20 00:00:00
7981,Chris Young,8053.0,Aw Naw,7981,45,20,1,0,0,2013-08-04 00:00:00,2013-11-03 00:00:00
8482,Coldplay,7068.0,Princess Of China,8482,20,12,1,0,1,2011-11-13 00:00:00,2011-11-13 00:00:00
32491,Rob Thomas,7233.0,Mockingbird,32491,95,4,1,0,0,2010-08-01 00:00:00,2010-08-29 00:00:00
32404,Rihanna,7472.0,Only Girl (In The World),32404,1,27,1,15,25,2010-09-26 00:00:00,2010-12-05 00:00:00
13780,Five Finger Death Punch,8191.0,Under And Over It,13780,77,1,1,0,0,2011-08-21 00:00:00,2011-08-21 00:00:00
32955,Roscoe Dash,8067.0,Good Good Night,32955,91,4,1,0,0,2011-10-30 00:00:00,2011-10-30 00:00:00
36233,Taylor Swift,7850.0,Safe & Sound,36233,30,17,1,0,4,2012-01-08 00:00:00,2012-01-08 00:00:00
36232,Taylor Swift,7850.0,Eyes Open,36232,19,13,1,0,8,2012-04-08 00:00:00,2012-04-08 00:00:00
26535,Maxwell,7359.0,Fistful Of Tears,26535,94,4,1,0,0,2010-04-04 00:00:00,2010-04-11 00:00:00
22674,Karmin,8224.0,Brokenhearted,22674,16,19,1,0,14,2012-03-25 00:00:00,2012-06-10 00:00:00
10950,Don Omar,7822.0,Taboo,10950,97,1,1,0,0,2011-07-24 00:00:00,2011-07-24 00:00:00
33899,Sara Bareilles,7923.0,King Of Anything,33899,32,22,1,0,6,2010-07-11 00:00:00,2010-09-26 00:00:00
28857,One Direction,8241.0,Strong,28857,87,1,1,0,0,2013-12-08 00:00:00,2013-12-08 00:00:00
10422,Dierks Bentley,2432.0,Say You Do,10422,71,9,1,0,0,2015-02-01 00:00:00,2015-03-22 00:00:00
23432,Kip Moore,8237.0,Hey Pretty Girl,23432,41,19,1,0,0,2013-04-07 00:00:00,2013-08-04 00:00:00
20056,Jay-Z,6705.0,Who Gon Stop Me,20056,44,2,1,0,0,2011-08-28 00:00:00,2011-08-28 00:00:00
26383,Mary Lambert,7772.0,Secrets,26383,72,6,1,0,0,2014-09-21 00:00:00,2014-10-12 00:00:00
34408,Sheppard,8425.0,Geronimo,34408,58,12,1,0,0,2014-12-21 00:00:00,2015-03-01 00:00:00
17387,Hannah Montana,7843.0,Ordinary Girl,17387,91,2,2,0,0,2010-08-01 00:00:00,2010-08-01 00:00:00
4943,Birdman,7835.0,Y.U. Mad,4943,68,1,1,0,0,2011-10-09 00:00:00,2011-10-09 00:00:00
14082,Foster The People,8169.0,Don't Stop (Color On The Walls),14082,86,9,1,0,0,2012-01-29 00:00:00,2012-02-26 00:00:00
16167,Glee Cast,8043.0,It's Not Unusual,16167,65,1,1,0,0,2011-10-09 00:00:00,2011-10-09 00:00:00
3172,Becky G,8390.0,Can't Stop Dancin',3172,88,3,1,0,0,2015-01-11 00:00:00,2015-02-15 00:00:00
22897,Ke$ha,8062.0,Crazy Kids,22897,40,26,2,0,2,2013-06-16 00:00:00,2013-08-04 00:00:00
32607,Robin Thicke,7875.0,Give It 2 U,32607,25,12,1,0,7,2013-09-08 00:00:00,2013-09-15 00:00:00
19730,James Wolpert,8326.0,A Case Of You,19730,72,1,1,0,0,2013-11-24 00:00:00,2013-11-24 00:00:00
8496,Cole Swindell,8337.0,Hope You Get Lonely Tonight,8496,50,17,2,0,0,2014-06-29 00:00:00,2014-10-05 00:00:00
16139,Glee Cast,8043.0,Somewhere Only We Know,16139,42,1,1,0,0,2011-05-15 00:00:00,2011-05-15 00:00:00
27038,Miguel,8133.0,Quickie,27038,62,14,1,0,0,2011-08-07 00:00:00,2011-09-11 00:00:00
39428,will.i.am,7915.0,Fall Down,39428,58,1,1,0,0,2013-05-05 00:00:00,2013-05-05 00:00:00
25922,Mariah Carey,1899.0,Up Out My Face,25922,100,1,1,0,0,2010-03-07 00:00:00,2010-03-07 00:00:00
31117,PSY,8248.0,Gentleman,31117,5,15,1,1,5,2013-04-28 00:00:00,2013-05-05 00:00:00
23710,Lana Del Rey,8211.0,West Coast,23710,17,2,1,0,1,2014-05-04 00:00:00,2014-05-04 00:00:00
22991,Kellie Pickler,7859.0,Didn't You Know How Much I Loved You,22991,97,2,1,0,0,2010-02-28 00:00:00,2010-03-14 00:00:00
193,5 Seconds Of Summer,8375.0,She Looks So Perfect,193,24,20,1,0,7,2014-04-20 00:00:00,2014-06-15 00:00:00
13444,Fall Out Boy,7739.0,Immortals,13444,72,4,1,0,0,2015-02-08 00:00:00,2015-03-22 00:00:00
8880,Craig Morgan,3813.0,Wake Up Lovin' You,8880,99,2,2,0,0,2014-05-11 00:00:00,2014-05-11 00:00:00
11321,Drake,8036.0,"Hold On, We're Going Home",11321,4,33,1,13,31,2013-08-25 00:00:00,2013-10-13 00:00:00
26467,Matt McAndrew,8423.0,Wasted Love,26467,14,1,1,0,1,2015-01-04 00:00:00,2015-01-04 00:00:00
12767,Empire Cast,8439.0,Conqueror,12767,42,2,1,0,0,2015-03-22 00:00:00,2015-03-22 00:00:00
7909,Chris Brown,7750.0,Look At Me Now,7909,6,27,1,10,25,2011-02-20 00:00:00,2011-04-17 00:00:00
200,50 Cent,7692.0,New Day,200,79,1,1,0,0,2012-08-19 00:00:00,2012-08-19 00:00:00
10403,Dierks Bentley,2432.0,I Hold On,10403,40,19,1,0,1,2014-01-05 00:00:00,2014-03-16 00:00:00
38128,Tyler Farr,8298.0,Redneck Crazy,38128,29,20,1,0,5,2013-06-16 00:00:00,2013-09-29 00:00:00
2603,B.o.B ,8065.0,HeadBand,2603,64,27,1,0,0,2013-06-09 00:00:00,2013-08-25 00:00:00
38912,Waka Flocka Flame,8083.0,Grove St. Party,38912,74,9,1,0,0,2011-04-03 00:00:00,2011-05-01 00:00:00
39571,Wisin,7769.0,Adrenalina,39571,94,1,1,0,0,2014-03-23 00:00:00,2014-03-23 00:00:00
11359,Drake,8036.0,10 Bands,11359,58,5,1,0,0,2015-03-01 00:00:00,2015-03-08 00:00:00
4118,Billy Currington,2882.0,Let Me Down Easy,4118,46,20,1,0,0,2010-12-12 00:00:00,2011-03-20 00:00:00
38043,Troye Sivan,8400.0,Happy Little Pill,38043,92,1,1,0,0,2014-08-10 00:00:00,2014-08-10 00:00:00
12961,Eric Church,7830.0,Springsteen,12961,19,22,3,0,16,2012-03-18 00:00:00,2012-05-20 00:00:00
36946,Tim McGraw,4257.0,Shotgun Rider,36946,38,22,1,0,2,2014-10-19 00:00:00,2015-01-04 00:00:00
28002,Natasha Bedingfield,7740.0,Strip Me,28002,91,4,1,0,0,2010-11-07 00:00:00,2010-12-26 00:00:00
16120,Glee Cast,8043.0,It's Not Right But It's Okay,16120,92,1,1,0,0,2012-05-13 00:00:00,2012-05-13 00:00:00
26343,Mary J. Blige,1583.0,Mr. Wrong,26343,87,9,1,0,0,2012-02-05 00:00:00,2012-02-26 00:00:00
29211,Passenger,8311.0,Let Her Go,29211,5,28,1,11,20,2013-08-18 00:00:00,2014-02-23 00:00:00
34416,Sheryl Crow,2300.0,Easy,34416,72,8,1,0,0,2013-07-21 00:00:00,2013-09-29 00:00:00
34059,Sean Kingston,7900.0,Eenie Meenie,34059,15,18,1,0,11,2010-04-11 00:00:00,2010-05-16 00:00:00
19544,Jake Owen,7829.0,The One That Got Away,19544,51,19,5,0,0,2012-08-26 00:00:00,2012-11-11 00:00:00
12723,Eminem,6716.0,Elevator,12723,67,1,1,0,0,2010-01-03 00:00:00,2010-01-03 00:00:00
194,5 Seconds Of Summer,8375.0,Don't Stop,194,47,3,1,0,0,2014-06-01 00:00:00,2014-06-01 00:00:00
22508,Justin Bieber,8047.0,All I Want For Christmas Is You (Superfestive),22508,86,1,1,0,0,2011-11-20 00:00:00,2011-11-20 00:00:00
16613,Gloriana,8046.0,Can't Shake You,16613,83,4,1,0,0,2013-05-26 00:00:00,2013-05-26 00:00:00
27683,Muse,8050.0,Neutron Star Collision (Love Is Forever),27683,77,1,1,0,0,2010-06-06 00:00:00,2010-06-06 00:00:00
36948,Tim McGraw,4257.0,One Of Those Nights,36948,32,20,1,0,1,2012-12-16 00:00:00,2013-02-24 00:00:00
33631,Sam Hunt,8396.0,Leave The Night On,33631,41,16,1,0,0,2014-07-13 00:00:00,2014-10-26 00:00:00
16121,Glee Cast,8043.0,Stereo Hearts,16121,92,1,1,0,0,2012-03-04 00:00:00,2012-03-04 00:00:00
21229,Joe Nichols,7659.0,Yeah,21229,41,19,1,0,0,2014-05-11 00:00:00,2014-08-03 00:00:00
15122,French Montana,8236.0,Bad B*tch,15122,95,1,1,0,0,2015-01-11 00:00:00,2015-01-11 00:00:00
15361,Gavin DeGraw,6804.0,Not Over You,15361,18,35,1,0,20,2011-06-26 00:00:00,2012-02-12 00:00:00
3935,Big Sean,8108.0,Dance (A$$),3935,10,24,1,1,19,2011-10-23 00:00:00,2012-01-08 00:00:00
16175,Glee Cast,8043.0,I'm Not Going To Teach Your Boyfriend To Dance With You,16175,72,1,1,0,0,2011-05-29 00:00:00,2011-05-29 00:00:00
34208,Shakira,7609.0,Dare (La La La),34208,53,11,1,0,0,2014-06-08 00:00:00,2014-06-29 00:00:00
19861,Jana Kramer,8127.0,Why Ya Wanna,19861,52,19,1,0,0,2012-05-20 00:00:00,2012-09-16 00:00:00
25454,Lupe Fiasco,7817.0,Battle Scars,25454,73,11,1,0,0,2012-09-16 00:00:00,2012-09-16 00:00:00
27125,Milky Chance,8401.0,Stolen Dance,27125,39,37,1,0,1,2014-08-10 00:00:00,2015-01-04 00:00:00
281,A-Trak + Milo & Otis,8440.0,Out The Speakers,281,98,1,1,0,0,2015-02-22 00:00:00,2015-02-22 00:00:00
22626,Kanye West,6675.0,Bound 2,22626,12,6,1,0,1,2013-12-08 00:00:00,2013-12-15 00:00:00
3858,Beyonce,1963.0,XO,3858,45,10,1,0,0,2014-01-05 00:00:00,2014-02-02 00:00:00
28861,One Direction,8241.0,One Thing,28861,39,20,2,0,3,2012-04-01 00:00:00,2012-07-08 00:00:00
12970,Eric Church,7830.0,Talladega,12970,43,20,1,0,0,2014-11-09 00:00:00,2015-02-08 00:00:00
28445,Nicole Scherzinger,8172.0,Don't Hold Your Breath,28445,86,1,1,0,0,2011-09-04 00:00:00,2011-09-04 00:00:00
14382,Frank Ocean,8185.0,Novacane,14382,82,4,1,0,0,2011-07-24 00:00:00,2011-07-24 00:00:00
11771,Ed Sheeran,8251.0,Sing,11771,13,20,2,0,13,2014-04-27 00:00:00,2014-06-08 00:00:00
16272,Glee Cast,8043.0,Time Warp,16272,89,1,1,0,0,2010-11-14 00:00:00,2010-11-14 00:00:00
21476,John Legend,6801.0,All Of Me,21476,6,31,1,6,17,2013-09-22 00:00:00,2014-08-03 00:00:00
569,Adele,8003.0,Rolling In The Deep,569,1,38,7,15,27,2010-12-26 00:00:00,2011-05-22 00:00:00
6222,Bridgit Mendler,8164.0,Ready Or Not,6222,49,13,1,0,0,2012-11-04 00:00:00,2013-01-13 00:00:00
13396,Faith Hill,3412.0,Come Home,13396,82,1,1,0,0,2011-11-27 00:00:00,2011-11-27 00:00:00
22628,Kanye West,6675.0,New Slaves,22628,56,2,1,0,0,2013-07-07 00:00:00,2013-07-07 00:00:00
38269,Usher,6258.0,One,38269,98,1,1,0,0,2013-07-07 00:00:00,2013-07-07 00:00:00
22901,Ke$ha,8062.0,Sleazy Remix 2.0 Get Sleazier,22901,37,1,1,0,1,2012-01-01 00:00:00,2012-01-01 00:00:00
22904,Ke$ha,8062.0,We R Who We R,22904,1,19,1,14,19,2010-11-14 00:00:00,2010-11-14 00:00:00
12392,Ellie Goulding,8192.0,Burn,12392,13,36,3,0,23,2013-08-11 00:00:00,2013-12-29 00:00:00
33512,Sage The Gemini,8306.0,Red Nose,33512,52,20,1,0,0,2013-08-04 00:00:00,2013-09-29 00:00:00
25451,LunchMoney Lewis,,Bills,25451,95,1,1,0,0,,
25428,Luke Bryan,7913.0,Someone Else Calling You Baby,25428,56,20,1,0,0,2010-11-14 00:00:00,2011-02-13 00:00:00
31446,Randy Houser,8010.0,Like A Cowboy,31446,62,14,1,0,0,2014-12-21 00:00:00,2015-02-15 00:00:00
4117,Billy Currington,2882.0,Hey Girl,4117,39,21,1,0,1,2013-05-19 00:00:00,2013-10-06 00:00:00
2341,Artists For Haiti,8081.0,We Are The World 25: For Haiti,2341,2,5,1,2,3,2010-02-28 00:00:00,2010-02-28 00:00:00
9353,Darius Rucker,7977.0,I Got Nothin',9353,84,10,2,0,0,2011-10-02 00:00:00,2011-10-02 00:00:00
16154,Glee Cast,8043.0,Blame It (On The Alcohol),16154,55,1,1,0,0,2011-03-13 00:00:00,2011-03-13 00:00:00
27070,Mike Posner,8095.0,Cooler Than Me,27070,6,28,4,11,25,2010-05-16 00:00:00,2010-07-18 00:00:00
28225,Neon Trees,8137.0,Everybody Talks,28225,6,28,1,3,18,2012-04-01 00:00:00,2012-09-16 00:00:00
5027,Blake Shelton,7303.0,Boys 'Round Here,5027,12,21,1,0,17,2013-04-14 00:00:00,2013-06-30 00:00:00
24645,Lindsey Pavao,8246.0,Say Aah,24645,80,1,1,0,0,2012-02-26 00:00:00,2012-02-26 00:00:00
22958,Keith Urban,7167.0,Put You In A Song,22958,53,17,1,0,0,2010-10-03 00:00:00,2011-02-06 00:00:00
5024,Blake Shelton,7303.0,Doin' What She Likes,5024,35,17,1,0,5,2014-02-02 00:00:00,2014-04-06 00:00:00
12959,Eric Church,7830.0,The Outsiders,12959,51,7,2,0,0,2013-11-10 00:00:00,2013-11-10 00:00:00
1178,Aloe Blacc,8350.0,The Man,1178,8,20,1,5,18,2013-12-29 00:00:00,2014-04-13 00:00:00
10012,Demi Lovato,7972.0,Skyscraper,10012,10,15,1,1,1,2011-07-31 00:00:00,2011-07-31 00:00:00
34132,Selena Gomez,8014.0,A Year Without Rain,34132,35,8,1,0,1,2010-09-26 00:00:00,2010-09-26 00:00:00
20059,Jay-Z,6705.0,On To The Next One,20059,37,14,1,0,2,2010-01-31 00:00:00,2010-03-14 00:00:00
36249,Taylor Swift,7850.0,Sparks Fly,36249,17,20,1,0,1,2010-11-14 00:00:00,2010-11-14 00:00:00
39577,Wiz Khalifa,8126.0,You And Your Friends,39577,88,4,1,0,0,2014-10-05 00:00:00,2014-10-26 00:00:00
16250,Glee Cast,8043.0,Run Joey Run,16250,61,1,1,0,0,2010-05-23 00:00:00,2010-05-23 00:00:00
25054,Lorde,8304.0,Glory And Gore,25054,68,3,1,0,0,2014-03-09 00:00:00,2014-03-16 00:00:00
8893,Craig Wayne Boyd,8427.0,The Old Rugged Cross,8893,59,1,1,0,0,2014-12-28 00:00:00,2014-12-28 00:00:00
28022,Naughty Boy,8369.0,La La La,28022,19,19,1,0,11,2014-03-09 00:00:00,2014-05-11 00:00:00
12895,Enrique Iglesias,6820.0,Finally Found You,12895,24,14,1,0,7,2012-09-30 00:00:00,2012-10-14 00:00:00
22278,Josh Turner,6220.0,I Wouldn't Be A Man,22278,92,1,1,0,0,2011-07-24 00:00:00,2011-07-24 00:00:00
22597,Kacey Musgraves,8268.0,Follow Your Arrow,22597,60,1,1,0,0,2014-02-16 00:00:00,2014-02-16 00:00:00
2731,Bad Meets Evil,8170.0,Fast Lane,2731,32,2,1,0,1,2011-05-22 00:00:00,2011-05-22 00:00:00
84,2 Chainz,8202.0,No Lie,84,24,26,1,0,17,2012-05-27 00:00:00,2012-09-09 00:00:00
6223,Bridgit Mendler,8164.0,Determinate,6223,51,3,1,0,0,2011-05-01 00:00:00,2011-05-08 00:00:00
22589,K'Naan,8026.0,Is Anybody Out There?,22589,92,2,1,0,0,2012-04-22 00:00:00,2012-04-29 00:00:00
19967,Jason Aldean,7746.0,Dirt Road Anthem,19967,7,19,1,2,15,2011-04-24 00:00:00,2011-07-03 00:00:00
16237,Glee Cast,8043.0,One Less Bell To Answer / A House Is Not A Home,16237,53,1,1,0,0,2010-05-16 00:00:00,2010-05-16 00:00:00
12724,Eminem,6716.0,Cold Wind Blows,12724,71,1,1,0,0,2010-07-11 00:00:00,2010-07-11 00:00:00
27292,Miranda Lambert,7772.0,The House That Built Me,27292,28,20,1,0,12,2010-04-11 00:00:00,2010-06-06 00:00:00
36023,T-Pain,7752.0,Reverse Cowgirl,36023,75,1,1,0,0,2010-04-11 00:00:00,2010-04-11 00:00:00
7237,Cassadee Pope,8261.0,Stupid Boy,7237,40,1,1,0,1,2012-12-30 00:00:00,2012-12-30 00:00:00
24514,Lil Wayne,7575.0,MegaMan,24514,52,1,1,0,0,2011-09-18 00:00:00,2011-09-18 00:00:00
36832,Thomas Rhett,8250.0,It Goes Like This,36832,25,22,1,0,12,2013-06-30 00:00:00,2013-10-13 00:00:00
16262,Glee Cast,8043.0,Borderline/Open Your Heart,16262,78,1,1,0,0,2010-05-09 00:00:00,2010-05-09 00:00:00
1086,Alicia Keys,7452.0,Un-Thinkable (I'm Ready),1086,21,20,3,0,13,2010-04-25 00:00:00,2010-07-04 00:00:00
27299,Miranda Lambert,7772.0,Little Red Wagon,27299,55,5,1,0,0,2015-03-01 00:00:00,2015-03-01 00:00:00
29168,Paramore,7907.0,Still Into You,29168,25,15,1,0,7,2013-04-28 00:00:00,2013-10-20 00:00:00
36789,The-Dream,7916.0,Love King,36789,92,3,1,0,0,2010-04-04 00:00:00,2010-04-04 00:00:00
9600,David Guetta,7965.0,Where Them Girls At,9600,14,20,1,0,11,2011-05-22 00:00:00,2011-05-22 00:00:00
21499,John Mayer,7655.0,Who You Love,21499,48,2,1,0,0,2013-12-22 00:00:00,2014-01-05 00:00:00
22630,Kanye West,6675.0,Blood On The Leaves,22630,89,2,1,0,0,2013-07-07 00:00:00,2013-09-15 00:00:00
23246,Kid Ink,8277.0,Body Language,23246,72,19,1,0,0,2014-10-26 00:00:00,2015-01-11 00:00:00
7236,Cassadee Pope,8261.0,Over You,7236,25,2,1,0,1,2012-12-09 00:00:00,2012-12-09 00:00:00
22567,K. Michelle,8332.0,Can't Raise A Man,22567,94,7,1,0,0,2014-02-16 00:00:00,2014-02-16 00:00:00
27291,Miranda Lambert,7772.0,Heart Like Mine,27291,44,20,1,0,0,2011-02-27 00:00:00,2011-04-24 00:00:00
22639,Kanye West,6675.0,POWER,22639,22,16,1,0,2,2010-07-18 00:00:00,2010-07-18 00:00:00
16234,Glee Cast,8043.0,Only The Good Die Young,16234,50,1,1,0,0,2010-10-24 00:00:00,2010-10-24 00:00:00
32036,Rej3ctz,8179.0,Cat Daddy,32036,97,1,1,0,0,2011-06-19 00:00:00,2011-06-19 00:00:00
36951,Tim McGraw,4257.0,Truck Yeah,36951,57,16,1,0,0,2012-07-22 00:00:00,2012-09-16 00:00:00
22907,Ke$ha,8062.0,Take It Off,22907,22,7,1,0,2,2010-01-24 00:00:00,2010-11-07 00:00:00
28849,One Direction,8241.0,Steal My Girl,28849,13,2,1,0,1,2014-10-19 00:00:00,2014-10-19 00:00:00
24657,Linkin Park,7031.0,Waiting For The End,24657,42,23,1,0,0,2010-10-03 00:00:00,2011-02-20 00:00:00
19154,J. Cole,8114.0,Nobody's Perfect,19154,61,19,2,0,0,2012-06-03 00:00:00,2012-07-22 00:00:00
39833,Young Thug,8367.0,Stoner,39833,47,15,1,0,0,2014-03-02 00:00:00,2014-04-06 00:00:00
21505,John Mayer,7655.0,Half Of My Heart,21505,35,16,1,0,5,2010-06-27 00:00:00,2010-08-29 00:00:00
12963,Eric Church,7830.0,Drink In My Hand,12963,40,20,1,0,1,2011-10-09 00:00:00,2011-11-27 00:00:00
13702,Fifth Harmony,8307.0,Miss Movin' On,13702,76,11,1,0,0,2013-08-04 00:00:00,2013-09-08 00:00:00
8025,Christina Grimmie,8376.0,Can't Help Falling In Love,8025,74,1,1,0,0,2014-06-08 00:00:00,2014-06-08 00:00:00
37957,Trey Songz,7745.0,Love Faces,37957,63,15,3,0,0,2011-02-13 00:00:00,2011-03-20 00:00:00
12766,Empire Cast,8439.0,You're So Beautiful,12766,47,3,1,0,0,2015-03-15 00:00:00,2015-03-22 00:00:00
18678,Idina Menzel,8343.0,Let It Go,18678,5,19,3,4,15,2013-12-15 00:00:00,2014-04-06 00:00:00
7712,Cher Lloyd,8227.0,Oath,7712,73,2,1,0,0,2012-12-16 00:00:00,2013-01-13 00:00:00
3940,Big Sean,8108.0,All Your Fault,3940,80,1,1,0,0,2015-03-15 00:00:00,2015-03-15 00:00:00
13924,Flo Rida,7924.0,Club Can't Handle Me,13924,9,29,5,7,24,2010-07-18 00:00:00,2010-09-26 00:00:00
36047,T.I.,5921.0,Wit Me,36047,80,2,1,0,0,2013-06-09 00:00:00,2013-06-16 00:00:00
19506,Jacquie Lee,8351.0,Angel,19506,87,1,1,0,0,2013-12-29 00:00:00,2013-12-29 00:00:00
30715,Pitbull,4915.0,Pause,30715,73,1,1,0,0,2011-06-26 00:00:00,2011-06-26 00:00:00
38926,Wale,8057.0,Focused,38926,97,1,1,0,0,2011-11-06 00:00:00,2011-11-06 00:00:00
20485,Jessie J,8125.0,Burnin' Up,20485,86,6,1,0,0,2014-11-02 00:00:00,2014-11-02 00:00:00
32605,Robin Thicke,7875.0,Get Her Back,32605,82,1,1,0,0,2014-07-13 00:00:00,2014-07-13 00:00:00
26472,Matt Nathanson,7993.0,Run,26472,53,1,1,0,0,2011-11-27 00:00:00,2011-11-27 00:00:00
19142,Iyaz,8054.0,Solo,19142,32,18,1,0,5,2010-02-28 00:00:00,2010-05-09 00:00:00
39586,Wiz Khalifa,8126.0,When I'm Gone,39586,57,4,1,0,0,2011-04-17 00:00:00,2011-04-17 00:00:00
24506,Lil Wayne,7575.0,Rich As F**k,24506,38,19,2,0,4,2013-04-07 00:00:00,2013-06-30 00:00:00
21612,John Newman,8341.0,Love Me Again,21612,30,18,2,0,8,2013-12-08 00:00:00,2014-03-02 00:00:00
31441,Randy Houser,8010.0,Goodnight Kiss,31441,52,16,1,0,0,2014-01-26 00:00:00,2014-04-13 00:00:00
29167,Paramore,7907.0,Ain't It Fun,29167,10,24,1,1,17,2014-03-16 00:00:00,2014-05-25 00:00:00
34517,Sick Puppies,8145.0,Maybe,34517,56,15,1,0,0,2010-12-12 00:00:00,2011-02-06 00:00:00
23255,Kid Rock,6696.0,First Kiss,23255,66,1,1,0,0,2015-03-15 00:00:00,2015-03-15 00:00:00
38929,WALK THE MOON,8420.0,Shut Up And Dance,38929,21,18,1,0,2,2014-11-23 00:00:00,2015-03-22 00:00:00
18631,Hustle Gang,8289.0,Memories Back Then,18631,88,2,1,0,0,2013-05-12 00:00:00,2013-05-12 00:00:00
28435,Nicki Minaj,8134.0,Feeling Myself,28435,43,13,1,0,0,2015-01-04 00:00:00,2015-01-04 00:00:00
16098,Glee Cast,8043.0,Let Me Love You (Until You Learn To Love Yourself),16098,91,1,1,0,0,2013-02-17 00:00:00,2013-02-17 00:00:00
31481,Rascal Flatts,7516.0,Come Wake Me Up,31481,52,20,1,0,0,2012-08-12 00:00:00,2012-12-09 00:00:00
22277,Josh Turner,6220.0,Time Is Love,22277,57,19,1,0,0,2012-04-15 00:00:00,2012-08-19 00:00:00
18466,Hot Chelle Rae,8163.0,Tonight Tonight,18466,7,19,1,6,12,2011-05-01 00:00:00,2011-08-07 00:00:00
7854,Childish Gambino,8345.0,V. 3005,7854,64,19,1,0,0,2013-12-29 00:00:00,2014-10-26 00:00:00
10407,Dierks Bentley,2432.0,Home,10407,44,20,1,0,0,2011-11-27 00:00:00,2012-02-26 00:00:00
13457,Fantasia,7195.0,Without Me,13457,74,2,1,0,0,2013-07-21 00:00:00,2013-07-21 00:00:00
21500,John Mayer,7655.0,XO,21500,90,1,1,0,0,2014-06-15 00:00:00,2014-06-15 00:00:00
30711,Pitbull,4915.0,Give Me Everything,30711,1,28,1,17,27,2011-04-17 00:00:00,2011-07-10 00:00:00
19155,J. Cole,8114.0,Who Dat,19155,93,1,1,0,0,2010-06-13 00:00:00,2010-06-13 00:00:00
38271,Usher,6258.0,Climax,38271,17,20,1,0,13,2012-03-11 00:00:00,2012-05-20 00:00:00
24935,Lloyd,3483.0,Dedication To My Ex (Miss That),24935,79,5,1,0,0,2011-10-16 00:00:00,2011-10-30 00:00:00
22515,Justin Bieber,8047.0,That Should Be Me,22515,92,1,1,0,0,2010-04-11 00:00:00,2010-04-11 00:00:00
36127,Tamar Braxton,8263.0,Love And War,36127,57,20,1,0,0,2012-12-23 00:00:00,2012-12-23 00:00:00
