track_id,artist,artist_id,track,track_id,peak,span,span_peak,span10,span40,week_entered,week_peaked
23655,Lady Antebellum,7945.0,Wanted You More,23655,34,5,1,0,1,2011-09-25 00:00:00,2011-09-25 00:00:00
38036,Troop 41,8151.0,Do The John Wall,38036,76,8,1,0,0,2011-01-09 00:00:00,2011-02-06 00:00:00
23249,Kid Ink,8277.0,Hotel,23249,96,1,1,0,0,2015-02-22 00:00:00,2015-02-22 00:00:00
6458,Bruno Mars,8130.0,Treasure,6458,5,23,1,9,21,2013-06-02 00:00:00,2013-08-04 00:00:00
16273,Glee Cast,8043.0,Home,16273,90,1,1,0,0,2010-05-16 00:00:00,2010-05-16 00:00:00
12966,Eric Church,7830.0,Smoke A Little Smoke,12966,78,20,1,0,0,2010-10-03 00:00:00,2010-12-05 00:00:00
23232,Kid Cudi,8015.0,King Wizard,23232,91,2,1,0,0,2013-01-06 00:00:00,2013-01-13 00:00:00
6224,Bridgit Mendler,8164.0,Breakthrough,6224,88,1,1,0,0,2011-05-08 00:00:00,2011-05-08 00:00:00
23066,Kenny Chesney,6686.0,Pirate Flag,23066,46,18,1,0,0,2013-02-24 00:00:00,2013-05-26 00:00:00
35453,Steve Holy,7610.0,Love Don't Run,35453,78,7,1,0,0,2011-09-11 00:00:00,2011-10-02 00:00:00
14644,Frankie Ballard,8346.0,Sunshine & Whiskey,14644,61,14,1,0,0,2014-07-27 00:00:00,2014-10-12 00:00:00
8894,Craig Wayne Boyd,8427.0,My Baby's Got A Smile On Her Face,8894,34,1,1,0,1,2015-01-04 00:00:00,2015-01-04 00:00:00
31443,Randy Houser,8010.0,How Country Feels,31443,42,20,1,0,0,2012-10-21 00:00:00,2013-02-10 00:00:00
36260,Taylor Swift,7850.0,Long Live,36260,85,1,1,0,0,2010-11-14 00:00:00,2010-11-14 00:00:00
16163,Glee Cast,8043.0,Need You Now,16163,62,2,1,0,0,2011-02-20 00:00:00,2011-02-27 00:00:00
2447,August Alsina,8318.0,No Love,2447,73,4,1,0,0,2014-10-05 00:00:00,2014-10-05 00:00:00
37902,Train,7162.0,Marry Me,37902,34,20,1,0,3,2010-12-05 00:00:00,2011-02-20 00:00:00
23001,Kelly Clarkson,7665.0,Dark Side,23001,42,15,1,0,0,2012-07-08 00:00:00,2012-08-26 00:00:00
28866,One Direction,8241.0,Stockholm Syndrome,28866,99,1,1,0,0,2014-12-07 00:00:00,2014-12-07 00:00:00
36292,Taylor Swift,7850.0,New Romantics,36292,71,1,1,0,0,2015-03-22 00:00:00,2015-03-22 00:00:00
32859,Romeo Santos,8165.0,Promise,32859,83,9,1,0,0,2011-11-06 00:00:00,2011-11-27 00:00:00
22213,Jordin Sparks,7898.0,I Am Woman,22213,82,1,1,0,0,2011-05-29 00:00:00,2011-05-29 00:00:00
23236,Kid Cudi,8015.0,Marijuana,23236,54,1,1,0,0,2010-11-28 00:00:00,2010-11-28 00:00:00
18679,Idina Menzel,8343.0,Baby It's Cold Outside,18679,78,1,1,0,0,2014-12-07 00:00:00,2014-12-07 00:00:00
12726,Eminem,6716.0,Talkin' 2 Myself,12726,88,1,1,0,0,2010-07-11 00:00:00,2010-07-11 00:00:00
16251,Glee Cast,8043.0,Fire,16251,64,1,1,0,0,2010-05-16 00:00:00,2010-05-16 00:00:00
34128,Selena Gomez,8014.0,Who Says,34128,21,20,1,0,17,2011-04-03 00:00:00,2011-07-10 00:00:00
20049,Jay-Z,6705.0,Oceans,20049,83,1,1,0,0,2013-07-28 00:00:00,2013-07-28 00:00:00
27071,Mike Posner,8095.0,Please Don't Go,27071,16,20,1,0,15,2010-10-10 00:00:00,2010-12-12 00:00:00
23660,Lady Antebellum,7945.0,Our Kind Of Love,23660,80,1,1,0,0,2010-02-07 00:00:00,2010-02-07 00:00:00
28394,Nickelback,7573.0,Lullaby,28394,89,1,1,0,0,2011-12-11 00:00:00,2011-12-11 00:00:00
10667,Disclosure,8373.0,Latch,10667,7,30,1,4,22,2014-03-30 00:00:00,2014-08-10 00:00:00
19962,Jason Aldean,7746.0,The Only Way I Know,19962,40,19,1,0,1,2012-11-25 00:00:00,2013-02-17 00:00:00
11777,Ed Sheeran,8251.0,Lego House,11777,42,16,1,0,0,2013-04-14 00:00:00,2013-06-09 00:00:00
9428,Daughtry,7813.0,September,9428,36,20,1,0,5,2010-08-22 00:00:00,2010-11-07 00:00:00
37117,Toby Keith,3637.0,Bullets In The Gun,37117,83,14,1,0,0,2010-11-21 00:00:00,2011-02-20 00:00:00
36286,Taylor Swift,7850.0,Blank Space,36286,1,20,7,17,20,2014-11-16 00:00:00,2014-11-30 00:00:00
35756,Sugarland,7155.0,Little Miss,35756,71,14,1,0,0,2010-10-31 00:00:00,2011-04-10 00:00:00
37962,Trey Songz,7745.0,Can't Be Friends,37962,43,20,2,0,0,2010-10-03 00:00:00,2010-11-21 00:00:00
16275,Glee Cast,8043.0,Loser,16275,93,1,1,0,0,2010-06-20 00:00:00,2010-06-20 00:00:00
19956,Jason Aldean,7746.0,Sweet Little Somethin',19956,71,2,1,0,0,2014-09-21 00:00:00,2014-09-21 00:00:00
21502,John Mayer,7655.0,Wildfire,21502,85,3,1,0,0,2013-08-04 00:00:00,2013-09-08 00:00:00
22636,Kanye West,6675.0,H*A*M,22636,23,7,1,0,1,2011-01-30 00:00:00,2011-01-30 00:00:00
15191,Future,8216.0,Same Damn Time,15191,92,6,2,0,0,2012-05-06 00:00:00,2012-06-10 00:00:00
16130,Glee Cast,8043.0,Landslide,16130,23,2,1,0,1,2011-03-27 00:00:00,2011-03-27 00:00:00
16213,Glee Cast,8043.0,Lucky,16213,27,1,1,0,1,2010-10-31 00:00:00,2010-10-31 00:00:00
26852,Michael Buble,7468.0,It's A Beautiful Day,26852,94,1,1,0,0,2013-03-17 00:00:00,2013-03-17 00:00:00
24525,Lil Wayne,7575.0,I Am Not A Human Being,24525,65,1,1,0,0,2010-10-17 00:00:00,2010-10-17 00:00:00
22534,Justin Timberlake,7675.0,Suit & Tie,22534,3,19,2,13,18,2013-01-27 00:00:00,2013-04-07 00:00:00
28433,Nicki Minaj,8134.0,Only,28433,12,20,1,0,18,2014-11-16 00:00:00,2014-12-28 00:00:00
23234,Kid Cudi,8015.0,Pursuit Of Happiness (Nightmare),23234,95,1,1,0,0,2011-01-09 00:00:00,2011-01-09 00:00:00
16204,Glee Cast,8043.0,Singing In The Rain / Umbrella,16204,18,3,1,0,1,2010-12-05 00:00:00,2010-12-05 00:00:00
32275,Rick Ross,7809.0,Sanctified,32275,78,1,1,0,0,2014-03-23 00:00:00,2014-03-23 00:00:00
6225,Bridgit Mendler,8164.0,Somebody,6225,89,1,1,0,0,2011-05-08 00:00:00,2011-05-08 00:00:00
408,Ace Hood,8009.0,Hustle Hard,408,60,16,1,0,0,2011-04-24 00:00:00,2011-06-05 00:00:00
28853,One Direction,8241.0,Midnight Memories,28853,12,3,1,0,1,2013-12-08 00:00:00,2013-12-08 00:00:00
28436,Nicki Minaj,8134.0,Get On Your Knees,28436,88,1,1,0,0,2015-01-04 00:00:00,2015-01-04 00:00:00
24522,Lil Wayne,7575.0,Drop The World,24522,18,19,1,0,2,2010-01-17 00:00:00,2010-01-17 00:00:00
669,AJR,8391.0,I'm Ready,669,65,11,1,0,0,2014-06-22 00:00:00,2014-08-03 00:00:00
16861,Green Day,5662.0,Oh Love,16861,97,4,2,0,0,2012-08-26 00:00:00,2012-09-02 00:00:00
9306,Danielle Bradbery,8292.0,Grandpa (Tell Me 'Bout The Good Old Days),9306,89,1,1,0,0,2013-06-16 00:00:00,2013-06-16 00:00:00
15185,Future,8216.0,I Won,15185,98,3,1,0,0,2014-05-11 00:00:00,2014-06-15 00:00:00
34306,Shawn Mendes,8394.0,Life Of The Party,34306,24,2,1,0,1,2014-07-13 00:00:00,2014-07-13 00:00:00
39278,Whitney Houston,3490.0,Greatest Love Of All,39278,36,2,1,0,1,2012-02-26 00:00:00,2012-03-04 00:00:00
36219,Taylor John Williams,8428.0,Royals,36219,100,1,1,0,0,2014-12-21 00:00:00,2014-12-21 00:00:00
9350,Darius Rucker,7977.0,Wagon Wheel,9350,15,26,1,0,18,2013-02-03 00:00:00,2013-06-09 00:00:00
10009,Demi Lovato,7972.0,Made In The USA,10009,80,2,1,0,0,2013-08-04 00:00:00,2013-08-04 00:00:00
22951,Keith Urban,7167.0,Somewhere In My Car,22951,66,7,1,0,0,2014-09-14 00:00:00,2014-10-12 00:00:00
22510,Justin Bieber,8047.0,Somebody To Love,22510,15,18,1,0,6,2010-05-30 00:00:00,2010-07-18 00:00:00
26642,Meghan Trainor,8397.0,Lips Are Movin',26642,4,21,2,12,18,2014-11-09 00:00:00,2014-12-28 00:00:00
23521,KONGOS,8378.0,Come With Me Now,23521,31,19,2,0,8,2014-04-20 00:00:00,2014-07-27 00:00:00
23004,Kelly Clarkson,7665.0,I'll Be Home For Christmas,23004,93,1,1,0,0,2011-12-25 00:00:00,2011-12-25 00:00:00
15167,Fun.,8215.0,Some Nights,15167,3,46,6,19,29,2012-03-11 00:00:00,2012-09-30 00:00:00
16242,Glee Cast,8043.0,Me Against The Music,16242,56,1,1,0,0,2010-10-17 00:00:00,2010-10-17 00:00:00
16201,Glee Cast,8043.0,Forget You,16201,11,5,1,0,2,2010-12-05 00:00:00,2010-12-05 00:00:00
9303,Danielle Bradbery,8292.0,The Heart Of Dixie,9303,58,13,1,0,0,2013-08-04 00:00:00,2013-08-04 00:00:00
1535,Andy Grammer,8178.0,Keep Your Head Up,1535,53,20,1,0,0,2011-06-19 00:00:00,2011-10-02 00:00:00
12998,Eric Paslay,8336.0,Friday Night,12998,47,20,1,0,0,2013-11-03 00:00:00,2014-02-09 00:00:00
12372,Ella Henderson,8419.0,Ghost,12372,21,20,1,0,9,2014-11-16 00:00:00,2015-03-08 00:00:00
26120,Maroon 5,2761.0,Sugar,26120,2,9,1,9,9,2015-02-01 00:00:00,2015-03-15 00:00:00
24526,Lil Wayne,7575.0,Bill Gates,24526,75,1,1,0,0,2010-10-17 00:00:00,2010-10-17 00:00:00
148,3OH!3,8008.0,Touchin On My,148,49,2,1,0,0,2010-06-06 00:00:00,2010-06-06 00:00:00
16188,Glee Cast,8043.0,Hit Me With Your Best Shot / One Way Or Another,16188,86,1,1,0,0,2011-12-04 00:00:00,2011-12-04 00:00:00
16171,Glee Cast,8043.0,Songbird,16171,68,1,1,0,0,2011-05-22 00:00:00,2011-05-22 00:00:00
23197,Keri Hilson,7986.0,Pretty Girl Rock,23197,24,19,2,0,15,2010-12-12 00:00:00,2011-03-27 00:00:00
22132,Jon Pardi,8340.0,Up All Night,22132,56,13,1,0,0,2013-12-01 00:00:00,2014-02-02 00:00:00
16147,Glee Cast,8043.0,Jar Of Hearts,16147,49,1,1,0,0,2011-05-29 00:00:00,2011-05-29 00:00:00
38685,Vicci Martinez,8180.0,Afraid To Sleep,38685,78,1,1,0,0,2011-07-17 00:00:00,2011-07-17 00:00:00
25800,Mann,8129.0,Buzzin',25800,61,11,1,0,0,2011-01-30 00:00:00,2011-02-20 00:00:00
6781,Ca$h Out,8207.0,She Twerkin,6781,98,3,1,0,0,2014-07-13 00:00:00,2014-07-27 00:00:00
32403,Rihanna,7472.0,Rude Boy,32403,1,22,5,13,21,2010-02-28 00:00:00,2010-03-28 00:00:00
23641,La Roux,8087.0,Bulletproof,23641,8,19,1,2,13,2010-03-21 00:00:00,2010-06-13 00:00:00
22528,Justin Moore,8080.0,Bait A Hook,22528,63,10,1,0,0,2011-11-13 00:00:00,2012-01-15 00:00:00
22499,Justin Bieber,8047.0,All Around The World,22499,22,9,1,0,1,2012-06-24 00:00:00,2012-06-24 00:00:00
11361,Drake,8036.0,Know Yourself,11361,65,4,1,0,0,2015-03-08 00:00:00,2015-03-22 00:00:00
23569,Krewella,8280.0,Live For The Night,23569,100,1,1,0,0,2013-07-21 00:00:00,2013-07-21 00:00:00
32393,Rihanna,7472.0,Birthday Cake,32393,24,20,4,0,12,2012-03-11 00:00:00,2012-05-06 00:00:00
29212,Passion Pit,8244.0,Take A Walk,29212,84,22,1,0,0,2012-09-16 00:00:00,2013-02-10 00:00:00
28864,One Direction,8241.0,Where Do Broken Hearts Go,28864,88,1,1,0,0,2014-11-30 00:00:00,2014-11-30 00:00:00
16196,Glee Cast,8043.0,Dreams,16196,92,1,1,0,0,2011-05-22 00:00:00,2011-05-22 00:00:00
24655,Linkin Park,7031.0,BURN IT DOWN,24655,30,23,1,0,1,2012-05-06 00:00:00,2012-05-06 00:00:00
24510,Lil Wayne,7575.0,6 Foot 7 Foot,24510,9,19,1,1,19,2011-01-02 00:00:00,2011-01-02 00:00:00
16134,Glee Cast,8043.0,Friday,16134,34,2,1,0,1,2011-05-29 00:00:00,2011-05-29 00:00:00
28852,One Direction,8241.0,Diana,28852,11,1,1,0,1,2013-12-08 00:00:00,2013-12-08 00:00:00
22108,JoJo,7001.0,Disaster,22108,87,1,1,0,0,2011-09-25 00:00:00,2011-09-25 00:00:00
23571,Kris Allen,8041.0,Let It Be,23571,63,2,1,0,0,2010-03-14 00:00:00,2010-03-14 00:00:00
25596,Macklemore,8233.0,White Walls,25596,15,22,1,0,13,2013-10-06 00:00:00,2013-12-29 00:00:00
16106,Glee Cast,8043.0,Black Or White,16106,64,1,1,0,0,2012-02-19 00:00:00,2012-02-19 00:00:00
17241,Gym Class Heroes,7868.0,Stereo Hearts,17241,4,19,1,8,12,2011-07-03 00:00:00,2011-10-16 00:00:00
23073,Kenny Chesney,6686.0,You And Tequila,23073,33,19,5,0,12,2011-06-12 00:00:00,2011-08-07 00:00:00
16279,Glee Cast,8043.0,Don't Cry For Me Argentina (Lea Michele Version),16279,97,1,1,0,0,2010-12-19 00:00:00,2010-12-19 00:00:00
16216,Glee Cast,8043.0,I Dreamed A Dream,16216,31,2,1,0,1,2010-06-06 00:00:00,2010-06-06 00:00:00
27033,Migos,8319.0,Handsome And Wealthy,27033,83,3,1,0,0,2014-10-12 00:00:00,2014-10-26 00:00:00
16191,Glee Cast,8043.0,She's Not There,16191,87,1,1,0,0,2011-02-27 00:00:00,2011-02-27 00:00:00
34246,Shania Twain,6211.0,Today Is Your Day,34246,66,1,1,0,0,2011-07-03 00:00:00,2011-07-03 00:00:00
25386,Ludacris,7052.0,Representin',25386,97,4,1,0,0,2012-12-16 00:00:00,2012-12-16 00:00:00
23019,Kelly Clarkson,7665.0,Heartbeat Song,23019,21,9,1,0,5,2015-02-01 00:00:00,2015-03-22 00:00:00
31332,Rae Sremmurd,8404.0,No Type,31332,51,3,1,0,0,2014-10-12 00:00:00,2014-10-26 00:00:00
22514,Justin Bieber,8047.0,Never Say Never,22514,8,19,1,1,5,2010-06-27 00:00:00,2011-03-06 00:00:00
19269,Jack Johnson,7670.0,You And Your Heart,19269,20,4,1,0,1,2010-04-25 00:00:00,2010-04-25 00:00:00
33912,Sara Ramirez,8160.0,The Story,33912,69,1,1,0,0,2011-04-17 00:00:00,2011-04-17 00:00:00
5067,Blink-182,6731.0,Up All Night,5067,65,2,1,0,0,2011-07-31 00:00:00,2011-08-07 00:00:00
6229,Britney Spears,7072.0,Ooh La La,6229,54,5,1,0,0,2013-07-07 00:00:00,2013-07-28 00:00:00
30717,Pitbull,4915.0,Bon Bon,30717,61,5,1,0,0,2010-11-21 00:00:00,2010-11-21 00:00:00
12713,Eminem,6716.0,The Monster,12713,1,29,4,13,25,2013-11-17 00:00:00,2013-12-22 00:00:00
82,2 Chainz,8202.0,Feds Watching,82,66,13,1,0,0,2013-07-21 00:00:00,2013-09-29 00:00:00
34417,Sheryl Crow,2300.0,Lean On Me,34417,47,1,1,0,0,2010-02-14 00:00:00,2010-02-14 00:00:00
1943,Ariana Grande,8287.0,The Way,1943,9,26,2,4,24,2013-04-14 00:00:00,2013-06-23 00:00:00
23965,Lee DeWyze,8116.0,Falling Slowly,23965,66,2,1,0,0,2010-06-13 00:00:00,2010-06-13 00:00:00
8024,Christina Grimmie,8376.0,Somebody That I Used To Know,8024,66,1,1,0,0,2014-06-08 00:00:00,2014-06-08 00:00:00
25366,Lucy Hale,8357.0,You Sound Good To Me,25366,88,1,1,0,0,2014-01-26 00:00:00,2014-01-26 00:00:00
11775,Ed Sheeran,8251.0,Thinking Out Loud,11775,2,24,8,14,17,2014-10-26 00:00:00,2015-02-01 00:00:00
20046,Jay-Z,6705.0,Tom Ford,20046,39,19,1,0,1,2013-07-28 00:00:00,2013-07-28 00:00:00
23593,Kristen Bell,8356.0,For The First Time In Forever,23593,57,19,1,0,0,2014-01-12 00:00:00,2014-02-09 00:00:00
36018,T-Pain,7752.0,Up Down (Do This All Day),36018,62,20,1,0,0,2013-12-08 00:00:00,2014-03-09 00:00:00
22952,Keith Urban,7167.0,We Were Us,22952,26,19,1,0,4,2013-09-29 00:00:00,2013-11-24 00:00:00
10405,Dierks Bentley,2432.0,Tip It On Back,10405,66,16,1,0,0,2012-11-18 00:00:00,2013-02-24 00:00:00
16182,Glee Cast,8043.0,I Can't Go For That / You Make My Dreams,16182,80,1,1,0,0,2011-12-04 00:00:00,2011-12-04 00:00:00
19159,J. Dash,8285.0,WOP,19159,51,8,1,0,0,2013-04-07 00:00:00,2013-08-04 00:00:00
12897,Enrique Iglesias,6820.0,Dirty Dancer,12897,18,12,1,0,3,2011-05-29 00:00:00,2011-05-29 00:00:00
22757,Katy Perry,7961.0,Circle The Drain,22757,58,1,1,0,0,2010-08-29 00:00:00,2010-08-29 00:00:00
7055,Carly Rae Jepsen,8222.0,I Really Like You,7055,48,2,1,0,0,2015-03-22 00:00:00,2015-03-22 00:00:00
12899,Enrique Iglesias,6820.0,I Like It,12899,4,38,3,13,31,2010-05-30 00:00:00,2010-08-29 00:00:00
27037,Miguel,8133.0,Sure Thing,27037,36,23,1,0,4,2011-03-27 00:00:00,2011-06-05 00:00:00
10725,DJ Khaled,7819.0,No New Friends (SFTB Remix),10725,37,19,1,0,2,2013-05-12 00:00:00,2013-07-07 00:00:00
32394,Rihanna,7472.0,We Found Love,32394,1,28,10,23,28,2011-10-09 00:00:00,2011-11-13 00:00:00
22411,Juicy J,8223.0,Show Out,22411,75,8,1,0,0,2013-03-24 00:00:00,2013-03-31 00:00:00
34206,Shakira,7609.0,Can't Remember To Forget You,34206,15,19,1,0,10,2014-02-02 00:00:00,2014-02-16 00:00:00
39777,Yo Gotti,8070.0,Errrbody,39777,98,1,1,0,0,2014-10-26 00:00:00,2014-10-26 00:00:00
7234,Cassadee Pope,8261.0,Wasting All These Tears,7234,37,17,1,0,1,2013-06-23 00:00:00,2013-06-23 00:00:00
22492,Justin Bieber,8047.0,Nothing Like Us,22492,59,2,1,0,0,2013-02-17 00:00:00,2013-02-17 00:00:00
23067,Kenny Chesney,6686.0,When I See This Bar,23067,84,7,1,0,0,2013-08-11 00:00:00,2013-09-15 00:00:00
39132,WE the Kings,7978.0,Just Keep Breathing,39132,92,1,1,0,0,2013-04-28 00:00:00,2013-04-28 00:00:00
22982,Keith Urban,7167.0,Raise 'Em Up,22982,84,3,2,0,0,2015-03-15 00:00:00,2015-03-22 00:00:00
20486,Jessie J,8125.0,Masterpiece,20486,65,3,1,0,0,2015-01-04 00:00:00,2015-01-04 00:00:00
36247,Taylor Swift,7850.0,Speak Now,36247,8,3,1,1,1,2010-10-24 00:00:00,2010-10-24 00:00:00
19551,Jake Worthington,8387.0,Heaven,19551,98,1,1,0,0,2014-06-01 00:00:00,2014-06-01 00:00:00
36831,Thomas Rhett,8250.0,Get Me Some Of That,36831,41,20,1,0,0,2014-01-26 00:00:00,2014-05-25 00:00:00
36285,Taylor Swift,7850.0,Welcome To New York,36285,48,2,1,0,0,2014-11-09 00:00:00,2014-11-09 00:00:00
16229,Glee Cast,8043.0,"River Deep, Mountain High",16229,41,1,1,0,0,2010-10-31 00:00:00,2010-10-31 00:00:00
3939,Big Sean,8108.0,Blessings,3939,30,6,1,0,3,2015-02-22 00:00:00,2015-03-22 00:00:00
546,Adam Levine,8186.0,Yesterday,546,68,1,1,0,0,2012-05-27 00:00:00,2012-05-27 00:00:00
32386,Rihanna,7472.0,Stay,32386,3,28,2,16,26,2013-02-24 00:00:00,2013-03-03 00:00:00
16246,Glee Cast,8043.0,Welcome Christmas,16246,59,1,1,0,0,2010-12-26 00:00:00,2010-12-26 00:00:00
34125,Selena Gomez,8014.0,Come & Get It,34125,6,22,2,9,20,2013-04-28 00:00:00,2013-05-26 00:00:00
28420,Nicki Minaj,8134.0,Beez In The Trap,28420,48,20,1,0,0,2012-04-22 00:00:00,2012-06-17 00:00:00
314,Aaron Lewis,7020.0,Country Boy,314,87,2,1,0,0,2011-03-13 00:00:00,2011-03-20 00:00:00
16247,Glee Cast,8043.0,Losing My Religion,16247,60,1,1,0,0,2010-10-24 00:00:00,2010-10-24 00:00:00
23675,Lady Gaga,7983.0,Judas,23675,10,8,1,1,5,2011-05-01 00:00:00,2011-05-01 00:00:00
12715,Eminem,6716.0,Rap God,12715,7,20,1,1,9,2013-11-03 00:00:00,2013-11-03 00:00:00
7989,Chris Young,8053.0,Lonely Eyes,7989,57,13,1,0,0,2015-01-04 00:00:00,2015-03-22 00:00:00
5030,Blake Shelton,7303.0,Drink On It,5030,39,19,1,0,1,2012-02-12 00:00:00,2012-04-22 00:00:00
16220,Glee Cast,8043.0,Hello,16220,35,1,1,0,1,2010-05-02 00:00:00,2010-05-02 00:00:00
23646,Labrinth,8296.0,Beneath Your Beautiful,23646,34,14,1,0,1,2013-06-09 00:00:00,2013-08-11 00:00:00
7529,Charli XCX,8389.0,Break The Rules,7529,91,3,1,0,0,2014-12-28 00:00:00,2015-01-11 00:00:00
16207,Glee Cast,8043.0,Dog Days Are Over,16207,22,1,1,0,1,2010-12-19 00:00:00,2010-12-19 00:00:00
27713,My Darkest Days,8136.0,Porn Star Dancing,27713,90,7,2,0,0,2010-11-07 00:00:00,2010-11-07 00:00:00
23071,Kenny Chesney,6686.0,El Cerrito Place,23071,72,13,1,0,0,2012-10-28 00:00:00,2012-12-23 00:00:00
23440,Kirko Bangz,8225.0,Drank In My Cup,23440,28,19,4,0,9,2012-02-26 00:00:00,2012-05-20 00:00:00
36834,Thomas Rhett,8250.0,Make Me Wanna,36834,43,18,1,0,0,2014-11-30 00:00:00,2015-03-01 00:00:00
39578,Wiz Khalifa,8126.0,"Work Hard, Play Hard",39578,17,20,1,0,13,2012-05-13 00:00:00,2012-05-13 00:00:00
20053,Jay-Z,6705.0,Gotta Have It,20053,69,11,1,0,0,2012-01-22 00:00:00,2012-02-26 00:00:00
16238,Glee Cast,8043.0,Stronger,16238,53,1,1,0,0,2010-10-17 00:00:00,2010-10-17 00:00:00
9631,David Nail,8061.0,Whatever She's Got,9631,35,21,1,0,6,2013-10-20 00:00:00,2014-02-23 00:00:00
24520,Lil Wayne,7575.0,Right Above It,24520,6,19,1,1,19,2010-09-05 00:00:00,2010-09-05 00:00:00
22536,Justin Timberlake,7675.0,TKO,22536,36,17,1,0,3,2013-10-06 00:00:00,2013-12-15 00:00:00
8004,Christina Aguilera,6676.0,Show Me How You Burlesque,8004,70,1,1,0,0,2010-12-12 00:00:00,2010-12-12 00:00:00
39701,Xenia,8183.0,Price Tag,39701,99,1,1,0,0,2011-07-03 00:00:00,2011-07-03 00:00:00
12896,Enrique Iglesias,6820.0,Tonight (I'm Lovin' You),12896,4,25,1,12,24,2010-12-12 00:00:00,2011-02-06 00:00:00
36049,T.I.,5921.0,Go Get It,36049,77,1,1,0,0,2012-08-05 00:00:00,2012-08-05 00:00:00
39376,Will Champlin,8342.0,At Last,39376,83,1,1,0,0,2013-12-15 00:00:00,2013-12-15 00:00:00
547,Adam Levine,8186.0,Man In The Mirror,547,45,1,1,0,0,2011-07-17 00:00:00,2011-07-17 00:00:00
24504,Lil Wayne,7575.0,Love Me,24504,9,19,2,4,18,2013-02-03 00:00:00,2013-03-24 00:00:00
22509,Justin Bieber,8047.0,Baby,22509,5,19,1,5,18,2010-02-07 00:00:00,2010-02-07 00:00:00
19964,Jason Aldean,7746.0,Take A Little Ride,19964,12,19,1,0,11,2012-08-05 00:00:00,2012-08-05 00:00:00
17237,Gwen Stefani,6802.0,Baby Don't Lie,17237,46,6,1,0,0,2014-11-09 00:00:00,2014-11-09 00:00:00
22206,Jonn Hart,8269.0,Who Booty,22206,66,15,1,0,0,2012-12-30 00:00:00,2013-03-03 00:00:00
12956,Eric Church,7830.0,Give Me Back My Hometown,12956,36,20,1,0,4,2014-01-26 00:00:00,2014-04-27 00:00:00
6056,Brantley Gilbert,8187.0,You Don't Know Her Like I Do,6056,69,11,1,0,0,2011-10-02 00:00:00,2012-04-22 00:00:00
16129,Glee Cast,8043.0,I Feel Pretty/Unpretty,16129,22,2,1,0,1,2011-05-15 00:00:00,2011-05-15 00:00:00
31671,Ray J,5062.0,I Hit It First,31671,51,3,1,0,0,2013-04-28 00:00:00,2013-04-28 00:00:00
2471,Avenged Sevenfold,7762.0,Not Ready To Die,2471,70,1,1,0,0,2011-05-22 00:00:00,2011-05-22 00:00:00
22906,Ke$ha,8062.0,Blah Blah Blah,22906,7,19,1,1,14,2010-01-24 00:00:00,2010-01-24 00:00:00
24521,Lil Wayne,7575.0,Gonorrhea,24521,17,3,1,0,1,2010-10-17 00:00:00,2010-10-17 00:00:00
20232,Jennifer Hudson,7869.0,Let It Be,20232,98,1,1,0,0,2010-02-14 00:00:00,2010-02-14 00:00:00
30701,Pistol Annies,8195.0,Hell On Heels,30701,55,3,1,0,0,2011-09-11 00:00:00,2011-09-11 00:00:00
7912,Chris Brown,7750.0,She Ain't You,7912,27,20,1,0,12,2011-05-01 00:00:00,2011-08-07 00:00:00
11339,Drake,8036.0,Headlines,11339,13,25,3,0,25,2011-08-28 00:00:00,2011-08-28 00:00:00
10127,Dev,8115.0,In The Dark,10127,11,20,2,0,17,2011-08-21 00:00:00,2011-10-23 00:00:00
4116,Billy Currington,2882.0,We Are Tonight,4116,60,19,1,0,0,2014-05-11 00:00:00,2014-08-17 00:00:00
1710,Anna Kendrick,8274.0,Cups (Pitch Perfect's When I'm Gone),1710,9,60,2,6,20,2013-01-13 00:00:00,2013-08-04 00:00:00
8466,Colbie Caillat,7896.0,I Never Told You,8466,48,20,1,0,0,2010-04-11 00:00:00,2010-07-25 00:00:00
36284,Taylor Swift,7850.0,Out Of The Woods,36284,18,2,1,0,1,2014-11-02 00:00:00,2014-11-02 00:00:00
27457,Monica,4411.0,Everything To Me,27457,44,18,2,0,0,2010-02-28 00:00:00,2010-04-11 00:00:00
22684,Kaskade,8200.0,Lessons In Love,22684,94,1,1,0,0,2011-11-13 00:00:00,2011-11-13 00:00:00
34660,Skrillex,8253.0,Kyoto,34660,74,4,1,0,0,2012-01-22 00:00:00,2012-01-22 00:00:00
6879,Cali Swag District,8112.0,Teach Me How To Dougie,6879,28,20,1,0,7,2010-06-13 00:00:00,2010-09-05 00:00:00
7221,Casey James,8272.0,Crying On A Suitcase,7221,88,9,2,0,0,2013-01-06 00:00:00,2013-02-10 00:00:00
25558,M83.,8232.0,Midnight City,25558,72,20,1,0,0,2012-03-25 00:00:00,2012-04-29 00:00:00
37898,Train,7162.0,Angel In Blue Jeans,37898,79,3,1,0,0,2014-09-28 00:00:00,2014-10-05 00:00:00
27112,Miley Cyrus,7904.0,When I Look At You,27112,16,13,1,0,3,2010-01-31 00:00:00,2010-04-18 00:00:00
33651,Sam Smith,8374.0,Leave Your Lover,33651,92,1,1,0,0,2014-06-08 00:00:00,2014-06-08 00:00:00
31254,R. Kelly,3645.0,When A Woman Loves,31254,93,1,1,0,0,2011-01-02 00:00:00,2011-01-02 00:00:00
5989,Brad Paisley,7261.0,Camouflage,5989,87,9,1,0,0,2011-12-18 00:00:00,2012-01-15 00:00:00
